"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),244,25,10/01/2019,09/30/2020
MS,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,33,"25, 26",10/01/2019,09/30/2020
MS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2019,12/31/2019
MS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,74,25,10/01/2019,09/30/2020
MS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,89,26,01/01/2019,12/31/2019
MS,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2019,12/31/2019
MS,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,73,26,01/01/2019,12/31/2019
MS,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,68,"25, 26",10/01/2019,09/30/2020
MS,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
MS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,26,10/01/2019,09/30/2020
MS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,86,26,10/01/2019,09/30/2020
MS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,79,26,10/01/2019,09/30/2020
MS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,26,10/01/2019,09/30/2020
MS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,26,10/01/2019,09/30/2020
MT,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,90,,10/01/2019,03/31/2020
MT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,124,"25, 26",10/01/2019,09/30/2020
MT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),192,"25, 26",10/01/2019,09/30/2020
MT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),120,"25, 26",10/01/2019,09/30/2020
MT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),159,"25, 26",10/01/2019,09/30/2020
MT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2019,09/30/2020
MT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,173,25,10/01/2019,09/30/2020
MT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),200,25,10/01/2019,09/30/2020
MT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),179,25,10/01/2019,09/30/2020
MT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),216,25,10/01/2019,09/30/2020
MT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,10/01/2019,09/30/2020
MT,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,59,"25, 26",10/01/2019,09/30/2020
MT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
MT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,57,25,10/01/2019,09/30/2020
MT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,96,26,01/01/2019,12/31/2019
MT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,97,,01/01/2019,12/31/2019
MT,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,91,26,01/01/2019,12/31/2019
MT,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,61,"25, 26",10/01/2019,09/30/2020
MT,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,10/01/2019,09/30/2020
MT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,71,26,10/01/2019,09/30/2020
MT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,89,26,10/01/2019,09/30/2020
MT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,82,26,10/01/2019,09/30/2020
MT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,86,26,10/01/2019,09/30/2020
MT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,95,26,10/01/2019,09/30/2020
NC,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,96,,10/01/2019,03/31/2020
NC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,156,"25, 26",10/01/2019,09/30/2020
NC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),157,"25, 26",10/01/2019,09/30/2020
NC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),124,"25, 26",10/01/2019,09/30/2020
NC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),161,"25, 26",10/01/2019,09/30/2020
NC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),158,"25, 26",10/01/2019,09/30/2020
NC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,263,25,10/01/2019,09/30/2020
NC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),268,25,10/01/2019,09/30/2020
NC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),217,25,10/01/2019,09/30/2020
NC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),333,25,10/01/2019,09/30/2020
NC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),242,25,10/01/2019,09/30/2020
NC,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,53,"25, 26",10/01/2019,09/30/2020
NC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2019,12/31/2019
NC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,77,25,10/01/2019,09/30/2020
NC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,26,01/01/2019,12/31/2019
NC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
NC,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,94,26,01/01/2019,12/31/2019
NC,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,46,"25, 26",10/01/2019,09/30/2020
NC,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,10/01/2019,09/30/2020
NC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,26,10/01/2019,09/30/2020
NC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,85,26,10/01/2019,09/30/2020
NC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,71,26,10/01/2019,09/30/2020
NC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,26,10/01/2019,09/30/2020
NC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,26,10/01/2019,09/30/2020
ND,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,93,,10/01/2019,03/31/2020
ND,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,100,"25, 26",10/01/2019,09/30/2020
ND,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),180,"25, 26",10/01/2019,09/30/2020
ND,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),90,"25, 26",10/01/2019,09/30/2020
ND,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),135,"25, 26",10/01/2019,09/30/2020
ND,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2019,09/30/2020
ND,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,141,25,10/01/2019,09/30/2020
ND,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),220,25,10/01/2019,09/30/2020
ND,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),115,25,10/01/2019,09/30/2020
ND,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),192,25,10/01/2019,09/30/2020
ND,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,10/01/2019,09/30/2020
ND,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,43,"25, 26",10/01/2019,09/30/2020
ND,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
ND,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,63,25,10/01/2019,09/30/2020
ND,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95,26,01/01/2019,12/31/2019
ND,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
ND,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,96,26,01/01/2019,12/31/2019
ND,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,124,"25, 26",10/01/2019,09/30/2020
ND,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",3,26,10/01/2019,09/30/2020
ND,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,55,26,10/01/2019,09/30/2020
ND,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,82,26,10/01/2019,09/30/2020
ND,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,70,26,10/01/2019,09/30/2020
ND,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,26,10/01/2019,09/30/2020
ND,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,85,26,10/01/2019,09/30/2020
NE,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,86,,10/01/2019,03/31/2020
NE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,107,"25, 26",10/01/2019,09/30/2020
NE,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),140,"25, 26",10/01/2019,09/30/2020
NE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),104,"25, 26",10/01/2019,09/30/2020
NE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),148,"25, 26",10/01/2019,09/30/2020
NE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),171,"25, 26",10/01/2019,09/30/2020
NE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,141,25,10/01/2019,09/30/2020
NE,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),164,25,10/01/2019,09/30/2020
NE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),138,25,10/01/2019,09/30/2020
NE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),185,25,10/01/2019,09/30/2020
NE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),232,25,10/01/2019,09/30/2020
NE,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,42,"25, 26",10/01/2019,09/30/2020
NE,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
NE,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67,25,10/01/2019,09/30/2020
NE,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,67,26,01/01/2019,12/31/2019
NE,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
NE,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,92,26,01/01/2019,12/31/2019
NE,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,66,"25, 26",10/01/2019,09/30/2020
NE,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
NE,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58,26,10/01/2019,09/30/2020
NE,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,83,26,10/01/2019,09/30/2020
NE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,78,26,10/01/2019,09/30/2020
NE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81,26,10/01/2019,09/30/2020
NE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,84,26,10/01/2019,09/30/2020
NH,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,96,,10/01/2019,03/31/2020
NH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,145,"25, 26",10/01/2019,09/30/2020
NH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),164,"25, 26",10/01/2019,09/30/2020
NH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),118,"25, 26",10/01/2019,09/30/2020
NH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),166,"25, 26",10/01/2019,09/30/2020
NH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2019,09/30/2020
NH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,262,25,10/01/2019,09/30/2020
NH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),330,25,10/01/2019,09/30/2020
NH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),220,25,10/01/2019,09/30/2020
NH,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),308,25,10/01/2019,09/30/2020
NH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,10/01/2019,09/30/2020
NH,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,60,"25, 26",10/01/2019,09/30/2020
NH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2019,12/31/2019
NH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67,25,10/01/2019,09/30/2020
NH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,86,26,01/01/2019,12/31/2019
NH,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
NH,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,94,26,01/01/2019,12/31/2019
NH,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,51,"25, 26",10/01/2019,09/30/2020
NH,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,63,26,10/01/2019,09/30/2020
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,87,26,10/01/2019,09/30/2020
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,82,26,10/01/2019,09/30/2020
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,26,10/01/2019,09/30/2020
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,26,10/01/2019,09/30/2020
NJ,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,94,,10/01/2019,03/31/2020
NJ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,167,"25, 26",10/01/2019,09/30/2020
NJ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),164,"25, 26",10/01/2019,09/30/2020
NJ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),151,"25, 26",10/01/2019,09/30/2020
NJ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),160,"25, 26",10/01/2019,09/30/2020
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),174,"25, 26",10/01/2019,09/30/2020
NJ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,336,25,10/01/2019,09/30/2020
NJ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),312,25,10/01/2019,09/30/2020
NJ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),414,25,10/01/2019,09/30/2020
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),330,25,10/01/2019,09/30/2020
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),319,25,10/01/2019,09/30/2020
NJ,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,84,"25, 26",10/01/2019,09/30/2020
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,10/01/2019,09/30/2020
NJ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,26,01/01/2019,12/31/2019
NJ,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2019,12/31/2019
NJ,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,94,26,01/01/2019,12/31/2019
NJ,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,74,"25, 26",10/01/2019,09/30/2020
NJ,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
NJ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65,26,10/01/2019,09/30/2020
NJ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,89,26,10/01/2019,09/30/2020
NJ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,79,26,10/01/2019,09/30/2020
NJ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,83,26,10/01/2019,09/30/2020
NJ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,26,10/01/2019,09/30/2020
NM,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,83,,10/01/2019,03/31/2020
NM,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,146,"25, 26",10/01/2019,09/30/2020
NM,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),137,"25, 26",10/01/2019,09/30/2020
NM,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),128,"25, 26",10/01/2019,09/30/2020
NM,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),152,"25, 26",10/01/2019,09/30/2020
NM,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),232,"25, 26",10/01/2019,09/30/2020
NM,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,225,25,10/01/2019,09/30/2020
NM,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),142,25,10/01/2019,09/30/2020
NM,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),200,25,10/01/2019,09/30/2020
NM,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),230,25,10/01/2019,09/30/2020
NM,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),592,25,10/01/2019,09/30/2020
NM,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,53,"25, 26",10/01/2019,09/30/2020
NM,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2019,12/31/2019
NM,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,66,25,10/01/2019,09/30/2020
NM,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87,26,01/01/2019,12/31/2019
NM,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
NM,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,96,26,01/01/2019,12/31/2019
