REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Kansas,2025,19,X,1.28462,160,21,12455
States,Kentucky,2025,19,X,0.491536,667,114,135697
States,Louisiana,2025,19,X,1.95539,782,87,39992
States,Maine,2025,19,X,0.856106,125,46,14601
States,Maryland,2025,19,X,1.95408,926,65,47388
States,Massachusetts,2025,19,X,1.24194,1063,111,85592
States,Michigan,2025,19,X,1.15234,1687,297,146398
States,Minnesota,2025,19,X,0.882443,373,78,42269
States,Mississippi,2025,19,X,2.35833,283,29,12000
States,Missouri,2025,19,X,0.817122,176,41,21539
States,Montana,2025,19,X,0.815217,36,27,4416
States,Nebraska,2025,19,X,1.56609,232,89,14814
States,Nevada,2025,19,X,2.16035,824,59,38142
States,New Hampshire,2025,19,X,0.762553,65,23,8524
States,New Jersey,2025,19,X,2.82211,755,29,26753
States,New Mexico,2025,19,X,2.41164,378,30,15674
States,New York,2025,19,X,1.63255,1541,157,94392
States,North Carolina,2025,19,X,1.14646,1021,130,89057
States,North Dakota,2025,19,X,0.561338,96,23,17102
States,Ohio,2025,19,X,1.71452,636,88,37095
States,Oklahoma,2025,19,X,0.58264,147,36,25230
States,Oregon,2025,19,X,2.14516,691,74,32212
States,Pennsylvania,2025,19,X,0.982292,598,89,60878
States,Rhode Island,2025,19,X,1.85026,237,21,12809
States,South Carolina,2025,19,X,1.9869,637,37,32060
States,South Dakota,2025,19,X,0.63245,52,32,8222
States,Tennessee,2025,19,X,1.83713,594,93,32333
States,Texas,2025,19,X,2.23868,928,47,41453
States,Utah,2025,19,X,1.51354,271,45,17905
States,Vermont,2025,19,X,1.82506,111,13,6082
States,Virginia,2025,19,X,1.89532,2185,196,115284
States,Washington,2025,19,X,1.54777,1612,153,104150
States,West Virginia,2025,19,X,1.01741,135,47,13269
States,Wisconsin,2025,19,X,1.18043,358,66,30328
States,Wyoming,2025,19,X,1.95896,42,13,2144
States,Commonwealth of the Northern Mariana Islands,2025,19,X,X,X,X,X
States,Puerto Rico,2025,19,X,3.0837,56,5,1816
States,Virgin Islands,2025,19,X,1.20482,10,3,830
States,New York City,2025,19,X,2.71276,2960,101,109114
States,Alabama,2025,20,X,1.44158,627,104,43494
States,Alaska,2025,20,X,1.59427,69,12,4328
States,Arizona,2025,20,X,1.90543,1215,122,63765
States,Arkansas,2025,20,X,1.38756,131,44,9441
States,California,2025,20,X,2.82885,8261,191,292027
States,Colorado,2025,20,X,2.32326,1188,97,51135
States,Connecticut,2025,20,X,1.36653,551,69,40321
States,Delaware,2025,20,X,0.653069,73,16,11178
States,District of Columbia,2025,20,X,4.25148,259,7,6092
States,Florida,2025,20,X,2.46653,5721,347,231945
States,Georgia,2025,20,X,2.19544,1811,101,82489
States,Hawaii,2025,20,X,2.98943,1086,34,36328
States,Idaho,2025,20,X,1.42094,210,51,14779
States,Illinois,2025,20,X,1.04721,773,186,73815
States,Indiana,2025,20,X,1.20082,854,153,71118
States,Iowa,2025,20,X,0.732168,31,13,4234
States,Kansas,2025,20,X,1.00815,125,21,12399
States,Kentucky,2025,20,X,0.54173,726,111,134015
States,Louisiana,2025,20,X,1.8407,743,87,40365
States,Maine,2025,20,X,0.876628,136,47,15514
States,Maryland,2025,20,X,1.91653,901,64,47012
States,Massachusetts,2025,20,X,1.22228,1056,110,86396
States,Michigan,2025,20,X,1.00835,1486,297,147370
States,Minnesota,2025,20,X,0.947844,390,79,41146
States,Mississippi,2025,20,X,1.89755,223,28,11752
States,Missouri,2025,20,X,0.85303,192,41,22508
States,Montana,2025,20,X,0.4287,19,27,4432
States,Nebraska,2025,20,X,1.60667,241,89,15000
States,Nevada,2025,20,X,2.00276,756,59,37748
States,New Hampshire,2025,20,X,0.663586,56,22,8439
States,New Jersey,2025,20,X,2.74616,719,29,26182
States,New Mexico,2025,20,X,2.21971,354,30,15948
States,New York,2025,20,X,1.7044,1624,156,95283
States,North Carolina,2025,20,X,1.15502,1030,127,89176
States,North Dakota,2025,20,X,0.665716,112,22,16824
States,Ohio,2025,20,X,1.72732,665,87,38499
States,Oklahoma,2025,20,X,0.533984,140,36,26218
States,Oregon,2025,20,X,1.72399,607,73,35209
States,Pennsylvania,2025,20,X,1.0005,603,89,60270
States,Rhode Island,2025,20,X,1.2987,164,21,12628
States,South Carolina,2025,20,X,2.02257,647,36,31989
States,South Dakota,2025,20,X,0.640141,51,32,7967
States,Tennessee,2025,20,X,1.8208,582,94,31964
States,Texas,2025,20,X,2.41143,1006,46,41718
States,Utah,2025,20,X,1.44463,257,45,17790
States,Vermont,2025,20,X,1.32907,79,13,5944
States,Virginia,2025,20,X,1.93108,2233,196,115635
States,Washington,2025,20,X,1.57694,1611,152,102160
States,West Virginia,2025,20,X,0.85259,107,45,12550
States,Wisconsin,2025,20,X,1.07273,318,66,29644
States,Wyoming,2025,20,X,1.9802,42,14,2121
States,Commonwealth of the Northern Mariana Islands,2025,20,X,X,X,X,X
States,Puerto Rico,2025,20,X,4.0684,69,5,1696
States,Virgin Islands,2025,20,X,0.375469,3,3,799
States,New York City,2025,20,X,3.11021,3549,101,114108
States,Alabama,2025,21,X,1.28139,544,103,42454
States,Alaska,2025,21,X,1.56646,68,12,4341
States,Arizona,2025,21,X,1.8826,1195,122,63476
States,Arkansas,2025,21,X,1.46474,129,44,8807
States,California,2025,21,X,2.75537,8019,190,291032
States,Colorado,2025,21,X,2.11994,1052,97,49624
States,Connecticut,2025,21,X,1.3333,530,69,39751
States,Delaware,2025,21,X,0.702067,71,16,10113
States,District of Columbia,2025,21,X,3.91482,239,7,6105
States,Florida,2025,21,X,2.50785,5955,348,237454
States,Georgia,2025,21,X,2.13945,1679,100,78478
States,Hawaii,2025,21,X,2.97172,1010,32,33987
States,Idaho,2025,21,X,1.43909,211,51,14662
States,Illinois,2025,21,X,1.08398,779,185,71865
States,Indiana,2025,21,X,1.20153,833,148,69328
States,Iowa,2025,21,X,0.571118,21,13,3677
States,Kansas,2025,21,X,0.824395,93,19,11281
States,Kentucky,2025,21,X,0.491385,636,101,129430
States,Louisiana,2025,21,X,1.60298,628,87,39177
States,Maine,2025,21,X,0.778085,121,47,15551
States,Maryland,2025,21,X,1.8091,869,66,48035
States,Massachusetts,2025,21,X,1.19203,1022,110,85736
States,Michigan,2025,21,X,0.921513,1363,297,147909
States,Minnesota,2025,21,X,0.877706,360,78,41016
States,Mississippi,2025,21,X,2.22077,272,28,12248
States,Missouri,2025,21,X,0.940567,207,41,22008
States,Montana,2025,21,X,0.513299,22,27,4286
States,Nebraska,2025,21,X,1.27625,175,88,13712
States,Nevada,2025,21,X,1.82493,688,59,37700
States,New Hampshire,2025,21,X,0.788835,65,22,8240
States,New Jersey,2025,21,X,2.92482,773,29,26429
States,New Mexico,2025,21,X,2.17814,347,30,15931
States,New York,2025,21,X,1.61235,1503,156,93218
States,North Carolina,2025,21,X,1.23714,1124,126,90855
States,North Dakota,2025,21,X,0.441853,72,22,16295
States,Ohio,2025,21,X,1.56665,572,85,36511
States,Oklahoma,2025,21,X,0.596635,122,35,20448
States,Oregon,2025,21,X,1.89255,664,73,35085
States,Pennsylvania,2025,21,X,0.871045,517,89,59354
States,Rhode Island,2025,21,X,1.13939,137,21,12024
States,South Carolina,2025,21,X,2.08213,651,37,31266
States,South Dakota,2025,21,X,0.505114,40,32,7919
States,Tennessee,2025,21,X,1.65233,530,94,32076
States,Texas,2025,21,X,2.19991,905,45,41138
States,Utah,2025,21,X,1.41311,248,45,17550
States,Vermont,2025,21,X,1.10421,64,13,5796
States,Virginia,2025,21,X,1.87061,2210,196,118143
States,Washington,2025,21,X,1.45712,1507,152,103423
States,West Virginia,2025,21,X,0.919233,117,47,12728
States,Wisconsin,2025,21,X,0.964993,282,66,29223
States,Wyoming,2025,21,X,1.36089,27,13,1984
States,Commonwealth of the Northern Mariana Islands,2025,21,X,X,X,X,X
States,Puerto Rico,2025,21,X,4.78498,79,5,1651
States,Virgin Islands,2025,21,X,0.282087,2,3,709
States,New York City,2025,21,X,3.29399,3620,99,109897
States,Alabama,2025,22,X,1.44533,589,100,40752
States,Alaska,2025,22,X,1.72931,75,12,4337
States,Arizona,2025,22,X,1.83192,1164,122,63540
States,Arkansas,2025,22,X,1.41321,117,44,8279
States,California,2025,22,X,2.83047,7329,190,258932
States,Colorado,2025,22,X,1.83315,835,97,45550
States,Connecticut,2025,22,X,1.51743,615,69,40529
States,Delaware,2025,22,X,0.60906,64,17,10508
States,District of Columbia,2025,22,X,3.76796,215,7,5706
States,Florida,2025,22,X,2.42357,5587,348,230528
States,Georgia,2025,22,X,2.16854,1701,101,78440
States,Hawaii,2025,22,X,3.28041,907,33,27649
States,Idaho,2025,22,X,1.02378,155,51,15140
States,Illinois,2025,22,X,1.11716,761,185,68119
States,Indiana,2025,22,X,1.15726,793,150,68524
States,Iowa,2025,22,X,0.679832,21,13,3089
States,Kansas,2025,22,X,0.777634,84,19,10802
States,Kentucky,2025,22,X,0.546097,629,113,115181
States,Louisiana,2025,22,X,1.7756,718,87,40437
States,Maine,2025,22,X,0.811481,121,47,14911
States,Maryland,2025,22,X,1.82587,851,65,46608
States,Massachusetts,2025,22,X,1.28412,1083,109,84338
States,Michigan,2025,22,X,0.93005,1330,297,143003
States,Minnesota,2025,22,X,0.812433,287,79,35326
States,Mississippi,2025,22,X,2.17409,266,28,12235
States,Missouri,2025,22,X,0.890858,191,41,21440
States,Montana,2025,22,X,0.367488,17,27,4626
States,Nebraska,2025,22,X,1.16194,143,84,12307
States,Nevada,2025,22,X,1.74459,628,59,35997
States,New Hampshire,2025,22,X,0.836013,65,22,7775
States,New Jersey,2025,22,X,3.00626,811,29,26977
States,New Mexico,2025,22,X,2.08929,336,30,16082
States,New York,2025,22,X,1.47433,1379,156,93534
States,North Carolina,2025,22,X,1.2604,1100,127,87274
States,North Dakota,2025,22,X,0.571743,83,22,14517
States,Ohio,2025,22,X,1.63486,586,86,35844
States,Oklahoma,2025,22,X,0.421624,101,35,23955
States,Oregon,2025,22,X,2.34623,851,73,36271
States,Pennsylvania,2025,22,X,0.959004,564,89,58811
States,Rhode Island,2025,22,X,1.08917,123,21,11293
States,South Carolina,2025,22,X,1.90522,597,37,31335
States,South Dakota,2025,22,X,0.508591,37,32,7275
States,Tennessee,2025,22,X,1.62396,507,94,31220
States,Texas,2025,22,X,2.11532,824,45,38954
States,Utah,2025,22,X,1.40232,235,45,16758
States,Vermont,2025,22,X,1.05947,62,13,5852
States,Virginia,2025,22,X,1.99249,2276,196,114229
States,Washington,2025,22,X,1.48988,1457,152,97793
States,West Virginia,2025,22,X,2.12485,209,46,9836
States,Wisconsin,2025,22,X,0.971278,280,65,28828
States,Wyoming,2025,22,X,1.00503,16,12,1592
States,Commonwealth of the Northern Mariana Islands,2025,22,X,X,X,X,X
States,Puerto Rico,2025,22,X,5.12972,87,5,1696
States,Virgin Islands,2025,22,X,0.517464,4,3,773
States,New York City,2025,22,X,3.21054,3481,96,108424
States,Alabama,2025,23,X,1.17325,476,98,40571
States,Alaska,2025,23,X,0.96766,38,11,3927
States,Arizona,2025,23,X,1.48062,903,122,60988
States,Arkansas,2025,23,X,1.38033,112,44,8114
States,California,2025,23,X,2.54756,7215,189,283212
States,Colorado,2025,23,X,1.63123,794,97,48675
States,Connecticut,2025,23,X,1.26089,508,69,40289
States,Delaware,2025,23,X,0.512486,55,17,10732
States,District of Columbia,2025,23,X,0.970055,23,5,2371
States,Florida,2025,23,X,2.373,5371,349,226338
States,Georgia,2025,23,X,1.78437,1441,102,80757
States,Hawaii,2025,23,X,3.12232,1021,33,32700
States,Idaho,2025,23,X,1.2995,191,51,14698
States,Illinois,2025,23,X,0.930943,646,184,69392
States,Indiana,2025,23,X,1.02391,711,147,69440
States,Iowa,2025,23,X,0.390117,12,12,3076
States,Kansas,2025,23,X,0.648929,70,19,10787
States,Kentucky,2025,23,X,0.407203,540,110,132612
States,Louisiana,2025,23,X,1.48666,597,87,40157
States,Maine,2025,23,X,0.812833,113,47,13902
States,Maryland,2025,23,X,1.7495,848,65,48471
States,Massachusetts,2025,23,X,1.05698,923,107,87324
States,Michigan,2025,23,X,0.70901,1008,297,142170
States,Minnesota,2025,23,X,0.791344,324,77,40943
States,Mississippi,2025,23,X,1.74874,201,26,11494
States,Missouri,2025,23,X,0.735158,159,41,21628
States,Montana,2025,23,X,0.605789,27,27,4457
States,Nebraska,2025,23,X,0.919629,119,84,12940
States,Nevada,2025,23,X,1.35529,493,59,36376
States,New Hampshire,2025,23,X,0.461598,36,22,7799
States,New Jersey,2025,23,X,2.69075,718,28,26684
States,New Mexico,2025,23,X,1.66374,256,30,15387
States,New York,2025,23,X,1.33061,1282,156,96347
States,North Carolina,2025,23,X,1.10296,980,127,88852
States,North Dakota,2025,23,X,0.427716,70,22,16366
States,Ohio,2025,23,X,2.13253,764,82,35826
States,Oklahoma,2025,23,X,0.452984,91,34,20089
States,Oregon,2025,23,X,1.41557,479,72,33838
States,Pennsylvania,2025,23,X,0.832656,502,87,60289
States,Rhode Island,2025,23,X,0.935579,105,20,11223
States,South Carolina,2025,23,X,1.63062,518,37,31767
States,South Dakota,2025,23,X,0.407156,33,32,8105
States,Tennessee,2025,23,X,1.42989,417,38,29163
States,Texas,2025,23,X,1.72815,691,46,39985
States,Utah,2025,23,X,0.787402,1,1,127
States,Vermont,2025,23,X,0.834834,51,13,6109
States,Virginia,2025,23,X,1.66083,1917,195,115424
States,Washington,2025,23,X,1.20846,1247,152,103189
States,West Virginia,2025,23,X,1.14397,123,47,10752
States,Wisconsin,2025,23,X,0.92236,273,65,29598
States,Wyoming,2025,23,X,1.73381,34,14,1961
States,Commonwealth of the Northern Mariana Islands,2025,23,X,X,X,X,X
States,Puerto Rico,2025,23,X,3.97727,63,5,1584
States,Virgin Islands,2025,23,X,0.727273,6,3,825
States,New York City,2025,23,X,3.12034,3388,95,108578
States,Alabama,2025,24,X,0.990675,392,103,39569
States,Alaska,2025,24,X,0.96766,38,11,3927
States,Arizona,2025,24,X,1.16088,686,121,59093
States,Arkansas,2025,24,X,0.958749,76,44,7927
States,California,2025,24,X,2.39866,6536,190,272485
States,Colorado,2025,24,X,1.42265,700,97,49204
States,Connecticut,2025,24,X,1.19888,472,69,39370
States,Delaware,2025,24,X,0.563809,63,16,11174
States,District of Columbia,2025,24,X,2.37382,111,7,4676
States,Florida,2025,24,X,2.09328,4703,349,224671
States,Georgia,2025,24,X,1.38258,1096,104,79272
States,Hawaii,2025,24,X,3.10259,861,33,27751
States,Idaho,2025,24,X,1.35733,181,51,13335
States,Illinois,2025,24,X,0.740135,507,183,68501
States,Indiana,2025,24,X,0.880451,595,143,67579
States,Iowa,2025,24,X,0.159388,5,12,3137
States,Kansas,2025,24,X,0.682019,77,19,11290
States,Kentucky,2025,24,X,0.348971,458,114,131243
States,Louisiana,2025,24,X,1.27527,494,87,38737
States,Maine,2025,24,X,0.645066,87,46,13487
States,Maryland,2025,24,X,1.59293,746,63,46832
States,Massachusetts,2025,24,X,0.985862,850,106,86219
States,Michigan,2025,24,X,0.630676,875,297,138740
States,Minnesota,2025,24,X,0.627425,249,78,39686
States,Mississippi,2025,24,X,1.61614,185,28,11447
States,Missouri,2025,24,X,0.490398,107,41,21819
States,Montana,2025,24,X,0.297114,14,27,4712
States,Nebraska,2025,24,X,0.762554,94,83,12327
States,Nevada,2025,24,X,1.30672,457,59,34973
States,New Hampshire,2025,24,X,0.438077,37,22,8446
States,New Jersey,2025,24,X,2.60965,717,29,27475
States,New Mexico,2025,24,X,1.2114,184,30,15189
States,New York,2025,24,X,1.20607,1164,156,96512
States,North Carolina,2025,24,X,0.975517,869,128,89081
States,North Dakota,2025,24,X,0.282113,47,22,16660
States,Ohio,2025,24,X,1.21196,448,85,36965
States,Oklahoma,2025,24,X,0.466617,94,35,20145
States,Oregon,2025,24,X,1.34592,482,71,35812
States,Pennsylvania,2025,24,X,0.779976,464,86,59489
States,Rhode Island,2025,24,X,0.77101,80,19,10376
States,South Carolina,2025,24,X,1.42679,445,37,31189
States,South Dakota,2025,24,X,0.529101,40,32,7560
States,Tennessee,2025,24,X,1.14793,352,94,30664
States,Texas,2025,24,X,1.44483,556,44,38482
States,Utah,2025,24,X,0.988814,160,45,16181
States,Vermont,2025,24,X,1.11205,66,13,5935
States,Virginia,2025,24,X,1.48163,1683,195,113591
States,Washington,2025,24,X,1.04162,1069,152,102629
States,West Virginia,2025,24,X,0.988545,126,47,12746
States,Wisconsin,2025,24,X,0.841693,245,66,29108
States,Wyoming,2025,24,X,1.08696,17,11,1564
States,Commonwealth of the Northern Mariana Islands,2025,24,X,X,X,X,X
States,Puerto Rico,2025,24,X,3.50542,55,5,1569
States,Virgin Islands,2025,24,X,2.12314,10,2,471
States,New York City,2025,24,X,2.91583,3218,98,110363
States,Alabama,2025,25,X,0.98892,382,100,38628
States,Alaska,2025,25,X,1.10831,44,11,3970
States,Arizona,2025,25,X,1.02483,608,121,59327
States,Arkansas,2025,25,X,0.937658,74,44,7892
States,California,2025,25,X,2.28766,6120,191,267522
States,Colorado,2025,25,X,1.15306,569,97,49347
States,Connecticut,2025,25,X,1.18607,461,69,38868
States,Delaware,2025,25,X,0.535682,59,17,11014
States,District of Columbia,2025,25,X,1.66625,67,7,4021
States,Florida,2025,25,X,1.96426,4358,349,221865
States,Georgia,2025,25,X,1.28638,1026,104,79759
States,Hawaii,2025,25,X,2.425,793,34,32701
States,Idaho,2025,25,X,1.0312,155,51,15031
States,Illinois,2025,25,X,0.654464,433,181,66161
States,Indiana,2025,25,X,0.772316,518,144,67071
States,Iowa,2025,25,X,0.406642,12,12,2951
States,Kansas,2025,25,X,0.527241,57,17,10811
States,Kentucky,2025,25,X,0.262752,339,112,129019
States,Louisiana,2025,25,X,1.0911,424,87,38860
States,Maine,2025,25,X,0.697162,98,47,14057
States,Maryland,2025,25,X,1.46523,675,63,46068
States,Massachusetts,2025,25,X,0.989315,825,106,83391
States,Michigan,2025,25,X,0.551464,754,296,136727
States,Minnesota,2025,25,X,0.607911,235,79,38657
States,Mississippi,2025,25,X,1.49241,176,27,11793
States,Missouri,2025,25,X,0.538178,117,41,21740
States,Montana,2025,25,X,0.2922,13,27,4449
States,Nebraska,2025,25,X,0.710252,83,82,11686
States,Nevada,2025,25,X,1.13822,398,59,34967
States,New Hampshire,2025,25,X,0.451897,38,22,8409
States,New Jersey,2025,25,X,2.4818,641,27,25828
States,New Mexico,2025,25,X,1.19149,181,30,15191
States,New York,2025,25,X,1.15729,1123,156,97037
States,North Carolina,2025,25,X,0.905648,794,127,87672
States,North Dakota,2025,25,X,0.291455,47,20,16126
States,Ohio,2025,25,X,1.2542,452,85,36039
States,Oklahoma,2025,25,X,0.347708,82,36,23583
States,Oregon,2025,25,X,1.30124,446,73,34275
States,Pennsylvania,2025,25,X,0.633231,376,86,59378
States,Rhode Island,2025,25,X,0.610288,63,20,10323
States,South Carolina,2025,25,X,1.35432,413,37,30495
States,South Dakota,2025,25,X,0.534759,43,32,8041
States,Tennessee,2025,25,X,0.964805,284,94,29436
States,Texas,2025,25,X,1.41057,545,46,38637
States,Utah,2025,25,X,1.11931,179,45,15992
States,Vermont,2025,25,X,0.933152,55,13,5894
States,Virginia,2025,25,X,1.37854,1513,195,109754
States,Washington,2025,25,X,0.982256,966,152,98345
States,West Virginia,2025,25,X,0.846214,98,45,11581
States,Wisconsin,2025,25,X,0.700919,206,66,29390
States,Wyoming,2025,25,X,1.23254,15,11,1217
States,Commonwealth of the Northern Mariana Islands,2025,25,X,X,X,X,X
States,Puerto Rico,2025,25,X,3.44612,55,5,1596
States,Virgin Islands,2025,25,X,0.273224,2,3,732
States,New York City,2025,25,X,2.81508,2914,98,103514
States,Alabama,2025,26,X,0.897336,356,99,39673
States,Alaska,2025,26,X,1.16662,46,11,3943
States,Arizona,2025,26,X,1.08061,639,121,59133
States,Arkansas,2025,26,X,1.00147,75,43,7489
States,California,2025,26,X,2.0517,5542,190,270118
States,Colorado,2025,26,X,1.00937,488,97,48347
States,Connecticut,2025,26,X,1.05013,420,69,39995
States,Delaware,2025,26,X,0.312388,35,17,11204
States,District of Columbia,2025,26,X,1.994,93,7,4664
States,Florida,2025,26,X,1.93528,4245,348,219348
States,Georgia,2025,26,X,1.14785,915,103,79714
States,Hawaii,2025,26,X,2.58737,847,32,32736
States,Idaho,2025,26,X,0.871697,128,51,14684
States,Illinois,2025,26,X,0.567072,386,179,68069
States,Indiana,2025,26,X,0.674434,466,142,69095
States,Iowa,2025,26,X,0.20087,6,12,2987
States,Kansas,2025,26,X,0.581242,66,17,11355
States,Kentucky,2025,26,X,0.250125,316,113,126337
States,Louisiana,2025,26,X,0.976941,383,87,39204
States,Maine,2025,26,X,0.536844,73,45,13598
States,Maryland,2025,26,X,1.14671,554,64,48312
States,Massachusetts,2025,26,X,0.879053,771,108,87708
States,Michigan,2025,26,X,0.469146,659,296,140468
States,Minnesota,2025,26,X,0.507254,186,79,36668
States,Mississippi,2025,26,X,1.21562,141,26,11599
States,Missouri,2025,26,X,0.480176,105,41,21867
States,Montana,2025,26,X,0.251256,9,27,3582
States,Nebraska,2025,26,X,0.895188,96,82,10724
States,Nevada,2025,26,X,1.16335,408,59,35071
States,New Hampshire,2025,26,X,0.37803,34,23,8994
States,New Jersey,2025,26,X,2.35316,629,28,26730
States,New Mexico,2025,26,X,1.00382,142,30,14146
States,New York,2025,26,X,1.06508,1054,155,98960
States,North Carolina,2025,26,X,0.766549,686,127,89492
States,North Dakota,2025,26,X,0.277624,45,20,16209
States,Ohio,2025,26,X,1.02473,375,84,36595
States,Oklahoma,2025,26,X,0.291443,75,36,25734
States,Oregon,2025,26,X,1.21257,424,73,34967
States,Pennsylvania,2025,26,X,0.571252,351,87,61444
States,Rhode Island,2025,26,X,0.447887,48,19,10717
States,South Carolina,2025,26,X,1.19394,365,37,30571
States,South Dakota,2025,26,X,0.38852,31,32,7979
States,Tennessee,2025,26,X,0.777399,235,94,30229
States,Texas,2025,26,X,1.13979,446,46,39130
States,Utah,2025,26,X,0.742589,128,45,17237
States,Vermont,2025,26,X,0.870565,53,13,6088
States,Virginia,2025,26,X,1.15714,1295,195,111914
States,Washington,2025,26,X,0.969736,960,152,98996
States,West Virginia,2025,26,X,0.57237,66,46,11531
States,Wisconsin,2025,26,X,0.518292,154,66,29713
States,Wyoming,2025,26,X,1.41975,23,12,1620
States,Commonwealth of the Northern Mariana Islands,2025,26,X,X,X,X,X
States,Puerto Rico,2025,26,X,3.44379,53,5,1539
States,Virgin Islands,2025,26,X,0.143472,1,3,697
States,New York City,2025,26,X,2.47991,2678,98,107988
States,Alabama,2025,27,X,0.866484,335,102,38662
States,Alaska,2025,27,X,1.33366,54,11,4049
States,Arizona,2025,27,X,0.892873,515,121,57679
States,Arkansas,2025,27,X,1.16594,86,44,7376
States,California,2025,27,X,1.96327,4854,191,247241
States,Colorado,2025,27,X,0.855323,388,97,45363
States,Connecticut,2025,27,X,0.876263,339,69,38687
States,Delaware,2025,27,X,0.305285,32,17,10482
States,District of Columbia,2025,27,X,1.49183,63,7,4223
States,Florida,2025,27,X,1.83688,3901,348,212371
States,Georgia,2025,27,X,1.01105,771,101,76257
States,Hawaii,2025,27,X,2.77828,773,34,27823
States,Idaho,2025,27,X,0.810898,125,51,15415
States,Illinois,2025,27,X,0.644396,424,181,65798
States,Indiana,2025,27,X,0.592739,401,143,67652
States,Iowa,2025,27,X,0.321888,9,12,2796
States,Kansas,2025,27,X,0.441628,46,17,10416
States,Kentucky,2025,27,X,0.251798,284,110,112789
States,Louisiana,2025,27,X,0.960526,365,87,38000
States,Maine,2025,27,X,0.717254,107,46,14918
States,Maryland,2025,27,X,1.09182,503,63,46070
States,Massachusetts,2025,27,X,0.805729,665,106,82534
States,Michigan,2025,27,X,0.488322,659,296,134952
States,Minnesota,2025,27,X,0.527524,177,79,33553
States,Mississippi,2025,27,X,1.26459,143,28,11308
States,Missouri,2025,27,X,0.462037,97,41,20994
States,Montana,2025,27,X,0.379187,18,27,4747
States,Nebraska,2025,27,X,0.623192,84,82,13479
States,Nevada,2025,27,X,0.998492,331,59,33150
States,New Hampshire,2025,27,X,0.477927,38,22,7951
States,New Jersey,2025,27,X,2.37941,625,28,26267
States,New Mexico,2025,27,X,0.955096,134,30,14030
States,New York,2025,27,X,0.941791,913,154,96943
States,North Carolina,2025,27,X,0.628859,548,127,87142
States,North Dakota,2025,27,X,0.191652,27,20,14088
States,Ohio,2025,27,X,0.951873,339,83,35614
States,Oklahoma,2025,27,X,0.283674,56,34,19741
States,Oregon,2025,27,X,0.94459,321,72,33983
States,Pennsylvania,2025,27,X,0.473323,279,86,58945
States,Rhode Island,2025,27,X,0.647188,68,19,10507
States,South Carolina,2025,27,X,1.15962,353,37,30441
States,South Dakota,2025,27,X,0.282008,20,32,7092
States,Tennessee,2025,27,X,0.690617,203,94,29394
States,Texas,2025,27,X,1.08774,393,46,36130
States,Utah,2025,27,X,0.97112,153,45,15755
States,Vermont,2025,27,X,0.806885,45,12,5577
States,Virginia,2025,27,X,1.02119,1101,195,107815
States,Washington,2025,27,X,0.719467,611,152,84924
States,West Virginia,2025,27,X,0.411771,41,46,9957
States,Wisconsin,2025,27,X,0.554761,163,66,29382
States,Wyoming,2025,27,X,1.30101,22,12,1691
States,Commonwealth of the Northern Mariana Islands,2025,27,X,X,X,X,X
States,Puerto Rico,2025,27,X,2.79543,44,5,1574
States,Virgin Islands,2025,27,X,0.302115,2,3,662
States,New York City,2025,27,X,2.38647,2472,97,103584
States,Alabama,2025,28,X,0.884451,372,100,42060
States,Alaska,2025,28,X,1.27404,53,11,4160
States,Arizona,2025,28,X,0.863615,525,121,60791
States,Arkansas,2025,28,X,0.650903,49,43,7528
States,California,2025,28,X,1.83538,5040,189,274602
States,Colorado,2025,28,X,0.890244,441,97,49537
States,Connecticut,2025,28,X,0.886891,361,69,40704
States,Delaware,2025,28,X,0.38097,41,17,10762
States,District of Columbia,2025,28,X,1.91471,88,7,4596
States,Florida,2025,28,X,1.88431,4274,348,226821
States,Georgia,2025,28,X,1.10073,887,101,80583
States,Hawaii,2025,28,X,2.48206,830,34,33440
States,Idaho,2025,28,X,0.766085,118,51,15403
States,Illinois,2025,28,X,0.5323,375,180,70449
States,Indiana,2025,28,X,0.656245,471,142,71772
States,Iowa,2025,28,X,0.44991,15,12,3334
States,Kansas,2025,28,X,0.492438,56,16,11372
States,Kentucky,2025,28,X,0.212098,279,105,131543
States,Louisiana,2025,28,X,0.901061,354,87,39287
States,Maine,2025,28,X,0.424764,73,46,17186
States,Maryland,2025,28,X,1.07408,517,62,48134
States,Massachusetts,2025,28,X,0.764486,678,106,88687
States,Michigan,2025,28,X,0.471268,687,296,145777
States,Minnesota,2025,28,X,0.475615,177,79,37215
States,Mississippi,2025,28,X,1.14827,137,28,11931
States,Missouri,2025,28,X,0.398881,87,41,21811
States,Montana,2025,28,X,0.455675,22,27,4828
States,Nebraska,2025,28,X,0.608972,90,81,14779
States,Nevada,2025,28,X,0.96672,348,59,35998
States,New Hampshire,2025,28,X,0.376117,32,22,8508
States,New Jersey,2025,28,X,2.14148,577,28,26944
States,New Mexico,2025,28,X,0.714404,86,30,12038
States,New York,2025,28,X,0.971987,983,154,101133
States,North Carolina,2025,28,X,0.648266,586,128,90395
States,North Dakota,2025,28,X,0.244338,41,20,16780
States,Ohio,2025,28,X,0.952012,369,86,38760
States,Oklahoma,2025,28,X,0.410717,86,36,20939
States,Oregon,2025,28,X,0.831009,295,73,35499
States,Pennsylvania,2025,28,X,0.526436,324,83,61546
States,Rhode Island,2025,28,X,0.536803,59,19,10991
