# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 FPKM in experiment E-MTAB-5214
# Selected columns: 13/53 
# Timestamp: Fri, 16-Nov-2018 14:20:14
Gene ID	Gene Name	Brodmann (1909) area 24	Brodmann (1909) area 9	amygdala	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	hippocampus proper	hypothalamus	nucleus accumbens	pituitary gland	putamen	substantia nigra
ENSG00000196922	ZNF252P	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
ENSG00000196923	PDLIM7	5.0	5.0	4.0	8.0	0.8	1.0	7.0	4.0	7.0	8.0	29.0	7.0	4.0
ENSG00000196924	FLNA	11.0	9.0	11.0	14.0	13.0	18.0	15.0	12.0	13.0	14.0	30.0	12.0	12.0
ENSG00000196935	SRGAP1	0.5			1.0	0.5	0.6			0.8	0.7		0.9	0.6
ENSG00000196937	FAM3C	22.0	32.0	15.0	11.0	21.0	15.0	22.0	14.0	14.0	13.0	18.0	10.0	12.0
ENSG00000196943	NOP9	4.0	4.0	3.0	4.0	6.0	6.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
ENSG00000196950	SLC39A10	9.0	14.0	6.0	6.0	5.0	4.0	9.0	6.0	7.0	6.0	2.0	5.0	5.0
ENSG00000196951	SCOC-AS1	0.6	0.6	0.7	0.7	0.5	0.6	0.6	0.6	0.9	0.9	0.9	0.8	0.9
ENSG00000196954	CASP4	0.5		0.7	0.7		0.5	0.6	0.8	0.8	0.5	4.0	0.6	1.0
ENSG00000196961	AP2A1	13.0	16.0	9.0	9.0	20.0	24.0	21.0	10.0	12.0	10.0	14.0	9.0	9.0
ENSG00000196967	ZNF585A	0.9	1.0	0.8	1.0	2.0	2.0	1.0	0.9	1.0	1.0	2.0	0.9	0.8
ENSG00000196968	FUT11	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
ENSG00000196972	SMIM10L2B	21.0	21.0	11.0	6.0	8.0	8.0	21.0	14.0	23.0	8.0	3.0	5.0	12.0
ENSG00000196975	ANXA4	2.0	2.0	2.0	2.0	0.6	0.6	1.0	2.0	2.0	2.0	2.0	2.0	3.0
ENSG00000196976	LAGE3	24.0	23.0	17.0	18.0	14.0	14.0	24.0	18.0	16.0	21.0	24.0	18.0	14.0
ENSG00000196981	WDR5B	0.7	0.7	0.9	1.0	1.0	1.0	0.8	0.9	1.0	0.8	3.0	0.8	1.0
ENSG00000196990	FAM163B	33.0	36.0	7.0	3.0	5.0	6.0	47.0	4.0	5.0	3.0		3.0	3.0
ENSG00000196998	WDR45	7.0	7.0	5.0	6.0	8.0	9.0	8.0	5.0	6.0	6.0	14.0	6.0	6.0
ENSG00000197006	METTL9	11.0	11.0	9.0	14.0	6.0	6.0	10.0	8.0	8.0	14.0	11.0	13.0	9.0
ENSG00000197008	ZNF138	2.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0
ENSG00000197013	ZNF429	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0
ENSG00000197016	ZNF470	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
ENSG00000197019	SERTAD1	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	5.0	3.0	3.0
ENSG00000197020	ZNF100	0.6	0.7	0.6	0.7	2.0	2.0	0.7	0.6	0.7	0.6	1.0	0.5	0.7
ENSG00000197021	CXorf40B	3.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	8.0	3.0	3.0
ENSG00000197024	ZNF398	1.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0	1.0	1.0	4.0	1.0	1.0
ENSG00000197037	ZSCAN25	0.9	1.0	0.8	0.9	2.0	2.0	1.0	0.8	1.0	0.9	2.0	0.8	0.8
ENSG00000197043	ANXA6	20.0	43.0	11.0	21.0	21.0	20.0	41.0	15.0	27.0	20.0	59.0	23.0	19.0
ENSG00000197044	ZNF441	2.0	2.0	1.0	2.0	6.0	5.0	2.0	1.0	2.0	3.0	5.0	2.0	1.0
ENSG00000197045	GMFB	15.0	15.0	16.0	10.0	14.0	11.0	11.0	16.0	16.0	11.0	6.0	12.0	17.0
ENSG00000197050	ZNF420	2.0	2.0	1.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ENSG00000197054	ZNF763	0.5	0.5	0.5	0.5	0.9	0.9	0.5	0.5	0.5	0.5	0.9	0.5	0.6
ENSG00000197056	ZMYM1	0.6	0.6	0.7	0.8	1.0	1.0	0.7	0.7	0.9	0.8	2.0	0.7	0.8
ENSG00000197062	ZSCAN26	5.0	6.0	5.0	5.0	13.0	13.0	7.0	5.0	6.0	6.0	9.0	5.0	5.0
ENSG00000197063	MAFG	13.0	12.0	9.0	8.0	8.0	9.0	13.0	9.0	11.0	8.0	9.0	7.0	9.0
ENSG00000197070	ARRDC1	7.0	7.0	5.0	7.0	11.0	12.0	9.0	6.0	7.0	7.0	24.0	6.0	5.0
ENSG00000197077	KIAA1671	3.0	3.0	2.0	3.0	0.5	1.0	4.0	2.0	2.0	4.0	4.0	3.0	1.0
ENSG00000197081	IGF2R	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
ENSG00000197083	ZNF300P1	0.5		0.8	0.7	4.0	4.0	0.5	0.7	0.6	0.7	1.0	0.7	0.7
ENSG00000197093	GAL3ST4	2.0	1.0	3.0	2.0	0.9	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ENSG00000197102	DYNC1H1	27.0	33.0	21.0	23.0	46.0	44.0	36.0	24.0	29.0	23.0	24.0	22.0	26.0
ENSG00000197106	SLC6A17	22.0	32.0	6.0	7.0	22.0	27.0	35.0	8.0	15.0	10.0	20.0	6.0	3.0
ENSG00000197111	PCBP2	14.0	14.0	12.0	13.0	26.0	25.0	14.0	12.0	14.0	13.0	23.0	12.0	14.0
ENSG00000197114	ZGPAT	1.0	1.0	1.0	1.0	5.0	6.0	2.0	1.0	1.0	1.0	4.0	1.0	1.0
ENSG00000197119	SLC25A29	9.0	8.0	8.0	11.0	9.0	11.0	12.0	9.0	10.0	13.0	23.0	9.0	14.0
ENSG00000197121	PGAP1	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	4.0	3.0	6.0	1.0	2.0
ENSG00000197122	SRC	5.0	6.0	4.0	4.0	4.0	4.0	6.0	4.0	5.0	5.0	11.0	4.0	2.0
ENSG00000197124	ZNF682	1.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
ENSG00000197128	ZNF772	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	0.9
ENSG00000197136	PCNX3	4.0	4.0	4.0	4.0	9.0	11.0	6.0	4.0	4.0	4.0	11.0	3.0	3.0
ENSG00000197140	ADAM32						0.5							
ENSG00000197142	ACSL5	2.0	2.0	2.0	3.0	1.0	2.0	3.0	3.0	3.0	2.0	1.0	2.0	4.0
ENSG00000197147	LRRC8B	7.0	10.0	4.0	4.0	0.8	0.9	7.0	6.0	2.0	4.0	3.0	3.0	3.0
ENSG00000197149	AC107956.1											0.5		
ENSG00000197150	ABCB8	4.0	4.0	3.0	4.0	8.0	10.0	6.0	4.0	4.0	4.0	10.0	4.0	3.0
ENSG00000197157	SND1	8.0	9.0	6.0	7.0	13.0	14.0	10.0	7.0	10.0	9.0	29.0	6.0	9.0
ENSG00000197162	ZNF785	2.0	2.0	2.0	3.0	6.0	5.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0
ENSG00000197165	SULT1A2	0.6	0.6	0.5	0.7	2.0	2.0	0.8	0.6	0.5	0.7	1.0	0.7	
ENSG00000197168	NEK5			0.5	0.6				0.7	0.9		0.6		
ENSG00000197170	PSMD12	8.0	9.0	5.0	5.0	8.0	6.0	6.0	6.0	8.0	5.0	7.0	5.0	7.0
ENSG00000197177	ADGRA1	7.0	9.0	4.0	2.0	2.0	2.0	10.0	5.0	7.0	2.0	1.0	1.0	3.0
ENSG00000197180	AC244090.1	6.0	6.0	6.0	6.0	3.0	3.0	5.0	6.0	6.0	6.0	7.0	6.0	8.0
ENSG00000197181	PIWIL2					0.6	0.6			0.5		0.9		
ENSG00000197182	MIRLET7BHG	0.5			0.5	2.0	2.0	0.5	0.5			0.6	0.5	
ENSG00000197183	NOL4L	3.0	3.0	3.0	2.0	8.0	9.0	4.0	3.0	3.0	2.0	7.0	2.0	3.0
ENSG00000197191	CYSRT1	2.0	1.0	1.0	1.0	0.9	1.0	2.0	2.0	2.0	1.0	9.0	1.0	1.0
ENSG00000197208	SLC22A4	1.0	0.9	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	0.8	1.0
ENSG00000197217	ENTPD4	6.0	9.0	4.0	4.0	10.0	10.0	8.0	5.0	6.0	4.0	13.0	4.0	5.0
ENSG00000197223	C1D	4.0	5.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	3.0
ENSG00000197226	TBC1D9B	14.0	15.0	13.0	13.0	21.0	25.0	17.0	14.0	14.0	13.0	13.0	13.0	15.0
ENSG00000197245	FAM110D	1.0	0.8	1.0	1.0	0.5	0.5	1.0	1.0	1.0	0.8	1.0	1.0	1.0
ENSG00000197249	SERPINA1	0.6	0.6	1.0	1.0			0.6	0.9	2.0	0.7	2.0	0.7	2.0
ENSG00000197253	TPSB2											0.8		
ENSG00000197256	KANK2	4.0	3.0	4.0	5.0	1.0	2.0	3.0	3.0	4.0	3.0	7.0	5.0	6.0
ENSG00000197261	C6orf141	0.5			9.0	2.0	2.0				11.0	3.0	8.0	
ENSG00000197265	GTF2E2	4.0	5.0	4.0	5.0	7.0	7.0	5.0	4.0	5.0	5.0	11.0	4.0	4.0
ENSG00000197275	RAD54B											0.7		
ENSG00000197279	ZNF165				0.5	0.5	0.5	0.5		0.6	0.5	3.0		
ENSG00000197283	SYNGAP1	8.0	8.0	5.0	7.0	7.0	9.0	10.0	8.0	4.0	9.0	20.0	5.0	2.0
ENSG00000197291	RAMP2-AS1	0.5	0.5	0.6	0.6		0.5	0.6	0.6	0.7	0.6	0.7	0.5	0.8
ENSG00000197296	FITM2	3.0	4.0	2.0	3.0	6.0	5.0	4.0	2.0	3.0	3.0	4.0	2.0	3.0
ENSG00000197299	BLM	0.9	0.7	1.0	0.6	1.0	2.0	0.7	0.9	1.0	0.6	0.9	0.7	1.0
ENSG00000197302	ZNF720	1.0	1.0	0.8	1.0	3.0	3.0	1.0	0.9	1.0	1.0	2.0	0.9	1.0
ENSG00000197308	GATA3-AS1											1.0		
ENSG00000197312	DDI2	2.0	2.0	1.0	1.0	3.0	3.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0
ENSG00000197321	SVIL	0.9	0.8	0.9	1.0	0.8	1.0	1.0	0.9	1.0	0.9	5.0	0.8	1.0
ENSG00000197322	C17orf102	0.5	1.0			0.8	0.8	1.0		0.5				
ENSG00000197323	TRIM33	4.0	4.0	3.0	4.0	9.0	8.0	4.0	4.0	4.0	4.0	5.0	4.0	3.0
ENSG00000197324	LRP10	8.0	5.0	7.0	10.0	2.0	4.0	8.0	7.0	7.0	9.0	14.0	9.0	9.0
ENSG00000197329	PELI1	5.0	4.0	5.0	8.0	9.0	7.0	3.0	8.0	6.0	9.0	11.0	7.0	7.0
ENSG00000197332	AC008543.1					0.6	0.5							
ENSG00000197334	RF00017					0.6	0.7					0.7		
ENSG00000197343	ZNF655	5.0	6.0	4.0	5.0	17.0	18.0	6.0	5.0	5.0	5.0	15.0	5.0	5.0
ENSG00000197345	MRPL21	8.0	8.0	6.0	6.0	10.0	9.0	8.0	6.0	8.0	7.0	8.0	6.0	7.0
ENSG00000197355	UAP1L1	4.0	3.0	4.0	5.0	1.0	2.0	5.0	4.0	4.0	5.0	12.0	4.0	4.0
ENSG00000197360	ZNF98				0.6									
ENSG00000197361	FBXL22					1.0	0.9				0.5			
ENSG00000197362	ZNF786	2.0	2.0	1.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0
ENSG00000197363	ZNF517	3.0	3.0	2.0	3.0	5.0	5.0	4.0	3.0	3.0	3.0	4.0	2.0	2.0
ENSG00000197372	ZNF675	0.9	1.0	0.7	0.8	2.0	1.0	1.0	0.9	1.0	0.9	0.8	0.6	0.7
ENSG00000197375	SLC22A5	1.0	1.0	1.0	1.0	5.0	5.0	1.0	0.9	1.0	1.0	4.0	1.0	0.9
ENSG00000197380	DACT3	19.0	15.0	12.0	7.0	3.0	4.0	17.0	14.0	11.0	9.0	1.0	8.0	12.0
ENSG00000197381	ADARB1	5.0	5.0	2.0	4.0	19.0	18.0	5.0	3.0	4.0	4.0	2.0	3.0	3.0
ENSG00000197385	ZNF860											1.0		
ENSG00000197386	HTT	7.0	7.0	5.0	5.0	9.0	10.0	9.0	5.0	4.0	5.0	6.0	4.0	3.0
ENSG00000197405	C5AR1	0.6	0.6	0.9	1.0			0.7	1.0	2.0	0.6	36.0		1.0
ENSG00000197406	DIO3	0.9			0.9			0.5			2.0		0.7	
ENSG00000197409	HIST1H3D					1.0	0.8					1.0		
ENSG00000197410	DCHS2	0.6	0.5		0.6			0.5			0.8			
ENSG00000197415	VEPH1											7.0		
ENSG00000197417	SHPK	0.5	0.5	0.6	0.6		0.5	0.6	0.5	0.6	0.5	0.9	0.5	0.6
ENSG00000197429	IPP	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0
ENSG00000197430	OPALIN	10.0	14.0	42.0	34.0	3.0	4.0	16.0	49.0	24.0	18.0		56.0	26.0
ENSG00000197442	MAP3K5	9.0	9.0	9.0	14.0	14.0	13.0	10.0	7.0	8.0	15.0	12.0	11.0	8.0
ENSG00000197444	OGDHL	13.0	16.0	6.0	14.0	24.0	26.0	18.0	8.0	14.0	15.0	21.0	14.0	10.0
ENSG00000197448	GSTK1	9.0	10.0	8.0	10.0	5.0	6.0	11.0	8.0	10.0	9.0	20.0	9.0	10.0
ENSG00000197451	HNRNPAB	12.0	13.0	12.0	11.0	20.0	19.0	13.0	12.0	17.0	11.0	28.0	11.0	13.0
ENSG00000197457	STMN3	188.0	199.0	118.0	116.0	171.0	170.0	212.0	142.0	153.0	149.0	83.0	110.0	82.0
ENSG00000197461	PDGFA	6.0	6.0	6.0	4.0	5.0	5.0	6.0	7.0	8.0	4.0	4.0	4.0	9.0
ENSG00000197467	COL13A1					22.0	22.0					1.0		
ENSG00000197479	PCDHB11											0.5		
ENSG00000197483	ZNF628	1.0	1.0	0.7	0.9	1.0	2.0	1.0	0.8	0.9	0.9	3.0	0.9	0.6
ENSG00000197496	SLC2A10	1.0	0.8	1.0	1.0		0.5	0.8	0.8	0.7	1.0	3.0	1.0	0.7
ENSG00000197497	ZNF665					0.6	0.7					0.6		
ENSG00000197498	RPF2	3.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0
ENSG00000197506	SLC28A3											0.6		
ENSG00000197530	MIB2	8.0	9.0	6.0	7.0	15.0	17.0	11.0	7.0	8.0	8.0	23.0	6.0	5.0
ENSG00000197535	MYO5A	17.0	22.0	9.0	9.0	22.0	21.0	17.0	9.0	11.0	11.0	7.0	8.0	9.0
ENSG00000197536	C5orf56	0.6	0.6	0.8	0.7	1.0	1.0	0.7	0.8	0.9	0.7	2.0	0.7	0.8
ENSG00000197540	GZMM					3.0	4.0	0.5		0.5		0.7		
ENSG00000197548	ATG7	2.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0
ENSG00000197555	SIPA1L1	10.0	11.0	7.0	12.0	12.0	13.0	12.0	7.0	5.0	16.0	8.0	10.0	4.0
ENSG00000197557	TTC30A	0.7	0.8	0.7	1.0		0.5	0.8	0.7	0.9	0.9	2.0	0.8	0.7
ENSG00000197558	SSPO	0.7	0.6	0.6	0.9	3.0	4.0	0.9	0.6		0.5	1.0	0.8	0.6
ENSG00000197562	RAB40C	11.0	16.0	6.0	11.0	19.0	20.0	21.0	8.0	6.0	11.0	17.0	11.0	5.0
ENSG00000197563	PIGN	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0
ENSG00000197565	COL4A6											4.0		
ENSG00000197566	ZNF624	0.5	0.5	0.5	0.6	0.6	0.6	0.5	0.6	0.6	0.6		0.5	0.5
ENSG00000197568	HHLA3	9.0	8.0	8.0	9.0	4.0	4.0	8.0	7.0	9.0	10.0	9.0	9.0	10.0
ENSG00000197579	TOPORS	3.0	3.0	3.0	4.0	7.0	6.0	3.0	3.0	4.0	4.0	6.0	3.0	3.0
ENSG00000197580	BCO2	0.8	0.9	0.7	1.0	1.0	1.0	1.0	0.9	2.0	1.0	2.0	1.0	1.0
ENSG00000197582	GPX1P1	2.0	2.0	0.9	0.9	0.8	0.8	2.0	2.0	2.0	1.0	3.0	0.9	2.0
ENSG00000197584	KCNMB2	1.0	0.9	0.8				0.6	1.0	0.6				
ENSG00000197586	ENTPD6	20.0	25.0	12.0	23.0	34.0	38.0	29.0	15.0	19.0	32.0	33.0	19.0	11.0
ENSG00000197594	ENPP1											8.0		
ENSG00000197599	CCDC154	0.9	0.8	0.9	1.0	3.0	4.0	2.0	0.9	1.0	1.0	5.0	1.0	0.9
ENSG00000197601	FAR1	6.0	7.0	6.0	7.0	14.0	15.0	7.0	9.0	8.0	7.0	10.0	6.0	10.0
ENSG00000197603	C5orf42	2.0	2.0	1.0	2.0	3.0	4.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0
ENSG00000197608	ZNF841	2.0	2.0	2.0	2.0	8.0	10.0	3.0	2.0	2.0	2.0	9.0	2.0	2.0
ENSG00000197614	MFAP5											0.8		
ENSG00000197616	MYH6											2.0		
ENSG00000197619	ZNF615	2.0	2.0	2.0	3.0	4.0	4.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
ENSG00000197620	CXorf40A	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	4.0	1.0	2.0
ENSG00000197622	CDC42SE1	11.0	11.0	11.0	11.0	19.0	22.0	15.0	12.0	14.0	9.0	29.0	10.0	15.0
ENSG00000197629	MPEG1			0.5	0.6				0.5	0.7		1.0	0.5	0.9
ENSG00000197647	ZNF433	0.8	0.9	0.8	0.9	2.0	2.0	0.9	0.8	0.9	0.9	2.0	0.8	0.7
ENSG00000197653	DNAH10					0.5	0.6							
ENSG00000197694	SPTAN1	50.0	57.0	31.0	35.0	89.0	85.0	60.0	31.0	40.0	39.0	24.0	31.0	28.0
ENSG00000197696	NMB	3.0	2.0	3.0	3.0	2.0	3.0	3.0	6.0	11.0	2.0	6.0	3.0	6.0
ENSG00000197702	PARVA	4.0	4.0	4.0	4.0	2.0	2.0	4.0	3.0	3.0	3.0	5.0	3.0	3.0
ENSG00000197712	FAM114A1	1.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	2.0	12.0	2.0	3.0
ENSG00000197713	RPE	5.0	6.0	4.0	5.0	4.0	4.0	5.0	5.0	6.0	6.0	8.0	4.0	5.0
ENSG00000197714	ZNF460						0.6					0.9		
ENSG00000197724	PHF2	8.0	7.0	8.0	8.0	23.0	24.0	8.0	8.0	9.0	8.0	18.0	8.0	8.0
ENSG00000197728	RPS26	34.0	29.0	37.0	34.0	28.0	29.0	32.0	33.0	37.0	38.0	66.0	33.0	43.0
ENSG00000197746	PSAP	233.0	303.0	192.0	288.0	296.0	277.0	282.0	210.0	243.0	287.0	291.0	260.0	248.0
ENSG00000197747	S100A10	8.0	5.0	12.0	17.0	3.0	3.0	6.0	15.0	21.0	12.0	16.0	12.0	16.0
ENSG00000197748	CFAP43				1.0			0.5	0.7	1.0	1.0	4.0		
ENSG00000197753	LHFPL5	0.5	0.6					0.6						
ENSG00000197756	RPL37A	49.0	44.0	66.0	45.0	45.0	42.0	44.0	50.0	54.0	58.0	75.0	44.0	65.0
ENSG00000197763	TXNRD3	0.7	0.6	0.7	0.7	0.7	0.8	0.7	0.6	1.0	0.7	2.0	0.6	0.7
ENSG00000197766	CFD	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0
ENSG00000197768	STPG3											2.0		
ENSG00000197769	MAP1LC3C	0.5	0.5			0.7	0.7	0.6				0.7		
ENSG00000197771	MCMBP	3.0	3.0	3.0	4.0	6.0	6.0	3.0	3.0	4.0	4.0	5.0	3.0	4.0
ENSG00000197774	EME2	4.0	3.0	2.0	3.0	16.0	20.0	6.0	3.0	4.0	4.0	19.0	3.0	2.0
ENSG00000197776	KLHDC1	3.0	3.0	2.0	3.0	5.0	4.0	3.0	2.0	3.0	3.0	5.0	2.0	3.0
ENSG00000197779	ZNF81				0.5	0.8	1.0	0.5				1.0		0.5
ENSG00000197780	TAF13	19.0	24.0	16.0	15.0	11.0	9.0	17.0	19.0	23.0	13.0	14.0	15.0	24.0
ENSG00000197782	ZNF780A	1.0	1.0	0.8	0.9	2.0	2.0	1.0	0.9	1.0	0.9	2.0	0.8	0.9
ENSG00000197785	ATAD3A	5.0	5.0	3.0	4.0	5.0	6.0	5.0	4.0	4.0	4.0	10.0	3.0	3.0
ENSG00000197798	FAM118B	4.0	4.0	3.0	6.0	3.0	3.0	5.0	3.0	3.0	7.0	4.0	5.0	3.0
ENSG00000197808	ZNF461	2.0	2.0	1.0	2.0	4.0	4.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0
ENSG00000197813	AC011450.1				0.5							0.9		
ENSG00000197815	AC122129.1	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0
ENSG00000197816	CCDC180					1.0	2.0	0.6				0.7		
ENSG00000197818	SLC9A8	3.0	3.0	3.0	4.0	5.0	6.0	4.0	3.0	3.0	4.0	6.0	3.0	3.0
ENSG00000197822	OCLN	1.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0	2.0	2.0
ENSG00000197837	HIST4H4					1.0	1.0					0.9		
ENSG00000197841	ZNF181	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
ENSG00000197847	SLC22A20P					1.0	1.0							
ENSG00000197852	FAM212B	3.0	4.0	2.0	1.0	2.0	2.0	5.0	3.0	1.0	2.0		1.0	1.0
ENSG00000197857	ZNF44	1.0	1.0	1.0	2.0	4.0	3.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0
ENSG00000197858	GPAA1	19.0	18.0	15.0	17.0	24.0	28.0	22.0	16.0	15.0	17.0	26.0	16.0	15.0
ENSG00000197859	ADAMTSL2	4.0	4.0	2.0	3.0	4.0	5.0	5.0	2.0	3.0	3.0	10.0	3.0	4.0
ENSG00000197860	SGTB	11.0	15.0	5.0	5.0	8.0	6.0	9.0	5.0	6.0	5.0	3.0	5.0	5.0
ENSG00000197863	ZNF790	1.0	1.0	0.9	1.0	2.0	2.0	1.0	0.9	1.0	1.0	2.0	0.9	1.0
ENSG00000197872	FAM49A	17.0	23.0	11.0	13.0	4.0	5.0	18.0	10.0	10.0	15.0	5.0	11.0	6.0
ENSG00000197879	MYO1C	2.0	2.0	3.0	3.0	6.0	6.0	3.0	2.0	3.0	2.0	12.0	3.0	3.0
ENSG00000197885	NKIRAS1	9.0	13.0	6.0	7.0	10.0	7.0	9.0	6.0	10.0	8.0	6.0	6.0	6.0
ENSG00000197889	MEIG1				0.5					0.5	0.5	0.5		
ENSG00000197892	KIF13B	2.0	2.0	4.0	4.0	1.0	1.0	3.0	6.0	4.0	3.0	5.0	4.0	7.0
ENSG00000197894	ADH5	14.0	13.0	12.0	13.0	8.0	6.0	10.0	10.0	15.0	12.0	14.0	11.0	12.0
ENSG00000197901	SLC22A6	0.5		0.5	1.0			0.5		2.0	1.0		0.9	2.0
ENSG00000197903	HIST1H2BK	2.0	2.0	2.0	3.0		0.5	2.0	3.0	2.0	3.0	5.0	2.0	2.0
ENSG00000197905	TEAD4	0.5	0.7	0.5	0.6	1.0	1.0	0.8	0.6	0.7		1.0	0.6	0.9
ENSG00000197912	SPG7	7.0	8.0	6.0	6.0	13.0	14.0	9.0	6.0	7.0	6.0	13.0	6.0	5.0
ENSG00000197921	HES5	3.0	2.0	4.0	3.0	1.0	2.0	2.0	1.0	4.0	5.0	1.0	2.0	1.0
ENSG00000197927	C2orf27A	0.9	0.9	1.0	0.8	0.6	0.5	0.9	1.0	1.0	0.9	0.7	0.7	0.9
ENSG00000197928	ZNF677	0.7	0.7	0.9	0.9	2.0	1.0	0.7	0.9	0.9	0.9	1.0	0.8	0.9
ENSG00000197930	ERO1A	4.0	5.0	3.0	4.0	6.0	5.0	4.0	3.0	5.0	4.0	6.0	3.0	3.0
ENSG00000197933	ZNF823	0.6	0.6	0.7	0.9	3.0	2.0	0.7	0.7	0.9	1.0	0.8	0.8	0.8
ENSG00000197937	ZNF347	0.9	0.9	0.9	0.9	3.0	3.0	1.0	1.0	1.0	1.0	2.0	0.9	1.0
ENSG00000197943	PLCG2			0.5	0.7				0.6	0.6			0.6	0.8
ENSG00000197948	FCHSD1	2.0	2.0	2.0	2.0	3.0	4.0	3.0	2.0	4.0	2.0	10.0	2.0	3.0
ENSG00000197951	ZNF71	1.0	1.0	0.9	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	0.9	1.0
ENSG00000197956	S100A6	74.0	61.0	61.0	60.0	89.0	77.0	56.0	58.0	126.0	65.0	100.0	53.0	119.0
ENSG00000197958	RPL12	61.0	50.0	83.0	54.0	73.0	62.0	49.0	65.0	65.0	63.0	144.0	53.0	77.0
ENSG00000197959	DNM3	7.0	11.0	5.0	6.0	21.0	16.0	7.0	7.0	9.0	6.0	2.0	6.0	8.0
ENSG00000197961	ZNF121	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
ENSG00000197965	MPZL1	5.0	4.0	5.0	5.0	5.0	5.0	4.0	5.0	6.0	4.0	11.0	4.0	6.0
ENSG00000197969	VPS13A	1.0	2.0	0.9	1.0	4.0	4.0	2.0	1.0	1.0	1.0	4.0	1.0	0.8
ENSG00000197971	MBP	164.0	172.0	610.0	239.0	71.0	69.0	159.0	782.0	516.0	180.0	3.0	567.0	1711.0
ENSG00000197976	AKAP17A	7.0	7.0	7.0	7.0	14.0	15.0	10.0	8.0	7.0	7.0	28.0	7.0	8.0
ENSG00000197977	ELOVL2	6.0	5.0	5.0	7.0	2.0	4.0	5.0	3.0	3.0	8.0	0.7	6.0	4.0
ENSG00000197978	GOLGA6L9	0.8	0.8	0.6	0.8	2.0	2.0	1.0	0.6	0.8	0.9	3.0	0.6	0.5
ENSG00000197980	LEKR1											0.5		
ENSG00000197982	C1orf122	24.0	20.0	26.0	19.0	10.0	12.0	23.0	25.0	26.0	20.0	30.0	21.0	32.0
ENSG00000197989	SNHG12	2.0	2.0	3.0	2.0	6.0	6.0	3.0	3.0	3.0	2.0	7.0	2.0	3.0
ENSG00000197992	CLEC9A				0.5				0.5	0.6				1.0
ENSG00000197993	KEL			0.7	0.5			0.5	0.9	0.5			0.9	1.0
ENSG00000198000	NOL8	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0
ENSG00000198001	IRAK4	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	4.0	2.0	2.0
