Gene	logFC	SE	CI_lower	CI_upper	df	P.Value	qval	rank
ELK1	0.0746339722403295	0.0479740073905081	-0.0193933544391247	0.168661298919784	3	0.119775435097442	0.212908062390943	11359
RGMB-AS1	-0.0617039739694463	0.039663417481109	-0.139442843736196	0.0160348957973037	3	0.119781873452907	0.212908062390943	11360
POLA1	-0.201951751405918	0.129827465272828	-0.456408907544785	0.05250540473295	3	0.119817632962111	0.212952877807495	11361
KIF25	-0.110812831984726	0.0712647942630017	-0.250489262105866	0.0288635981364136	3	0.119959180601273	0.213172920571068	11362
TUSC7	0.110225741844974	0.0708878766943758	-0.0287119434165191	0.249163427106466	3	0.119962554301161	0.213172920571068	11363
DSCC1	0.149034619909373	0.0958528930759583	-0.0388335983334736	0.33690283815222	3	0.119987391912625	0.213198294394555	11364
LRGUK	0.0597254038803609	0.0384149684466892	-0.0155665507423924	0.135017358503114	3	0.120007285535822	0.213214879853877	11365
NEUROD6	-0.0510718876806619	0.0328531012832043	-0.115462782976189	0.0133190076148651	3	0.120052560994694	0.213276553898018	11366
CATSPERD	-0.0401018797157131	0.0257991708904627	-0.0906673254920142	0.010463566060588	3	0.120092281291597	0.21332834906659	11367
CALML3	-0.0998145287544626	0.064227696264445	-0.225698500242753	0.0260694427338273	3	0.120167004226374	0.213442307295826	11368
UBR2	0.208622497414273	0.134252895974037	-0.0545083435150427	0.471753338343588	3	0.120195971082925	0.213474980042785	11369
USP35	0.121582776112187	0.0782593948043444	-0.0318028191562288	0.274968371380603	3	0.120282969168741	0.213610704789377	11370
MLH1	-0.164714312638173	0.106038610675945	-0.372546170533689	0.0431175452573436	3	0.120341259808663	0.213695428551272	11371
CLEC12A	0.131149610546119	0.0844434870454666	-0.0343565827919696	0.296655803884208	3	0.120398027472459	0.213777097507798	11372
KCNK3	0.0453038077113369	0.0291706449606095	-0.0118696058172626	0.102477221239936	3	0.120408425611935	0.213777097507798	11373
TSACC	-0.0614488274876637	0.0395702399671022	-0.139005072682791	0.0161074177074639	3	0.120445808008028	0.213824666370502	11374
PSPN	-0.105977317167667	0.0682765878237372	-0.239796970289478	0.0278423359541438	3	0.120619990248433	0.214115063129349	11375
KLF3	-0.295731082198496	0.190581750603701	-0.669264449492344	0.077802285095352	3	0.120727265408568	0.214286651119006	11376
LINC00907	0.0851261982348952	0.0548716075648024	-0.0224201763659331	0.192672572835724	3	0.120812898874125	0.214419799074126	11377
HDAC7	0.0455003932763856	0.0293308604723502	-0.0119870368849903	0.102987823437762	3	0.120834466589775	0.214439229159847	11378
IFITM10	0.119391727146635	0.0769714146737142	-0.0314694734529423	0.270252927746213	3	0.120873469437889	0.214478371844036	11379
ERAL1	-0.0742520464589135	0.047870579338112	-0.16807665788068	0.0195725649628533	3	0.120877767015904	0.214478371844036	11380
NSMCE2	0.118826899793663	0.0766134847155741	-0.0313327709789718	0.268986570566298	3	0.120903607686408	0.214494445391599	11381
TMEM214	-0.0772554659406929	0.0498127982050011	-0.174886756391656	0.0203758245102706	3	0.120921814586556	0.214494445391599	11382
SERTAD2	-0.244655051684248	0.157749649063661	-0.553838682422856	0.0645285790543598	3	0.120923947279749	0.214494445391599	11383
GPR37L1	0.122359453233911	0.0788965504559322	-0.0322749441641631	0.276993850631986	3	0.120929316874899	0.214494445391599	11384
KRTCAP3	-0.0605958893326566	0.0390802759065066	-0.137191822615298	0.0160000439499848	3	0.12100976163893	0.214592866512896	11385
SLC46A3	-0.153149490578588	0.0987723287616113	-0.346739697620496	0.0404407164633198	3	0.121014281826012	0.214592866512896	11386
OMD	0.0432241543873089	0.0278771937247532	-0.0114141413032533	0.0978624500778712	3	0.121016688341043	0.214592866512896	11387
LBX1	-0.0689687114900857	0.0444881482902001	-0.156163879877755	0.0182264568975836	3	0.12107634806613	0.214663939835867	11388
PDP1	-0.579003348662819	0.373487154841522	-1.31102472084054	0.153018023514899	3	0.121078383876606	0.214663939835867	11389
LOC101927851	0.139294279400523	0.0898545093623523	-0.0368173227982048	0.31540588159925	3	0.121088662575798	0.214663939835867	11390
LOC102724938	-0.046985483545186	0.0303103100569434	-0.106392599617037	0.0124216325266651	3	0.121105862581655	0.21467558399164	11391
SLC22A8	-0.0783950446536987	0.0505746760404192	-0.177519588222701	0.0207294989153037	3	0.121121125575991	0.214683792804636	11392
TTC7B	0.293989162465672	0.189681006390607	-0.0777787786112293	0.665757103542572	3	0.121162266339014	0.214737863768751	11393
CYP4A11	-0.0721507695665286	0.0465587710016704	-0.16340428389425	0.0191027447611933	3	0.121220541522086	0.214814382250863	11394
LOC101928135	0.044998226580744	0.0290384451783819	-0.0119160801359254	0.101912533297413	3	0.121235469340236	0.214814382250863	11395
WDR12	-0.0976334971168574	0.0630055792104263	-0.221122163194378	0.0258551689606637	3	0.121237356385243	0.214814382250863	11396
PPP4R3A	-0.13649020302214	0.0880835248714275	-0.309130739401476	0.036150333357196	3	0.121248533623405	0.214815336573115	11397
NDUFAB1	-0.197134039636671	0.127223486948042	-0.446487492042435	0.0522194127690937	3	0.121259217872311	0.214815417378287	11398
DLX2	-0.061458032069937	0.0396642968012602	-0.139198625272514	0.0162825611326402	3	0.121272447272229	0.214815464120661	11399
PLAC9	-0.0753801716952363	0.0486505386048457	-0.170733475189209	0.0199731317987367	3	0.121280521541974	0.214815464120661	11400
LINC02044	0.0633833231743731	0.0409146838043595	-0.0168079835210158	0.143574629869762	3	0.12134366411782	0.214908452404791	11401
DBIL5P2	-0.0589970631900558	0.0380879115628199	-0.133647998099529	0.015653871719418	3	0.121388737442538	0.214969425227128	11402
CS	-0.122304995087968	0.0789626124259446	-0.277068871568015	0.0324588813920779	3	0.121406355608568	0.214981770801386	11403
ZDHHC22	0.0697635812344189	0.0450457354060534	-0.0185244378185664	0.158051600287404	3	0.12144717587996	0.215035196016147	11404
ZNF341	0.290117872241884	0.187335402077338	-0.0770527688590287	0.657288513342797	3	0.121464721615709	0.215047405424323	11405
NEUROD1	-0.0574957561036752	0.0371293714928868	-0.130267986998341	0.015276474790991	3	0.121495972619517	0.215083875077441	11406
NOL12	0.166194019912089	0.107327380540452	-0.0441637805022219	0.376551820326399	3	0.12150740614782	0.21508525860759	11407
IFNG	-0.0850569708123607	0.0549336257486021	-0.192724898819823	0.0226109571951016	3	0.121535899926142	0.215116838298444	11408
VCAM1	0.0467421848492551	0.0301973498245402	-0.0124435332354006	0.105927902933911	3	0.121648710663617	0.215287494599511	11409
PP2D1	0.0315319757991256	0.0203712064603736	-0.00839485518483624	0.0714588067830875	3	0.121653640718127	0.215287494599511	11410
RHOV	-0.0766389146239856	0.0495221161461471	-0.173700478708643	0.0204226494606721	3	0.121725988647328	0.215396649090075	11411
TOMM5	-0.341806247962735	0.220879263050731	-0.774721648473917	0.091109152548446	3	0.121747537007805	0.215415901442482	11412
IPCEF1	-0.232967736693538	0.150558680946076	-0.528057328907703	0.0621218555206277	3	0.121777651706138	0.215450306076433	11413
RUSC2	0.0571760712508401	0.0369609159062635	-0.0152659927610499	0.12961813526273	3	0.121879332591048	0.215605189095647	11414
SSB	-0.431690836861203	0.279067747919526	-0.978653572030176	0.11527189830777	3	0.121886550788768	0.215605189095647	11415
UPF2	-0.15328087821165	0.0991033665287534	-0.347519907354679	0.0409581509313788	3	0.12194119918566	0.215682627620839	11416
F13A1	-0.212309194311273	0.137271835777759	-0.481357048527377	0.056738659904831	3	0.121951691736684	0.215682627620839	11417
FGF14-IT1	-0.0506857383197163	0.032772981462103	-0.114919601651437	0.0135481250120043	3	0.121966759496192	0.215690384283333	11418
KPNA1	0.364863840422472	0.235925535643696	-0.0975417124724923	0.827269393317436	3	0.121978746257241	0.215692691516438	11419
LOC100506563	0.0542348389919464	0.0350849612788085	-0.0145304215135007	0.123000099497393	3	0.122149393991711	0.21597553095277	11420
FSTL5	0.0290331503676771	0.0187897596567639	-0.00779410183774381	0.065860402573098	3	0.122308013092966	0.216237054581312	11421
PRELID3A	0.0996617369404926	0.0645141988552184	-0.0267837693071906	0.226107243188176	3	0.122393887663197	0.216369933435062	11422
BCL7C	-0.050421398360589	0.032643480764803	-0.114401444989629	0.0135586482684509	3	0.122440985228004	0.216434244394979	11423
CFLAR-AS1	0.0843223698915217	0.0546004730012755	-0.0226925907298298	0.191337330512873	3	0.122502991976565	0.216524896182668	11424
PQBP1	0.0757224055026701	0.0490333136889558	-0.0203811233703382	0.171825934375678	3	0.122514392702857	0.216526093431605	11425
AFF1	0.180886254256182	0.117155013821902	-0.0487333534430377	0.410505861955401	3	0.122590580539863	0.216636103248475	11426
LRRC40	-0.361794440908499	0.234334423324582	-0.821081470962642	0.0974925891456434	3	0.122606847831179	0.216636103248475	11427
OPRD1	0.0592730190945866	0.0383913642133161	-0.0159726720808729	0.134518710270046	3	0.122608824679258	0.216636103248475	11428
ADH1A	-0.0503517955956053	0.0326170774457844	-0.114280092670296	0.0135765014790859	3	0.122654984200321	0.216698699883882	11429
FOXI1	0.0785536800339167	0.0508899917615894	-0.0211888709923387	0.178296231060172	3	0.122685794954176	0.216734170753695	11430
PLPPR4	0.0494576677028058	0.0320490657425065	-0.0133573468906635	0.112272682296275	3	0.122785667242606	0.216891627413412	11431
HEATR6	-0.153316294833329	0.0993852608781996	-0.348107826748718	0.0414752370820596	3	0.122916642478965	0.217103992734014	11432
SLC50A1	-0.0625781563531523	0.0405688337223086	-0.142091609343671	0.0169352966373666	3	0.122947766698004	0.217134596391289	11433
C12orf56	0.0455432029012999	0.0295258403999892	-0.0123263808959567	0.103412786698556	3	0.122955476185519	0.217134596391289	11434
ORAI1	-0.0707549265867884	0.0458754223995214	-0.160669102265412	0.0191592490918355	3	0.122994024020963	0.217183675822586	11435
ADAMTSL2	-0.0672889719988371	0.0436476604909259	-0.152836814570484	0.0182588705728095	3	0.123161140449467	0.21745975410595	11436
LRRC55	0.0625209536151829	0.0405733186781033	-0.0170012897271659	0.142043196957532	3	0.123331965775903	0.217742332162896	11437
WDFY4	0.049429608173089	0.0320790443538589	-0.0134441634189374	0.112303379765115	3	0.123348647844375	0.217750200295497	11438
SPINK1	-0.0379651388521856	0.0246393963489815	-0.086257468296997	0.0103271905926257	3	0.123357990351634	0.217750200295497	11439
FARSB	-0.24556985574496	0.159380299212594	-0.557949502046862	0.0668097905569411	3	0.123370524497631	0.217753289393021	11440
MAGIX	0.11397934117371	0.0739834356528054	-0.0310255281583254	0.258984210505745	3	0.123412653088464	0.217808608614829	11441
FLJ34503	0.0408625369237199	0.0265254382396092	-0.0111263667000556	0.0928514405474955	3	0.123437610848624	0.217813392462774	11442
DSCAM	0.0419860521597902	0.0272554705370921	-0.0114336884746028	0.0954057927941832	3	0.12344746132574	0.217813392462774	11443
LOC105378311	0.0402168925134031	0.0261070294272264	-0.010951944907288	0.0913857299340943	3	0.123447725007131	0.217813392462774	11444
LINC02426	0.0413498040874508	0.0268453269055624	-0.0112660698006555	0.0939656779755572	3	0.123487724312106	0.217864930477068	11445
APOBEC3F	0.102966725413183	0.0668630500356209	-0.0280824445531337	0.234015895379499	3	0.123568999686106	0.217989275001035	11446
HS3ST5	0.0658022499577121	0.0427314912295508	-0.0179499338578967	0.149554433773321	3	0.123584578973154	0.21799771281785	11447
CENPE	0.318070282519548	0.206578777980467	-0.0868166822924637	0.72295724733156	3	0.123632389453433	0.218062998588725	11448
PRM2	-0.129363186244976	0.0840245758951724	-0.294048328815767	0.0353219563258139	3	0.123660935772355	0.218094297765342	11449
ZBTB8B	0.0365717630191705	0.0237565125177182	-0.00999014591383223	0.0831336719521732	3	0.123696531173532	0.218138022485236	11450
GFRA1	0.0737120594141294	0.0478890585226443	-0.0201487705437844	0.167572889372043	3	0.123749257576689	0.21820278804062	11451
C2orf81	-0.0565262724242261	0.0367246523217318	-0.128505268319576	0.0154527234711235	3	0.123757553912364	0.21820278804062	11452
CD1D	-0.164870123710139	0.107117073617123	-0.374815730129025	0.0450754827087473	3	0.123765676081083	0.21820278804062	11453
PIAS3	-0.0557928054093006	0.0362501694068727	-0.126841831880247	0.0152562210616457	3	0.123778742545329	0.218206772260806	11454
LINC02189	-0.0426114161313568	0.0276931677790903	-0.0968890275961988	0.0116661953334852	3	0.123878091488276	0.218362847955588	11455
EEF1A2	-0.13030528457943	0.0846966760002276	-0.296307719150134	0.035697149991274	3	0.123927999256382	0.218431752879266	11456
LOXL4	0.0832350472508628	0.0541318264260736	-0.022861382961615	0.189331477463341	3	0.124137630158996	0.218763376504578	11457
PRELP	0.0892553659859446	0.0580471630352716	-0.0245149829679125	0.203025714939802	3	0.124137815371902	0.218763376504578	11458
IST1	-0.0916211737554635	0.0595950379128269	-0.208425301721903	0.0251829542109763	3	0.124196361836642	0.218842045101449	11459
BCAS2	-0.191913229857106	0.124832633518667	-0.436580695648982	0.05275423593477	3	0.124204132174258	0.218842045101449	11460
PANK2	0.105199408475488	0.0684321044565416	-0.0289250516456169	0.239323868596592	3	0.124224388764871	0.218858638682512	11461
CDC42BPG	0.0485063179206576	0.0315562357793493	-0.0133427676945213	0.110355403535836	3	0.124259295947586	0.218901038542458	11462
ST7-AS2	-0.0894192965812601	0.0581768500940372	-0.203443827499559	0.0246052343370383	3	0.124287088231798	0.218930898157242	11463
UCMA	0.0649690052283072	0.0422771467770995	-0.0178926798239214	0.147830690280536	3	0.124356860123131	0.219030623094186	11464
ZNF765	-0.276707454957953	0.180065354471522	-0.629629064585574	0.0762141546696674	3	0.124365396878707	0.219030623094186	11465
CDR1	-0.0397244678133808	0.0258520512279792	-0.0903935571467044	0.0109446215199428	3	0.124389341041872	0.219053686928089	11466
LOC403323	0.100643942501118	0.0655122791322778	-0.0277577651432815	0.229045650145517	3	0.124474443938868	0.219184439872122	11467
LINC00242	0.0484555292801973	0.0315435640020129	-0.013368720107782	0.110279778668177	3	0.124502501781583	0.219214729331506	11468
DOCK11	0.274325834696214	0.178585938583253	-0.0756961730722448	0.624347842464672	3	0.124513891401173	0.219215667902387	11469
ZNF582	0.0720537140084162	0.0469087641928167	-0.0198857743687866	0.163993202385619	3	0.124528696495133	0.219222618973822	11470
DPH3P1	0.0382993906385011	0.0249383327606725	-0.0105788434068924	0.0871776246838946	3	0.124596301889636	0.219322511355202	11471
ECI1	-0.168214011637059	0.10953911766764	-0.382906737163928	0.0464787138898111	3	0.124623649190383	0.219351527584747	11472
PRMT5-AS1	0.0463436828330993	0.0301799835187587	-0.01280799791768	0.105495363583879	3	0.124642205231001	0.219365066506091	11473
CLIC2	0.533667352713642	0.347606946941251	-0.147629744067135	1.21496444949442	3	0.124719755450276	0.219482421304861	11474
ZSCAN16	-0.177049484738335	0.1153291189717	-0.403090404291603	0.0489914348149327	3	0.12474275423718	0.219503764144413	11475
LOC100287704	-0.0840913092281701	0.0547786008248374	-0.191455393968348	0.0232727755120073	3	0.124756221599867	0.219508332741766	11476
PPP6R1	0.088928000478221	0.0579405793778447	-0.0246334483457388	0.202489449302181	3	0.124829573431502	0.219618257970628	11477
ASB1	-0.121589267088614	0.0792266149121101	-0.276870578933373	0.0336920447561462	3	0.124856973853779	0.219647326716807	11478
ZNF839	0.112097539094214	0.0730571365845576	-0.0310918174251421	0.255286895613571	3	0.124935757899568	0.219766776157163	11479
SMIM6	-0.099505715295745	0.0648538956870714	-0.226617015099523	0.0276055845080325	3	0.124954413028998	0.219780444937415	11480
ZNF641	0.162029365226991	0.105628273357668	-0.0449982463031905	0.369056976757173	3	0.125039915139722	0.21991167724948	11481
KIF24	0.0472034257160854	0.0307819315034872	-0.0131280514053283	0.107534902837499	3	0.125158035542171	0.220100248534011	11482
NAA35	-0.185596566793389	0.121033918949472	-0.422818688842094	0.0516255552553161	3	0.125170909157994	0.22010371834174	11483
UQCR11	0.119980748405145	0.0782482405874533	-0.0333829849998891	0.273344481810178	3	0.1251933904562	0.220124080467746	11484
BTG3	0.121935706367089	0.0795284531035575	-0.0339371974620665	0.277808610196244	3	0.125218277593588	0.22014866880015	11485
GPR88	0.0393783387049019	0.025685600830562	-0.0109645138442718	0.0897211912540755	3	0.125253672359307	0.220191724906767	11486
WBP2	0.329965145333693	0.215360552892876	-0.0921337820269779	0.752064072694363	3	0.12548488043272	0.220578976729997	11487
KITLG	0.0608336997153592	0.0397180485890088	-0.01701224505531	0.138679644486028	3	0.125611620686185	0.220782542208866	11488
C9orf135-AS1	0.105532904822402	0.0689180769495593	-0.0295440438824944	0.240609853527298	3	0.125700091782786	0.220918813933154	11489
OR10A3	0.111605750805878	0.0728917956742811	-0.0312595434841655	0.254471045095921	3	0.125740874689712	0.220953206410903	11490
MIR4500HG	0.0705156428687559	0.0460551621535319	-0.0197508162543188	0.160782101991831	3	0.125741545902718	0.220953206410903	11491
SOS1	-0.359556040405595	0.234848416713517	-0.819850478990342	0.100738398179152	3	0.125766115169966	0.220977149104764	11492
DYNC1H1	-0.138298841064793	0.0903548399986687	-0.315391073291063	0.0387933911614765	3	0.125863566109815	0.221129133114886	11493
ALKBH5	0.106878152339014	0.0698743431165069	-0.0300730436127342	0.243829348290761	3	0.12612159297156	0.221563181249498	11494
ITGA2B	0.462732012025627	0.302641183071828	-0.130433807033749	1.055897831085	3	0.126269651165012	0.22180398402122	11495
TMEM132D-AS1	0.0557760384566282	0.0364809246733431	-0.015725260025843	0.127277336939099	3	0.126286838994967	0.221809362383307	11496
MTIF2	-0.222157983967264	0.145307852709581	-0.506956141948893	0.0626401740143655	3	0.126294683009156	0.221809362383307	11497
NLK	0.176760203042559	0.115653880429662	-0.049917237271881	0.403437643356999	3	0.126424385499703	0.222017845887111	11498
WASHC5	0.066364209968314	0.0434262692863468	-0.0187497138158637	0.151478133752492	3	0.126461830024599	0.222064290099723	11499
WNT2B	0.0620451651002769	0.0406071214012219	-0.0175433303619636	0.141633660562517	3	0.126527924686515	0.222161030893053	11500
C11orf40	-0.0396192792246291	0.0259343932502838	-0.0904497559560839	0.0112111975068257	3	0.126593681057551	0.222257160935055	11501
NGRN	-0.196531815751315	0.12871178086411	-0.448802270630983	0.0557386391283526	3	0.126782406342708	0.222569148745605	11502
LOC648987	0.0565736907045408	0.037052996027188	-0.0160488470280533	0.129196228437135	3	0.126802854750678	0.222576482414396	11503
DGCR6L	-0.113088167240412	0.0740683360137603	-0.258259438222194	0.0320831037413688	3	0.126808629838313	0.222576482414396	11504
LINC00909	-0.251582903784018	0.164782185118167	-0.574550051909437	0.0713842443414006	3	0.126820618703538	0.222578177562959	11505
ERBB3	0.0875974809820823	0.057376570510233	-0.0248585307743973	0.200053492738562	3	0.126832719019694	0.222580068003274	11506
EAF1	0.115395598433285	0.0755908235026511	-0.0327596931936349	0.263550890060205	3	0.126864959737103	0.222608526149987	11507
SEC14L3	0.098243848866075	0.0643564514550242	-0.0278924781585727	0.224380175890723	3	0.126870984495545	0.222608526149987	11508
KCNQ1OT1	0.111000958473619	0.072716889939052	-0.0315215268746855	0.253523443821924	3	0.126890092708132	0.222622708485759	11509
OBP2B	-0.0583694048770903	0.0382414756381567	-0.133321319843543	0.0165825100893626	3	0.126925791426753	0.222665993092007	11510
CEP170B	-0.0544179289627738	0.0356626379965006	-0.124315415029605	0.0154795571040572	3	0.127032608050319	0.222834021523068	11511
ZNF644	-0.347708235744957	0.227888632851437	-0.794361748619845	0.0989452771299317	3	0.127064316068707	0.222870280581943	11512
ARSI	-0.0762017883147102	0.0499484287402818	-0.174098909730028	0.0216953331006075	3	0.127107190107852	0.222926116794732	11513
RBM6	-0.160692356405137	0.105352333396667	-0.36717913554986	0.0457944227395859	3	0.127187974077579	0.223048425618765	11514
DZANK1	-0.0977918852011414	0.0641178319854068	-0.223460526659329	0.0278767562570461	3	0.127211678959746	0.223068610553704	11515
CNTRL	-0.276198998784852	0.181096232606266	-0.631141092429021	0.0787430948593165	3	0.127221578800339	0.223068610553704	11516
COX1	-0.145529799561375	0.0954500005305217	-0.332608362925526	0.0415487638027768	3	0.127341304518963	0.223229217997941	11517
LOC101928535	0.0387078540837388	0.0253884822437656	-0.0110526567361763	0.088468364903654	3	0.127353254395012	0.223229217997941	11518
PAK5	-0.0481296191924635	0.0315682322147147	-0.110002217388901	0.0137429790039744	3	0.127353423783713	0.223229217997941	11519
ADGRG2	0.098682207167647	0.0647263665490692	-0.0281791401186668	0.225543554453961	3	0.127357398540822	0.223229217997941	11520
RRN3P2	-0.112704311093417	0.0739345303631505	-0.257613327819075	0.032204705632241	3	0.127413841252661	0.223299995057307	11521
PTPN18	0.182801361104496	0.119920415449595	-0.0522383341877909	0.417841056396783	3	0.12741989614948	0.223299995057307	11522
NDUFS6	0.0982051514995334	0.0644445435171373	-0.0281038327941799	0.224514135793247	3	0.127541014556421	0.223492854805455	11523
PCDHB9	-0.0575102765005357	0.0377407909997742	-0.131480867608147	0.0164603146070752	3	0.127552991113503	0.223494446074614	11524
AS3MT	-0.0529039676739469	0.0347199986397986	-0.120953914551232	0.015145979203338	3	0.127575710391831	0.22351485850168	11525
CLEC1A	0.147176327596394	0.0966094710378278	-0.0421747562032134	0.336527411396002	3	0.127654884992898	0.223634169510376	11526
ANAPC4	-0.255173141568727	0.167505971027277	-0.5834788119776	0.0731325288401464	3	0.12766680432584	0.223635647865651	11527
SRRM3	0.0520285198020856	0.0341583010896706	-0.014920520106744	0.118977559710915	3	0.127718959634156	0.223690178808675	11528
AVIL	0.0717838634351274	0.0471284232107154	-0.0205861487060363	0.164153875576291	3	0.127720090703507	0.223690178808675	11529
EGF	0.225353238832625	0.147997940906044	-0.064717395129309	0.515423872794558	3	0.127839233627912	0.223879428049853	11530
ERF	0.135396378080639	0.0889310696406935	-0.038905315521744	0.309698071683021	3	0.127887154780627	0.223943927615161	11531
SLC10A3	0.091039548296475	0.0598201807568351	-0.0262058515355978	0.208284948128548	3	0.128037426964225	0.224187627927648	11532
ASB5	0.035358388503186	0.0232345569047059	-0.0101805062267839	0.0808972832331559	3	0.128058772097048	0.224205560234422	11533
CMTM2	0.201117602897316	0.132172849912324	-0.0579364226648564	0.460171628459488	3	0.128102898721331	0.22426337185548	11534
DNAJB7	0.0293311150955	0.0192809141143203	-0.00845878215757778	0.0671210123485778	3	0.128196793650029	0.224408292794225	11535
C6orf106	0.280670837050191	0.18454275116367	-0.0810263088385392	0.642367982938921	3	0.128285251124348	0.22454367117743	11536
LINC02530	-0.0420069051186899	0.0276318657667016	-0.0961643668470702	0.0121505566096904	3	0.128452145071078	0.224816305215845	11537
KIAA1217	0.137213140056463	0.0902746114101685	-0.0397218470258158	0.314148127138742	3	0.128522861984965	0.22492057802049	11538
GJD2	-0.0710469914087976	0.0467459445454051	-0.162667359141098	0.020573376323503	3	0.128547778069388	0.224944686261987	11539
CENPF	0.211933278193415	0.13945253324856	-0.0613886645266378	0.485255220913468	3	0.12857329562063	0.224969842735855	11540
MPDZ	0.0854065571975369	0.0562015507804258	-0.0247464582073966	0.19555957260247	3	0.128599543466629	0.224996272565478	11541
PLCH1-AS1	0.0737901201433235	0.0485610758338852	-0.02138783954161	0.168968079828257	3	0.128628580229188	0.225027576848705	11542
GUSBP1	0.0575121685807163	0.0378526092116013	-0.0166775821948912	0.131701919356324	3	0.128669058445884	0.22507764109566	11543
GSKIP	0.184480744815298	0.121422445280613	-0.0535028748494888	0.422464364480084	3	0.128679491323708	0.22507764109566	11544
TBX5	0.101384330141525	0.0667400056583752	-0.0294236772768897	0.23219233755994	3	0.128738882093544	0.225162018816184	11545
SUMO4	0.143282374314626	0.0943319392826913	-0.041604829271268	0.32816957790052	3	0.128783421115027	0.225215151975598	11546
KIF21B	-0.080693719395226	0.0531269618699703	-0.1848206512684	0.0234332124779485	3	0.128791568931371	0.225215151975598	11547
LELP1	0.0601688121574796	0.0396217167600156	-0.017488325697798	0.137825950012757	3	0.128867832011328	0.225328997572976	11548
FOXJ2	0.140091044792352	0.0922600841858138	-0.0407353974224769	0.32091748700718	3	0.128904490381582	0.225373579512071	11549
KCND3	-0.0464214771547516	0.0305779524730701	-0.106353162722946	0.0135102084134432	3	0.128980227057647	0.225475887353766	11550
TUNAR	-0.0640514303343311	0.0421914140003245	-0.146745082231786	0.0186422215631239	3	0.128985339482139	0.225475887353766	11551
MRPL19	-0.421247562337514	0.277502100920283	-0.965141685775468	0.12264656110044	3	0.129014968130084	0.225508157590258	11552
OTUD6B	-0.298905234333644	0.196926354428863	-0.684873796620986	0.0870633279536978	3	0.129051490723446	0.225552471279132	11553
ATP11A-AS1	0.0537807128883325	0.0354399959092509	-0.0156804027060461	0.123241828482711	3	0.129136798264864	0.225664615364842	11554
BUB1B	0.354800388089958	0.233808296091284	-0.103455451535635	0.813056227715551	3	0.129144487264865	0.225664615364842	11555
SLC26A2	-0.325078275670263	0.214224483500385	-0.744950547937712	0.0947939965971872	3	0.1291491826048	0.225664615364842	11556
TBC1D8-AS1	0.0395348119670891	0.0260543606176427	-0.0115307964837093	0.0906004204178876	3	0.129166448675861	0.225675255833087	11557
ALG1	-0.0972428916793032	0.0640901372616292	-0.222857252476325	0.0283714691177186	3	0.129195185644093	0.225701040066155	11558
LINC00839	0.0864985429619613	0.0570100771789586	-0.0252391550646464	0.198236240988569	3	0.12920356191188	0.225701040066155	11559
MAPK6	0.273643967091503	0.180388711338971	-0.0799114103504729	0.627199344533479	3	0.129274673305243	0.22580572693594	11560
SCG2	-0.0626674900997473	0.0413156947102491	-0.143644763728088	0.018309783528593	3	0.129318138430498	0.225862109781905	11561
MS4A7	-0.405521038305289	0.267387186688144	-0.929590294141538	0.118548217530961	3	0.129366164449236	0.225910768431652	11562
LOC101928731	0.0927859973338392	0.0611803767249635	-0.0271253376076818	0.21269733227536	3	0.129368374374762	0.225910768431652	11563
DAGLA	0.0518349663372364	0.0341916494853003	-0.0151794352259696	0.118849367900442	3	0.129516204096335	0.226149359487478	11564
DPF2	-0.148395729344029	0.0978891625827859	-0.340254962483075	0.0434635037950175	3	0.129530308140763	0.226154429915977	11565
OR2B6	0.0702796090053816	0.0463708025598686	-0.0206054939461786	0.161164711956942	3	0.129620414422715	0.22629218468126	11566
NPTX1	0.0440549971735372	0.029092889612759	-0.0129660186736699	0.101076013020744	3	0.129952954114005	0.226853120901703	11567
ANKIB1	-0.21660402799222	0.143067900441837	-0.497011960201984	0.063803904217543	3	0.130027210342144	0.226963125106204	11568
NKAIN2	-0.0432173092117212	0.0285553224697952	-0.0991847128194473	0.0127500943960048	3	0.13016311320875	0.227180705498408	11569
AK7	0.107940056613652	0.0713270521797488	-0.0318583967820648	0.247738510009369	3	0.130200523421964	0.227226358594321	11570
CYP2A7P1	-0.0928597212041823	0.0613683717573864	-0.213139519638525	0.02742007723016	3	0.130240860122247	0.22726096223165	11571
PGLYRP4	0.0703988740099437	0.0465248733693408	-0.0207882021792509	0.161585950199138	3	0.130242861278954	0.22726096223165	11572
LINC00856	-0.0640103802395437	0.0423121260092498	-0.146940623326994	0.0189198628479065	3	0.130326889761742	0.227387933817428	11573
STOML1	0.0526734121977226	0.0348256154876083	-0.01558353989743	0.120930364292875	3	0.130409130392755	0.227511764376233	11574
SARS2	-0.0920511188074597	0.0608628125926782	-0.21134003948692	0.0272378018720005	3	0.130422940768894	0.227516200432442	11575
LOC729652	-0.0460868960057896	0.0304753974776773	-0.10581757747658	0.0136437854650006	3	0.130466302250343	0.227572181672333	11576
YTHDC2	-0.296860004609706	0.196344085974228	-0.681687341696629	0.0879673324772172	3	0.130549739556952	0.227698051406579	11577
RASEF	0.122278774863095	0.0808951410224456	-0.0362727880651875	0.280830337791377	3	0.130642953080905	0.227840643993897	11578
TLK1	0.161580696200058	0.10689893303268	-0.0479373625297548	0.37109875492987	3	0.13065406184654	0.227840643993897	11579
RRP7A	-0.160516142508526	0.106199984266698	-0.368664286829975	0.0476320018129231	3	0.13067341586233	0.227854716156491	11580
