State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
NV,NV,2018,January,"Synthetic opioids, excl. methadone (T40.4)",76,78,99.5+,0.124185035703198,Underreported due to incomplete data
NV,NV,2018,February,"Synthetic opioids, excl. methadone (T40.4)",76,79,100,0.14760147601476,Underreported due to incomplete data
NY,NY,2015,January,Cocaine (T40.5),277,289,100,0.278684278684279,
NY,NY,2015,February,Cocaine (T40.5),286,299,100,0.29460542444813,
NY,NY,2015,March,Cocaine (T40.5),307,321,100,0.306482096337539,
NY,NY,2015,April,Cocaine (T40.5),335,350,100,0.307379134860051,
NY,NY,2015,May,Cocaine (T40.5),330,345,100,0.313323869397688,
NY,NY,2015,June,Cocaine (T40.5),326,341,100,0.309032879071888,
NY,NY,2015,July,Cocaine (T40.5),329,344,100,0.322339436562791,
NY,NY,2015,August,Cocaine (T40.5),335,350,100,0.337756089691886,
NY,NY,2015,September,Cocaine (T40.5),340,356,100,0.353299982888605,
NY,NY,2015,October,Cocaine (T40.5),345,361,100,0.370757390028736,
NY,NY,2015,November,Cocaine (T40.5),352,369,100,0.395268873584544,
NY,NY,2015,December,Cocaine (T40.5),354,371,100,0.405174864941712,
NY,NY,2016,January,Cocaine (T40.5),366,383,100,0.408054734559884,
NY,NY,2016,February,Cocaine (T40.5),377,395,100,0.401251988301093,
NY,NY,2016,March,Cocaine (T40.5),378,396,100,0.409755896675624,
NY,NY,2016,April,Cocaine (T40.5),382,400,100,0.423488681208849,
NY,NY,2016,May,Cocaine (T40.5),393,412,100,0.437244124532077,
NY,NY,2016,June,Cocaine (T40.5),420,441,100,0.46476638018096,
NY,NY,2016,July,Cocaine (T40.5),440,462,100,0.483231157591057,
NY,NY,2016,August,Cocaine (T40.5),467,490,100,0.493710336031597,
NY,NY,2016,September,Cocaine (T40.5),478,502,100,0.514320911610718,
NY,NY,2016,October,Cocaine (T40.5),488,513,100,0.531216670768726,
NY,NY,2016,November,Cocaine (T40.5),502,528,100,0.540551566579634,
NY,NY,2016,December,Cocaine (T40.5),517,544,100,0.585221634975599,
NY,NY,2017,January,Cocaine (T40.5),531,555,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Cocaine (T40.5),543,570,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Cocaine (T40.5),569,596,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Cocaine (T40.5),585,617,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Cocaine (T40.5),612,645,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Cocaine (T40.5),629,664,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Cocaine (T40.5),644,677,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Cocaine (T40.5),650,681,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Cocaine (T40.5),679,713,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Cocaine (T40.5),683,719,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Cocaine (T40.5),676,713,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Cocaine (T40.5),690,725,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Cocaine (T40.5),694,725,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Cocaine (T40.5),672,706,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Heroin (T40.1),544,572,100,0.278684278684279,
NY,NY,2015,February,Heroin (T40.1),544,574,100,0.29460542444813,
NY,NY,2015,March,Heroin (T40.1),553,584,100,0.306482096337539,
NY,NY,2015,April,Heroin (T40.1),569,601,100,0.307379134860051,
NY,NY,2015,May,Heroin (T40.1),594,628,100,0.313323869397688,
NY,NY,2015,June,Heroin (T40.1),593,627,100,0.309032879071888,
NY,NY,2015,July,Heroin (T40.1),604,640,100,0.322339436562791,
NY,NY,2015,August,Heroin (T40.1),630,669,100,0.337756089691886,
NY,NY,2015,September,Heroin (T40.1),655,698,100,0.353299982888605,
NY,NY,2015,October,Heroin (T40.1),652,697,100,0.370757390028736,
NY,NY,2015,November,Heroin (T40.1),663,712,100,0.395268873584544,
NY,NY,2015,December,Heroin (T40.1),660,710,100,0.405174864941712,
NY,NY,2016,January,Heroin (T40.1),682,734,100,0.408054734559884,
NY,NY,2016,February,Heroin (T40.1),704,757,100,0.401251988301093,
NY,NY,2016,March,Heroin (T40.1),728,784,100,0.409755896675624,
NY,NY,2016,April,Heroin (T40.1),738,796,100,0.423488681208849,
NY,NY,2016,May,Heroin (T40.1),730,790,100,0.437244124532077,
NY,NY,2016,June,Heroin (T40.1),753,819,100,0.46476638018096,
NY,NY,2016,July,Heroin (T40.1),764,834,100,0.483231157591057,
NY,NY,2016,August,Heroin (T40.1),762,833,100,0.493710336031597,
NY,NY,2016,September,Heroin (T40.1),765,840,100,0.514320911610718,
NY,NY,2016,October,Heroin (T40.1),763,840,100,0.531216670768726,
NY,NY,2016,November,Heroin (T40.1),763,841,100,0.540551566579634,
NY,NY,2016,December,Heroin (T40.1),770,856,100,0.585221634975599,
NY,NY,2017,January,Heroin (T40.1),769,847,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Heroin (T40.1),771,853,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Heroin (T40.1),779,858,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Heroin (T40.1),778,854,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Heroin (T40.1),792,866,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Heroin (T40.1),782,855,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Heroin (T40.1),790,873,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Heroin (T40.1),798,881,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Heroin (T40.1),784,866,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Heroin (T40.1),781,861,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Heroin (T40.1),749,823,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Heroin (T40.1),746,814,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Heroin (T40.1),740,814,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Heroin (T40.1),708,793,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Methadone (T40.3),126,134,100,0.278684278684279,
NY,NY,2015,February,Methadone (T40.3),121,129,100,0.29460542444813,
NY,NY,2015,March,Methadone (T40.3),115,123,100,0.306482096337539,
NY,NY,2015,April,Methadone (T40.3),126,135,100,0.307379134860051,
NY,NY,2015,May,Methadone (T40.3),126,135,100,0.313323869397688,
NY,NY,2015,June,Methadone (T40.3),120,129,100,0.309032879071888,
NY,NY,2015,July,Methadone (T40.3),120,129,100,0.322339436562791,
NY,NY,2015,August,Methadone (T40.3),120,130,100,0.337756089691886,
NY,NY,2015,September,Methadone (T40.3),125,136,100,0.353299982888605,
NY,NY,2015,October,Methadone (T40.3),119,130,100,0.370757390028736,
NY,NY,2015,November,Methadone (T40.3),118,129,100,0.395268873584544,
NY,NY,2015,December,Methadone (T40.3),122,134,100,0.405174864941712,
NY,NY,2016,January,Methadone (T40.3),121,133,100,0.408054734559884,
NY,NY,2016,February,Methadone (T40.3),127,139,100,0.401251988301093,
NY,NY,2016,March,Methadone (T40.3),130,143,100,0.409755896675624,
NY,NY,2016,April,Methadone (T40.3),122,134,100,0.423488681208849,
NY,NY,2016,May,Methadone (T40.3),119,132,100,0.437244124532077,
NY,NY,2016,June,Methadone (T40.3),124,138,100,0.46476638018096,
NY,NY,2016,July,Methadone (T40.3),122,136,100,0.483231157591057,
NY,NY,2016,August,Methadone (T40.3),123,138,100,0.493710336031597,
NY,NY,2016,September,Methadone (T40.3),116,131,100,0.514320911610718,
NY,NY,2016,October,Methadone (T40.3),118,133,100,0.531216670768726,
NY,NY,2016,November,Methadone (T40.3),124,140,100,0.540551566579634,
NY,NY,2016,December,Methadone (T40.3),123,141,100,0.585221634975599,
NY,NY,2017,January,Methadone (T40.3),122,139,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Methadone (T40.3),117,133,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Methadone (T40.3),115,131,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Methadone (T40.3),115,131,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Methadone (T40.3),118,134,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Methadone (T40.3),120,135,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Methadone (T40.3),124,140,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Methadone (T40.3),123,139,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Methadone (T40.3),127,144,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Methadone (T40.3),130,147,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Methadone (T40.3),125,141,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Methadone (T40.3),125,139,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Methadone (T40.3),117,133,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Methadone (T40.3),114,132,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Natural & semi-synthetic opioids (T40.2),431,460,100,0.278684278684279,
NY,NY,2015,February,Natural & semi-synthetic opioids (T40.2),422,452,100,0.29460542444813,
NY,NY,2015,March,Natural & semi-synthetic opioids (T40.2),412,442,100,0.306482096337539,
NY,NY,2015,April,Natural & semi-synthetic opioids (T40.2),431,463,100,0.307379134860051,
NY,NY,2015,May,Natural & semi-synthetic opioids (T40.2),432,464,100,0.313323869397688,
NY,NY,2015,June,Natural & semi-synthetic opioids (T40.2),434,466,100,0.309032879071888,
NY,NY,2015,July,Natural & semi-synthetic opioids (T40.2),446,480,100,0.322339436562791,
NY,NY,2015,August,Natural & semi-synthetic opioids (T40.2),465,503,100,0.337756089691886,
NY,NY,2015,September,Natural & semi-synthetic opioids (T40.2),469,509,100,0.353299982888605,
NY,NY,2015,October,Natural & semi-synthetic opioids (T40.2),465,506,100,0.370757390028736,
NY,NY,2015,November,Natural & semi-synthetic opioids (T40.2),472,517,100,0.395268873584544,
NY,NY,2015,December,Natural & semi-synthetic opioids (T40.2),479,525,100,0.405174864941712,
NY,NY,2016,January,Natural & semi-synthetic opioids (T40.2),479,526,100,0.408054734559884,
NY,NY,2016,February,Natural & semi-synthetic opioids (T40.2),500,548,100,0.401251988301093,
NY,NY,2016,March,Natural & semi-synthetic opioids (T40.2),520,571,100,0.409755896675624,
NY,NY,2016,April,Natural & semi-synthetic opioids (T40.2),522,575,100,0.423488681208849,
NY,NY,2016,May,Natural & semi-synthetic opioids (T40.2),537,593,100,0.437244124532077,
NY,NY,2016,June,Natural & semi-synthetic opioids (T40.2),543,604,100,0.46476638018096,
NY,NY,2016,July,Natural & semi-synthetic opioids (T40.2),547,611,100,0.483231157591057,
NY,NY,2016,August,Natural & semi-synthetic opioids (T40.2),549,614,100,0.493710336031597,
NY,NY,2016,September,Natural & semi-synthetic opioids (T40.2),562,632,100,0.514320911610718,
NY,NY,2016,October,Natural & semi-synthetic opioids (T40.2),576,650,100,0.531216670768726,
NY,NY,2016,November,Natural & semi-synthetic opioids (T40.2),578,654,100,0.540551566579634,
NY,NY,2016,December,Natural & semi-synthetic opioids (T40.2),586,670,100,0.585221634975599,
NY,NY,2017,January,Natural & semi-synthetic opioids (T40.2),590,667,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Natural & semi-synthetic opioids (T40.2),581,659,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Natural & semi-synthetic opioids (T40.2),586,664,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Natural & semi-synthetic opioids (T40.2),580,656,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Natural & semi-synthetic opioids (T40.2),572,644,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Natural & semi-synthetic opioids (T40.2),572,645,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Natural & semi-synthetic opioids (T40.2),572,647,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Natural & semi-synthetic opioids (T40.2),563,638,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Natural & semi-synthetic opioids (T40.2),556,630,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Natural & semi-synthetic opioids (T40.2),539,608,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2015,February,"Opioids (T40.0-T40.4,T40.6)",1178,1250,100,0.29460542444813,
NY,NY,2017,November,Natural & semi-synthetic opioids (T40.2),552,619,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Natural & semi-synthetic opioids (T40.2),538,597,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Natural & semi-synthetic opioids (T40.2),534,603,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Natural & semi-synthetic opioids (T40.2),520,598,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Number of Deaths,96525,,100,0.278684278684279,
NY,NY,2015,February,Number of Deaths,97079,,100,0.29460542444813,
NY,NY,2015,March,Number of Deaths,97885,,100,0.306482096337539,
NY,NY,2015,April,Number of Deaths,98250,,100,0.307379134860051,
NY,NY,2015,May,Number of Deaths,98620,,100,0.313323869397688,
NY,NY,2015,June,Number of Deaths,98695,,100,0.309032879071888,
NY,NY,2015,July,Number of Deaths,98964,,100,0.322339436562791,
NY,NY,2015,August,Number of Deaths,99184,,100,0.337756089691886,
NY,NY,2015,September,Number of Deaths,99349,,100,0.353299982888605,
NY,NY,2015,October,Number of Deaths,99526,,100,0.370757390028736,
NY,NY,2015,November,Number of Deaths,99173,,100,0.395268873584544,
NY,NY,2015,December,Number of Deaths,98476,,100,0.405174864941712,
NY,NY,2016,January,Number of Deaths,97781,,100,0.408054734559884,
NY,NY,2016,February,Number of Deaths,97445,,100,0.401251988301093,
NY,NY,2016,March,Number of Deaths,97131,,100,0.409755896675624,
NY,NY,2016,April,Number of Deaths,97051,,100,0.423488681208849,
NY,NY,2016,May,Number of Deaths,96971,,100,0.437244124532077,
NY,NY,2016,June,Number of Deaths,97038,,100,0.46476638018096,
NY,NY,2016,July,Number of Deaths,97055,,100,0.483231157591057,
NY,NY,2016,August,Number of Deaths,97223,,100,0.493710336031597,
NY,NY,2016,September,Number of Deaths,97410,,100,0.514320911610718,
NY,NY,2016,October,Number of Deaths,97512,,100,0.531216670768726,
NY,NY,2016,November,Number of Deaths,98048,,100,0.540551566579634,
NY,NY,2016,December,Number of Deaths,98766,,100,0.585221634975599,
NY,NY,2017,January,Number of Deaths,99099,,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Number of Deaths,99210,,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Number of Deaths,99308,,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Number of Deaths,99275,,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Number of Deaths,99358,,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Number of Deaths,99706,,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Number of Deaths,99677,,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Number of Deaths,99673,,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Number of Deaths,99700,,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Number of Deaths,99370,,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Number of Deaths,99429,,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Number of Deaths,99800,,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Number of Deaths,100523,,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Number of Deaths,100702,,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Number of Drug Overdose Deaths,1510,1590,100,0.278684278684279,
NY,NY,2015,February,Number of Drug Overdose Deaths,1519,1604,100,0.29460542444813,
NY,NY,2015,March,Number of Drug Overdose Deaths,1535,1625,100,0.306482096337539,
NY,NY,2015,April,Number of Drug Overdose Deaths,1597,1691,100,0.307379134860051,
NY,NY,2015,May,Number of Drug Overdose Deaths,1622,1719,100,0.313323869397688,
NY,NY,2015,June,Number of Drug Overdose Deaths,1659,1757,100,0.309032879071888,
NY,NY,2015,July,Number of Drug Overdose Deaths,1694,1798,100,0.322339436562791,
NY,NY,2015,August,Number of Drug Overdose Deaths,1733,1845,100,0.337756089691886,
NY,NY,2015,September,Number of Drug Overdose Deaths,1764,1883,100,0.353299982888605,
NY,NY,2015,October,Number of Drug Overdose Deaths,1766,1891,100,0.370757390028736,
NY,NY,2015,November,Number of Drug Overdose Deaths,1789,1924,100,0.395268873584544,
NY,NY,2015,December,Number of Drug Overdose Deaths,1802,1941,100,0.405174864941712,
NY,NY,2016,January,Number of Drug Overdose Deaths,1840,1983,100,0.408054734559884,
NY,NY,2016,February,Number of Drug Overdose Deaths,1915,2062,100,0.401251988301093,
NY,NY,2016,March,Number of Drug Overdose Deaths,1978,2133,100,0.409755896675624,
NY,NY,2016,April,Number of Drug Overdose Deaths,2004,2166,100,0.423488681208849,
NY,NY,2016,May,Number of Drug Overdose Deaths,2023,2192,100,0.437244124532077,
NY,NY,2016,June,Number of Drug Overdose Deaths,2056,2239,100,0.46476638018096,
NY,NY,2016,July,Number of Drug Overdose Deaths,2084,2277,100,0.483231157591057,
NY,NY,2016,August,Number of Drug Overdose Deaths,2123,2324,100,0.493710336031597,
NY,NY,2016,September,Number of Drug Overdose Deaths,2147,2360,100,0.514320911610718,
NY,NY,2016,October,Number of Drug Overdose Deaths,2183,2407,100,0.531216670768726,
NY,NY,2016,November,Number of Drug Overdose Deaths,2219,2451,100,0.540551566579634,
NY,NY,2016,December,Number of Drug Overdose Deaths,2248,2503,100,0.585221634975599,
NY,NY,2017,January,Number of Drug Overdose Deaths,2289,2521,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Number of Drug Overdose Deaths,2289,2531,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Number of Drug Overdose Deaths,2331,2574,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Number of Drug Overdose Deaths,2332,2573,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Number of Drug Overdose Deaths,2394,2637,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Number of Drug Overdose Deaths,2435,2688,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Number of Drug Overdose Deaths,2457,2713,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Number of Drug Overdose Deaths,2465,2728,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Number of Drug Overdose Deaths,2509,2773,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Number of Drug Overdose Deaths,2488,2743,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Number of Drug Overdose Deaths,2444,2682,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Number of Drug Overdose Deaths,2442,2658,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Number of Drug Overdose Deaths,2420,2661,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Number of Drug Overdose Deaths,2345,2623,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,March,"Opioids (T40.0-T40.4,T40.6)",1198,1274,100,0.306482096337539,
NY,NY,2015,April,"Opioids (T40.0-T40.4,T40.6)",1257,1337,100,0.307379134860051,
NY,NY,2015,May,"Opioids (T40.0-T40.4,T40.6)",1285,1368,100,0.313323869397688,
NY,NY,2015,June,"Opioids (T40.0-T40.4,T40.6)",1310,1394,100,0.309032879071888,
NY,NY,2015,July,"Opioids (T40.0-T40.4,T40.6)",1348,1438,100,0.322339436562791,
NY,NY,2015,August,"Opioids (T40.0-T40.4,T40.6)",1384,1480,100,0.337756089691886,
NY,NY,2015,September,"Opioids (T40.0-T40.4,T40.6)",1413,1516,100,0.353299982888605,
NY,NY,2015,October,"Opioids (T40.0-T40.4,T40.6)",1413,1521,100,0.370757390028736,
NY,NY,2015,November,"Opioids (T40.0-T40.4,T40.6)",1445,1563,100,0.395268873584544,
NY,NY,2015,December,"Opioids (T40.0-T40.4,T40.6)",1452,1574,100,0.405174864941712,
NY,NY,2016,January,"Opioids (T40.0-T40.4,T40.6)",1499,1625,100,0.408054734559884,
NY,NY,2016,February,"Opioids (T40.0-T40.4,T40.6)",1571,1701,100,0.401251988301093,
NY,NY,2016,March,"Opioids (T40.0-T40.4,T40.6)",1621,1758,100,0.409755896675624,
NY,NY,2016,April,"Opioids (T40.0-T40.4,T40.6)",1644,1788,100,0.423488681208849,
NY,NY,2016,May,"Opioids (T40.0-T40.4,T40.6)",1673,1824,100,0.437244124532077,
NY,NY,2016,June,"Opioids (T40.0-T40.4,T40.6)",1713,1878,100,0.46476638018096,
NY,NY,2016,July,"Opioids (T40.0-T40.4,T40.6)",1752,1928,100,0.483231157591057,
NY,NY,2016,August,"Opioids (T40.0-T40.4,T40.6)",1785,1968,100,0.493710336031597,
NY,NY,2016,September,"Opioids (T40.0-T40.4,T40.6)",1813,2007,100,0.514320911610718,
NY,NY,2016,October,"Opioids (T40.0-T40.4,T40.6)",1854,2060,100,0.531216670768726,
NY,NY,2016,November,"Opioids (T40.0-T40.4,T40.6)",1880,2093,100,0.540551566579634,
NY,NY,2016,December,"Opioids (T40.0-T40.4,T40.6)",1928,2165,100,0.585221634975599,
NY,NY,2017,January,"Opioids (T40.0-T40.4,T40.6)",1956,2171,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,"Opioids (T40.0-T40.4,T40.6)",1958,2181,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,"Opioids (T40.0-T40.4,T40.6)",1995,2220,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,"Opioids (T40.0-T40.4,T40.6)",1998,2220,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,"Opioids (T40.0-T40.4,T40.6)",2052,2275,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,"Opioids (T40.0-T40.4,T40.6)",2092,2325,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,"Opioids (T40.0-T40.4,T40.6)",2110,2351,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,"Opioids (T40.0-T40.4,T40.6)",2120,2362,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,"Opioids (T40.0-T40.4,T40.6)",2143,2388,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,"Opioids (T40.0-T40.4,T40.6)",2116,2350,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,"Opioids (T40.0-T40.4,T40.6)",2076,2298,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,"Opioids (T40.0-T40.4,T40.6)",2061,2259,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,"Opioids (T40.0-T40.4,T40.6)",2031,2251,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,"Opioids (T40.0-T40.4,T40.6)",1959,2210,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Percent with drugs specified,95.364238410596,,100,0.278684278684279,
NY,NY,2015,February,Percent with drugs specified,95.2600394996708,,100,0.29460542444813,
NY,NY,2015,March,Percent with drugs specified,95.3745928338762,,100,0.306482096337539,
NY,NY,2015,April,Percent with drugs specified,95.1784596117721,,100,0.307379134860051,
NY,NY,2015,May,Percent with drugs specified,95.1911220715166,,100,0.313323869397688,
NY,NY,2015,June,Percent with drugs specified,95.2380952380952,,100,0.309032879071888,
NY,NY,2015,July,Percent with drugs specified,95.5726092089728,,100,0.322339436562791,
NY,NY,2015,August,Percent with drugs specified,95.5568378534334,,100,0.337756089691886,
NY,NY,2015,September,Percent with drugs specified,95.578231292517,,100,0.353299982888605,
NY,NY,2015,October,Percent with drugs specified,95.5266138165345,,100,0.370757390028736,
NY,NY,2015,November,Percent with drugs specified,95.5841252096143,,100,0.395268873584544,
NY,NY,2015,December,Percent with drugs specified,95.449500554939,,100,0.405174864941712,
NY,NY,2016,January,Percent with drugs specified,95.5434782608696,,100,0.408054734559884,
NY,NY,2016,February,Percent with drugs specified,95.4569190600522,,100,0.401251988301093,
NY,NY,2016,March,Percent with drugs specified,95.1971688574317,,100,0.409755896675624,
NY,NY,2016,April,Percent with drugs specified,95.4091816367265,,100,0.423488681208849,
NY,NY,2016,May,Percent with drugs specified,95.7983193277311,,100,0.437244124532077,
NY,NY,2016,June,Percent with drugs specified,95.8171206225681,,100,0.46476638018096,
NY,NY,2016,July,Percent with drugs specified,95.873320537428,,100,0.483231157591057,
NY,NY,2016,August,Percent with drugs specified,95.9491285916156,,100,0.493710336031597,
NY,NY,2016,September,Percent with drugs specified,96.0875640428505,,100,0.514320911610718,
NY,NY,2016,October,Percent with drugs specified,96.4269354099863,,100,0.531216670768726,
NY,NY,2016,November,Percent with drugs specified,96.5299684542587,,100,0.540551566579634,
NY,NY,2016,December,Percent with drugs specified,96.797153024911,,100,0.585221634975599,
NY,NY,2017,January,Percent with drugs specified,96.8108344255133,,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Percent with drugs specified,96.8982088248143,,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Percent with drugs specified,97.2114972114972,,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Percent with drugs specified,97.2555746140652,,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Percent with drugs specified,96.9089390142022,,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Percent with drugs specified,96.8788501026694,,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Percent with drugs specified,96.9474969474969,,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Percent with drugs specified,96.9168356997972,,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Percent with drugs specified,97.0107612594659,,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Percent with drugs specified,96.8649517684888,,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Percent with drugs specified,96.8903436988543,,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Percent with drugs specified,96.7239967239967,,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Percent with drugs specified,96.5702479338843,,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Percent with drugs specified,96.6311300639659,,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,Psychostimulants with abuse potential (T43.6),41,44,100,0.278684278684279,
NY,NY,2015,February,Psychostimulants with abuse potential (T43.6),41,44,100,0.29460542444813,
NY,NY,2015,March,Psychostimulants with abuse potential (T43.6),45,49,100,0.306482096337539,
NY,NY,2015,April,Psychostimulants with abuse potential (T43.6),39,42,100,0.307379134860051,
NY,NY,2015,May,Psychostimulants with abuse potential (T43.6),37,40,100,0.313323869397688,
NY,NY,2015,June,Psychostimulants with abuse potential (T43.6),34,37,100,0.309032879071888,
NY,NY,2015,July,Psychostimulants with abuse potential (T43.6),32,35,100,0.322339436562791,
NY,NY,2015,August,Psychostimulants with abuse potential (T43.6),36,39,100,0.337756089691886,
