ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
42,PENNSYLVANIA,PA,42045,Delaware,42045407804,"Census Tract 4078.04, Delaware County, Pennsylvania",0.834713141596,4441,178,1621,47,1548,65,110,105,87,58,42655,2894,109,56,812,143,1090,90,345,85,37,45,284,276,17,41,0,14,0,10,13,22,39,31,8,7,2.5,2.4,3.7,2.4,42655.0,2894.0,3.5,1.8,18.3,3.4,24.5,1.8,7.8,2.0,2.4,2.9,6.4,6.2,0.4,1.0,0.0,0.9,0.0,1.5,0.8,1.4,2.5,2.0,0.2,0.2,0.0607,0.2837,0.1681,0.1426,0.6551,0.0912,0.5372,0.7958,0.0967,0.0938,1.5235,0.2096,0.3024,0.399,0.7014,0.3615,0.0,0.0,0.4737,0.1647,0.3959,1.0343,0.0814,3.9143,0.0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,1.6,1.5,2112
42,PENNSYLVANIA,PA,42045,Delaware,42045407805,"Census Tract 4078.05, Delaware County, Pennsylvania",0.400995498548,1803,142,581,20,569,28,31,25,78,41,39365,4141,45,25,283,29,424,74,182,63,39,23,98,221,67,59,7,14,0,10,0,14,14,15,0,10,1.7,1.4,7.6,3.9,39365.0,4141.0,3.6,2.0,15.7,1.9,23.5,3.7,10.1,3.5,6.9,4.1,5.4,12.3,4.0,3.6,1.2,2.4,0.0,4.2,0.0,2.5,2.5,2.7,0.0,0.6,0.031,0.7502,0.2197,0.147,1.1479,0.2393,0.369,0.7386,0.2049,0.4834,1.7959,0.3658,0.2645,0.8793,1.1438,0.6132,0.3327,0.0,0.0,0.1647,0.0,0.4974,0.0238,4.585,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,3.3,2.1,1354
42,PENNSYLVANIA,PA,42045,Delaware,42045407806,"Census Tract 4078.06, Delaware County, Pennsylvania",0.516171269556,1645,91,666,27,635,38,22,21,5,7,42244,3784,90,43,301,63,350,51,94,31,11,19,460,167,48,50,0,14,5,10,0,14,20,16,5,4,1.3,1.3,0.5,0.7,42244.0,3784.0,7.3,3.5,18.3,3.9,21.3,2.9,5.7,1.9,1.7,3.1,28.0,10.1,3.3,3.4,0.0,2.1,0.8,1.6,0.0,2.2,3.1,2.5,0.3,0.2,0.02,0.0053,0.1728,0.4137,0.6118,0.0793,0.5372,0.575,0.0347,0.0557,1.2026,0.0892,0.7273,0.8546,1.5819,0.8355,0.0,0.5629,0.0,0.2129,0.4794,1.2552,0.1246,4.6515,0.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1.0,1.0,3245
42,PENNSYLVANIA,PA,42045,Delaware,42045407901,"Census Tract 4079.01, Delaware County, Pennsylvania",3.49551268068,4003,166,1410,54,1410,54,71,49,96,52,73342,7784,31,31,777,68,926,107,347,92,42,31,406,271,11,42,0,14,0,10,0,14,6,10,19,10,1.8,1.2,4.6,2.3,73342.0,7784.0,1.1,1.1,19.4,1.8,23.1,2.5,8.7,2.4,3.0,2.3,10.1,6.8,0.3,1.1,0.0,1.0,0.0,1.8,0.0,1.0,0.4,0.7,0.5,0.2,0.0344,0.4252,0.0182,0.025,0.5028,0.0486,0.6163,0.7145,0.1336,0.1307,1.5951,0.245,0.4353,0.349,0.7843,0.4059,0.0,0.0,0.0,0.0207,0.5591,0.5798,0.0307,3.462,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0.5,0.5,2910
42,PENNSYLVANIA,PA,42045,Delaware,42045407902,"Census Tract 4079.02, Delaware County, Pennsylvania",1.183376761166,2822,162,1239,84,1210,87,61,53,71,60,56384,6002,54,44,434,58,670,111,173,70,77,65,479,272,14,43,258,73,0,10,0,14,91,61,15,12,2.2,1.9,4.2,3.6,56384.0,6002.0,2.7,2.2,15.4,2.2,23.7,3.7,6.2,2.6,6.4,5.4,17.0,9.6,0.5,1.6,20.8,5.8,0.0,2.0,0.0,1.2,7.5,4.9,0.5,0.4,0.0479,0.3638,0.0607,0.1013,0.5737,0.0689,0.3487,0.7495,0.0451,0.4387,1.582,0.239,0.5916,0.4462,1.0378,0.5528,0.8799,0.0,0.0,0.5172,0.5591,1.9562,0.346,5.1497,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,55,2.4,2.0,2823
42,PENNSYLVANIA,PA,42045,Delaware,42045407903,"Census Tract 4079.03, Delaware County, Pennsylvania",0.92455405767,3563,177,1659,63,1469,84,86,59,146,77,52696,7848,70,57,477,75,781,107,283,90,33,30,1095,325,53,54,530,118,0,10,0,14,69,44,22,21,2.4,1.7,7.1,3.8,52696.0,7848.0,2.8,2.3,13.4,2.2,21.9,2.8,7.9,2.6,2.2,2.1,30.7,9.0,1.6,1.6,31.9,7.1,0.0,1.5,0.0,1.0,4.7,2.9,0.6,0.6,0.0554,0.7098,0.0767,0.1073,0.9492,0.1754,0.2367,0.6291,0.1017,0.0832,1.0507,0.0626,0.7502,0.7136,1.4638,0.7777,0.9437,0.0,0.0,0.3528,0.586,1.8825,0.3159,5.3462,0.2091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,62,48,1.7,1.3,2631
42,PENNSYLVANIA,PA,42045,Delaware,42045408001,"Census Tract 4080.01, Delaware County, Pennsylvania",2.29799609207,6101,252,2287,66,2202,98,154,159,50,43,50949,7661,258,111,1214,104,1294,152,731,197,60,55,697,359,213,134,0,21,0,15,7,21,40,46,7,5,2.5,2.6,1.5,1.3,50949.0,7661.0,5.9,2.5,19.9,1.7,21.2,2.3,12.0,3.4,2.7,2.5,11.4,5.9,3.7,2.3,0.0,0.9,0.0,1.1,0.3,1.0,1.8,2.1,0.1,0.1,0.0607,0.0351,0.0886,0.3058,0.4902,0.0464,0.6542,0.5629,0.3282,0.1107,1.656,0.2844,0.469,0.8718,1.3408,0.7164,0.0,0.0,0.3271,0.1039,0.3177,0.7487,0.0482,4.2357,0.0781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64,1.4,1.0,3971
42,PENNSYLVANIA,PA,42045,Delaware,42045408002,"Census Tract 4080.02, Delaware County, Pennsylvania",3.662338088432,3958,196,1596,60,1565,63,231,125,100,53,58808,6459,192,117,1071,135,589,103,570,130,8,16,476,295,76,58,143,39,0,10,6,16,84,35,158,101,5.9,3.2,4.7,2.5,58808.0,6459.0,6.0,3.6,27.1,2.9,14.9,2.5,14.6,3.2,0.5,1.0,12.0,7.4,2.0,1.6,9.0,2.5,0.0,1.6,0.4,1.0,5.4,2.2,4.0,2.5,0.2638,0.438,0.0491,0.3121,1.063,0.2118,0.9387,0.1201,0.5307,0.0178,1.6073,0.2556,0.4828,0.7658,1.2486,0.672,0.6942,0.0,0.3449,0.4036,0.8474,2.2901,0.4997,6.209,0.3411,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18,22,0.5,0.6,4865
42,PENNSYLVANIA,PA,42045,Delaware,42045408101,"Census Tract 4081.01, Delaware County, Pennsylvania",1.73020800444,5596,295,1774,47,1766,48,62,46,89,61,41376,4251,297,107,1434,193,1144,151,534,125,66,50,741,397,160,96,74,52,0,15,0,21,41,39,533,196,1.2,0.9,3.3,2.2,41376.0,4251.0,7.4,2.4,25.6,2.7,20.4,2.5,10.5,2.3,3.7,2.9,13.2,7.1,3.0,1.8,4.2,3.0,0.0,1.4,0.0,1.2,2.3,2.2,9.5,3.5,0.0181,0.2242,0.1856,0.4237,0.8516,0.1435,0.9162,0.4916,0.2325,0.1839,1.8242,0.3824,0.5141,0.8421,1.3562,0.7251,0.5266,0.0,0.0,0.1475,0.9262,1.6003,0.2154,5.6323,0.2473,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,59,38,1.2,0.8,3275
42,PENNSYLVANIA,PA,42045,Delaware,42045408102,"Census Tract 4081.02, Delaware County, Pennsylvania",1.007510775084,3484,191,1323,66,1291,75,130,75,116,59,41984,4460,127,50,627,130,633,97,425,100,47,43,574,294,99,86,0,14,0,10,0,14,64,45,26,13,3.7,2.2,5.7,2.8,41984.0,4460.0,4.8,2.0,18.0,4.0,18.2,2.6,12.2,2.9,3.6,3.4,16.5,8.4,3.0,2.6,0.0,1.1,0.0,1.9,0.0,1.1,5.0,3.5,0.7,0.4,0.1317,0.5751,0.1768,0.2308,1.1144,0.2271,0.5178,0.2889,0.3461,0.1751,1.3279,0.1289,0.5819,0.8421,1.424,0.7583,0.0,0.0,0.0,0.3723,0.6094,0.9817,0.0729,4.848,0.1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,46,2.1,1.4,2159
42,PENNSYLVANIA,PA,42045,Delaware,42045408103,"Census Tract 4081.03, Delaware County, Pennsylvania",1.504040649798,4570,253,1637,76,1571,81,276,167,106,62,33511,3016,213,99,896,89,952,104,533,123,65,46,823,411,202,89,313,88,0,10,52,40,61,45,124,54,6.1,3.7,4.5,2.5,33511.0,3016.0,6.6,3.0,19.6,1.9,20.8,2.0,11.9,2.6,4.1,2.9,18.0,9.0,4.7,2.1,19.1,5.3,0.0,1.5,3.3,2.6,3.9,2.9,2.7,1.2,0.2766,0.412,0.3531,0.3612,1.4029,0.3177,0.631,0.5244,0.322,0.2201,1.6975,0.3048,0.6073,0.8981,1.5054,0.8008,0.863,0.0,0.8696,0.2799,0.7886,2.8011,0.7398,7.4069,0.5592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,112,4.7,2.4,7549
42,PENNSYLVANIA,PA,42045,Delaware,42045408300,"Census Tract 4083, Delaware County, Pennsylvania",1.525437650434,4503,258,1348,79,1271,88,75,45,116,61,62696,7760,57,47,810,112,693,94,249,84,82,50,916,322,33,42,94,64,0,10,0,14,96,63,1343,152,2.4,1.4,4.9,2.4,62696.0,7760.0,2.3,1.8,18.0,2.3,15.4,1.9,5.7,1.9,6.5,3.9,20.3,7.1,0.8,1.0,7.0,4.8,0.0,1.8,0.0,1.1,7.6,4.7,29.8,2.9,0.0554,0.4709,0.0369,0.0766,0.6398,0.0868,0.5178,0.1385,0.0347,0.4484,1.1394,0.0776,0.6448,0.5594,1.2042,0.6438,0.6373,0.0,0.0,0.5219,0.9728,2.132,0.4239,5.1154,0.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,90,46,2.1,1.0,5112
42,PENNSYLVANIA,PA,42045,Delaware,42045408400,"Census Tract 4084, Delaware County, Pennsylvania",1.707278178864,1998,125,999,74,963,73,74,47,16,14,100612,17334,25,31,964,111,208,35,430,110,0,14,99,174,0,40,456,81,0,10,0,14,155,50,112,109,3.8,2.4,2.4,2.1,100612.0,17334.0,1.4,1.7,48.2,3.9,10.4,1.6,22.2,5.2,0.0,1.5,5.0,8.7,0.0,2.0,45.6,7.4,0.0,2.5,0.0,1.5,16.1,4.7,5.6,5.4,0.1405,0.1102,0.0016,0.0353,0.2876,0.0113,0.9987,0.045,0.9118,0.0,1.9555,0.4593,0.2442,0.0,0.2442,0.1104,0.974,0.0,0.0,0.7658,0.8846,2.6244,0.6616,5.1117,0.1771,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,3,3,8,0.2,0.4,1840
42,PENNSYLVANIA,PA,42045,Delaware,42045408500,"Census Tract 4085, Delaware County, Pennsylvania",0.720708804056,3996,309,1564,44,1510,57,122,110,84,44,48941,4676,94,50,634,75,923,130,301,121,49,35,644,439,86,96,143,61,0,10,4,12,20,20,0,10,3.1,2.7,3.4,1.9,48941.0,4676.0,3.4,1.8,15.9,2.3,23.1,2.7,7.5,2.7,3.2,2.3,16.1,10.9,2.3,2.6,9.1,3.9,0.0,1.6,0.3,0.8,1.3,1.3,0.0,0.3,0.0945,0.2364,0.103,0.1382,0.5721,0.0683,0.3784,0.7145,0.0864,0.1448,1.3241,0.1273,0.5741,0.7914,1.3655,0.7301,0.697,0.0,0.3271,0.0708,0.0,1.0949,0.0911,4.3566,0.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,1.2,1.1,2642
42,PENNSYLVANIA,PA,42045,Delaware,42045408600,"Census Tract 4086, Delaware County, Pennsylvania",0.629699929432,3341,131,1313,53,1289,47,38,30,55,39,51373,7367,41,49,565,46,756,48,318,106,46,38,184,206,10,41,119,58,0,10,0,14,52,44,5,4,1.1,0.9,2.9,2.0,51373.0,7367.0,1.7,2.1,16.9,1.3,22.6,1.1,9.5,3.2,3.6,3.0,5.5,6.2,0.3,1.3,9.1,4.5,0.0,1.9,0.0,1.1,4.0,3.4,0.1,0.1,0.0156,0.1644,0.0858,0.0488,0.3146,0.0144,0.4465,0.6804,0.169,0.1751,1.471,0.183,0.2689,0.349,0.6179,0.3152,0.697,0.0,0.0,0.288,0.3177,1.3027,0.1356,3.7062,0.0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,72,3.4,2.1,1686
42,PENNSYLVANIA,PA,42045,Delaware,42045408700,"Census Tract 4087, Delaware County, Pennsylvania",0.82479881444,4707,281,1827,37,1684,106,139,75,90,54,51816,5300,67,43,714,71,1161,173,328,104,64,44,382,406,29,48,103,57,0,10,11,19,75,56,17,24,3.0,1.6,3.3,1.9,51816.0,5300.0,2.1,1.3,15.2,1.4,24.7,3.4,7.0,2.2,3.8,2.6,8.1,8.6,0.7,1.1,5.6,3.2,0.0,1.4,0.7,1.2,4.5,3.3,0.4,0.5,0.0854,0.2242,0.0808,0.0666,0.457,0.0388,0.3368,0.808,0.0663,0.1904,1.4015,0.1574,0.3715,0.5303,0.9018,0.4659,0.5801,0.0,0.4412,0.335,0.5244,1.8807,0.314,4.641,0.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,54,2.1,1.2,2523
42,PENNSYLVANIA,PA,42045,Delaware,42045408800,"Census Tract 4088, Delaware County, Pennsylvania",0.628355136166,5185,359,2124,50,2062,71,359,194,114,68,43152,4377,146,94,820,181,1323,241,499,157,254,112,1054,566,104,149,0,21,0,15,18,30,92,59,0,15,6.9,3.7,4.1,2.5,43152.0,4377.0,4.2,2.7,15.8,3.7,25.5,4.3,9.6,3.1,12.3,5.4,20.3,10.8,2.2,3.1,0.0,1.0,0.0,1.2,0.9,1.5,4.5,2.8,0.0,0.3,0.3238,0.3494,0.1603,0.1892,1.0227,0.1986,0.374,0.8471,0.1743,0.7896,2.185,0.6126,0.6448,0.783,1.4278,0.7605,0.0,0.0,0.505,0.335,0.0,0.84,0.0548,5.4755,0.2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,66,1.4,1.3,2460
42,PENNSYLVANIA,PA,42045,Delaware,42045408900,"Census Tract 4089, Delaware County, Pennsylvania",0.575660321308,2952,155,1077,30,1077,30,32,39,85,47,52350,6712,10,16,507,45,751,80,268,84,68,60,306,265,9,40,0,14,0,10,0,14,27,25,0,10,1.1,1.3,5.4,3.0,52350.0,6712.0,0.5,0.8,17.2,1.6,25.4,2.4,9.1,2.8,6.3,5.6,10.4,9.0,0.3,1.5,0.0,1.3,0.0,2.3,0.0,1.3,2.5,2.3,0.0,0.3,0.0156,0.5369,0.0779,0.0122,0.6426,0.0883,0.465,0.8452,0.1527,0.4253,1.8882,0.4168,0.4422,0.349,0.7912,0.4103,0.0,0.0,0.0,0.1647,0.0,0.1647,0.0094,3.4867,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0.8,0.9,986
42,PENNSYLVANIA,PA,42045,Delaware,42045409000,"Census Tract 4090, Delaware County, Pennsylvania",0.477980376328,3606,220,1366,31,1299,64,39,37,108,68,48553,7660,163,106,483,95,954,138,256,93,40,51,614,376,62,53,0,14,0,10,0,14,29,44,9,5,1.1,1.0,5.3,3.3,48553.0,7660.0,6.6,4.2,13.4,2.7,26.5,3.5,7.1,2.6,3.1,3.9,17.0,10.4,1.9,1.6,0.0,1.0,0.0,1.8,0.0,1.1,2.2,3.4,0.2,0.1,0.0156,0.5257,0.1055,0.3612,1.008,0.1958,0.2367,0.8806,0.0701,0.1363,1.3237,0.1267,0.5916,0.7536,1.3452,0.7198,0.0,0.0,0.0,0.1356,0.3959,0.5315,0.0269,4.2084,0.0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,68,2.4,1.9,2497
42,PENNSYLVANIA,PA,42045,Delaware,42045409100,"Census Tract 4091, Delaware County, Pennsylvania",0.531050096228,4289,191,1499,41,1469,50,75,53,132,72,42795,3315,51,36,577,58,1169,71,320,101,62,36,251,286,65,70,53,47,0,10,0,14,45,36,7,4,1.8,1.3,5.6,2.9,42795.0,3315.0,1.8,1.2,13.5,1.4,27.3,1.1,7.5,2.4,4.2,2.5,5.9,6.7,1.6,1.8,3.5,3.1,0.0,1.7,0.0,1.0,3.1,2.5,0.2,0.1,0.0344,0.5582,0.1656,0.0538,0.812,0.1331,0.242,0.9021,0.0864,0.2276,1.4581,0.1768,0.2842,0.7136,0.9978,0.5272,0.4956,0.0,0.0,0.2129,0.3959,1.1044,0.0924,4.3723,0.089,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,142,93,3.3,2.2,3414
42,PENNSYLVANIA,PA,42045,Delaware,42045409200,"Census Tract 4092, Delaware County, Pennsylvania",0.472158730372,4243,155,1495,35,1436,61,186,106,155,61,39336,2815,101,66,561,61,1084,78,262,82,90,41,406,224,97,79,0,14,0,10,9,17,50,43,11,6,4.4,2.5,6.2,2.4,39336.0,2815.0,3.4,2.2,13.2,1.5,25.5,1.6,6.2,1.9,6.3,2.9,9.6,5.3,2.4,2.0,0.0,0.9,0.0,1.7,0.6,1.2,3.5,3.0,0.3,0.1,0.1737,0.6337,0.2203,0.1382,1.1659,0.2447,0.2261,0.8471,0.0451,0.4253,1.5436,0.2209,0.419,0.8008,1.2198,0.6542,0.0,0.0,0.4059,0.2451,0.4794,1.1304,0.098,5.0597,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,76,3.8,1.8,2899
42,PENNSYLVANIA,PA,42045,Delaware,42045409300,"Census Tract 4093, Delaware County, Pennsylvania",0.629459773988,2498,117,885,39,854,50,129,66,105,66,39508,3891,46,28,345,59,588,48,169,74,37,23,222,182,25,42,56,28,6,10,0,14,39,22,7,5,5.2,2.6,7.7,4.8,39508.0,3891.0,2.8,1.6,13.8,2.4,23.5,1.6,6.8,3.0,4.3,2.7,8.9,7.3,1.0,1.8,6.3,3.2,0.7,1.1,0.0,1.7,4.6,2.6,0.3,0.2,0.2243,0.7561,0.2169,0.1073,1.3046,0.2851,0.2583,0.7386,0.062,0.2395,1.2984,0.1155,0.3962,0.6079,1.0041,0.5322,0.6132,0.5438,0.0,0.3413,0.4794,1.9777,0.355,5.5848,0.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,32,2.0,1.3,2081
42,PENNSYLVANIA,PA,42045,Delaware,42045409400,"Census Tract 4094, Delaware County, Pennsylvania",0.461720848904,3000,182,989,37,953,46,41,41,55,49,40229,3198,110,59,525,105,651,89,275,79,18,15,374,277,63,51,68,34,0,10,4,12,33,25,159,117,1.4,1.5,3.4,3.0,40229.0,3198.0,5.3,2.8,17.5,3.0,21.7,2.7,9.7,2.8,1.9,1.6,12.5,9.2,2.3,1.8,6.9,3.5,0.0,2.5,0.4,1.3,3.5,2.6,5.3,3.9,0.0232,0.2364,0.2038,0.2627,0.7261,0.1087,0.4878,0.6094,0.1815,0.0669,1.3456,0.1361,0.4931,0.7914,1.2845,0.6929,0.6335,0.0,0.3449,0.2451,0.8787,2.1022,0.4101,5.4584,0.2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,49,2.6,1.7,2033
42,PENNSYLVANIA,PA,42045,Delaware,42045409500,"Census Tract 4095, Delaware County, Pennsylvania",0.760832137794,4844,218,1694,39,1662,61,65,57,147,81,39006,3989,166,108,899,184,1253,75,589,144,23,25,415,378,88,105,241,80,9,14,52,48,95,44,5,3,1.3,1.2,5.9,2.9,39006.0,3989.0,5.1,3.3,18.6,3.6,25.9,1.0,12.2,3.0,1.4,1.5,8.6,7.8,2.0,2.3,14.2,4.7,0.5,0.8,3.1,2.9,5.7,2.6,0.1,0.1,0.02,0.598,0.2275,0.2458,1.0913,0.2212,0.561,0.8605,0.3461,0.0438,1.8114,0.3736,0.3868,0.7658,1.1526,0.6154,0.8011,0.4944,0.8558,0.4255,0.3177,2.8945,0.7774,6.9498,0.4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,290,7.5,5.8,1436
42,PENNSYLVANIA,PA,42045,Delaware,42045409601,"Census Tract 4096.01, Delaware County, Pennsylvania",2.270514123914,4516,353,1941,74,1750,103,239,103,72,46,72223,8799,43,38,971,94,1153,214,497,115,69,52,1183,453,99,63,434,114,0,10,29,27,163,60,98,28,5.4,2.4,3.4,2.2,72223.0,8799.0,1.4,1.2,21.5,2.5,25.5,4.3,11.2,2.8,3.9,3.0,26.2,9.8,2.3,1.5,22.4,5.8,0.0,1.3,1.7,1.6,9.3,3.3,2.2,0.6,0.2359,0.2364,0.0197,0.0353,0.5273,0.0551,0.7661,0.8471,0.2785,0.2017,2.0934,0.5472,0.7126,0.7914,1.504,0.7996,0.8918,0.0,0.6948,0.5842,0.7586,2.9294,0.7915,7.0541,0.4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,27,1.2,0.6,4009
42,PENNSYLVANIA,PA,42045,Delaware,42045409602,"Census Tract 4096.02, Delaware County, Pennsylvania",0.4074148304,4885,333,1640,79,1572,96,904,316,150,70,27654,4001,96,62,385,84,589,98,348,105,150,49,1418,481,48,53,658,92,0,10,34,53,172,89,1607,212,27.5,8.0,7.3,3.3,27654.0,4001.0,4.6,2.9,7.9,1.9,12.1,1.8,7.1,2.2,9.5,3.1,29.0,9.7,1.0,1.1,40.1,5.3,0.0,1.5,2.2,3.4,10.9,5.5,32.9,3.7,0.8648,0.7235,0.5875,0.2158,2.3916,0.6463,0.0547,0.0613,0.0701,0.6651,0.8512,0.0419,0.7358,0.6079,1.3437,0.7186,0.9659,0.0,0.7633,0.6396,0.9753,3.3441,0.913,7.9306,0.6498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,77,46,1.6,0.9,2686
42,PENNSYLVANIA,PA,42045,Delaware,42045409701,"Census Tract 4097.01, Delaware County, Pennsylvania",6.278058288506,7113,364,1969,87,1872,97,344,225,230,119,72754,7971,17,26,1047,121,1415,158,426,102,73,66,1397,512,21,57,80,67,0,15,0,21,0,15,1592,230,6.2,4.0,6.7,3.3,72754.0,7971.0,0.5,0.7,14.7,1.7,19.9,2.0,6.0,1.4,3.9,3.5,19.6,7.1,0.3,0.8,4.1,3.4,0.0,1.3,0.0,1.1,0.0,1.3,22.4,3.0,0.2841,0.6803,0.0188,0.0122,0.9954,0.1917,0.3099,0.4434,0.0407,0.2017,0.9957,0.0557,0.6329,0.349,0.9819,0.5128,0.5206,0.0,0.0,0.0,0.9622,1.4828,0.1813,4.4558,0.0984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,149,77,2.1,1.1,13404
42,PENNSYLVANIA,PA,42045,Delaware,42045409702,"Census Tract 4097.02, Delaware County, Pennsylvania",0.289592716284,1984,223,154,17,154,17,57,77,27,36,18262,3098,22,17,105,88,132,43,72,68,0,14,305,301,0,40,0,14,0,10,0,14,4,6,1536,220,11.1,13.2,4.1,5.0,18262.0,3098.0,5.4,4.4,5.3,4.2,6.7,2.0,3.6,3.3,0.0,9.2,15.4,15.1,0.0,2.1,0.0,9.2,0.0,14.9,0.0,9.2,2.6,3.8,77.4,6.9,0.5404,0.3494,0.8851,0.2692,2.0441,0.5329,0.0163,0.0238,0.005,0.0,0.0451,0.0041,0.5635,0.0,0.5635,0.2839,0.0,0.0,0.0,0.1763,0.9928,1.1691,0.1055,3.8218,0.0451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,16,0.8,0.8,6142
42,PENNSYLVANIA,PA,42045,Delaware,42045409802,"Census Tract 4098.02, Delaware County, Pennsylvania",2.278641957116,6245,419,1668,69,1530,105,498,395,137,54,52857,7375,48,46,646,88,1199,197,312,89,83,43,1324,568,31,59,458,105,0,15,55,45,39,32,2203,337,12.3,9.2,4.8,1.9,52857.0,7375.0,1.8,1.8,10.3,1.7,19.2,2.9,5.0,1.5,5.4,2.8,21.2,9.0,0.5,1.0,27.5,6.2,0.0,1.5,3.6,3.0,2.5,2.0,35.3,4.8,0.5904,0.4534,0.0757,0.0538,1.1733,0.2475,0.1179,0.3759,0.0207,0.3437,0.8582,0.0429,0.6582,0.4462,1.1044,0.5922,0.9253,0.0,0.8902,0.1647,0.9784,2.9586,0.8056,6.0945,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,126,55,2.0,0.9,14537
