Gene	logFC	SE	CI_lower	CI_upper	df	P.Value	qval	rank
OR1F2P	0.0984675739559382	0.0623974333610646	-0.0238291481594864	0.220764296071363	1	0.114549322083474	0.176347965195906	13116
OPCML	0.0975752381656605	0.0618337907552512	-0.0236167647422177	0.218767241073539	1	0.114559976132679	0.176350921557601	13117
PRAM1	0.19120886435828	0.121191354755657	-0.0463218262004253	0.428739554916986	1	0.114624563402475	0.176436894665557	13118
LOC101929902	0.0752220836734457	0.0476788578967202	-0.018226760628129	0.16867092797502	1	0.114638645983101	0.176445120793565	13119
SPOPL	0.239062825613648	0.151537119812467	-0.0579444715397182	0.536070122767013	1	0.114660770579603	0.17646572252617	13120
FBXO4	-0.321157652447793	0.203593816218921	-0.720194199711945	0.0778788948163583	1	0.114693614073026	0.176502816505033	13121
SLC25A31	0.0530033691780257	0.0336117204361727	-0.0128743923353016	0.118881130691353	1	0.114811366604442	0.176670561993361	13122
MORC2-AS1	-1.14443880415717	0.725766196691223	-2.56691441086858	0.278036802554239	1	0.114825484600687	0.17667882230108	13123
LPAR3	0.0777895890374519	0.0493368919889779	-0.0189089423700874	0.174488120444991	1	0.114864050431501	0.176724695695891	13124
C8orf88	2.30234930881617	1.46063948978786	-0.560451485564984	5.16515010319733	1	0.114965626807085	0.176867499922945	13125
KIAA0040	0.421017259940425	0.267130128698407	-0.102548171494001	0.944582691374852	1	0.11500839696172	0.176919819552876	13126
PERM1	0.185694791950143	0.117831974340221	-0.0452516339839387	0.416641217884225	1	0.115042232370889	0.176958387752951	13127
GLYAT	0.156272540828159	0.0991878340614076	-0.0381320416367351	0.350677123293053	1	0.115136176198323	0.177089402025939	13128
ISCA2	0.51920896616947	0.32962201108419	-0.126838304067205	1.16525623640614	1	0.115218425948007	0.177202411207415	13129
ANPEP	0.227803792695244	0.14467381215185	-0.0557516686284945	0.511359254018983	1	0.115348151371479	0.177388413746604	13130
RNF215	0.153518305327959	0.0975013752627603	-0.0375808786301754	0.344617489286094	1	0.115366239194069	0.177400202364123	13131
LOC101927495	0.103880457095214	0.0659770604892231	-0.0254322052694843	0.233193119459911	1	0.115373388344179	0.177400202364123	13132
LOC101928123	-0.194969497593634	0.12386712062191	-0.437744592881256	0.047805597693988	1	0.115482504031668	0.17755445986503	13133
SPEM2	0.100373218179338	0.0637723500413563	-0.0246182911112014	0.225364727469878	1	0.115503621516868	0.177573406857667	13134
BSN	0.178885372203396	0.113686688746983	-0.0439364432623061	0.401707187669098	1	0.115604375633805	0.177710395834571	13135
ARNT2	0.0695615010781773	0.0442090146371434	-0.0170865754026277	0.156209577558982	1	0.115610328827403	0.177710395834571	13136
CHMP1B	0.403078170437653	0.256184809625336	-0.0990348298142554	0.905191170689561	1	0.115628945016586	0.177725482056398	13137
PSG2	0.113752349383583	0.0723120577124433	-0.0279766793807882	0.255481378147953	1	0.115701263390361	0.177823101718539	13138
CWC27	0.367108753896266	0.233428848382167	-0.0904033818854424	0.824620889677974	1	0.115793059545744	0.177950639953395	13139
OR1G1	0.0867547520189794	0.0551733775572281	-0.0213830808986183	0.194892584936577	1	0.115857254965579	0.178035745225645	13140
LOC100506929	0.110017689315364	0.0699796197797916	-0.0271398451048339	0.247175223735563	1	0.115918319003465	0.178116025973515	13141
HIST1H4I	0.239101756941729	0.152096202011157	-0.059001321185467	0.537204835068926	1	0.115940598648238	0.17811781125737	13142
LACRT	0.0734819420736857	0.0467433486732631	-0.018133337842708	0.165097221990079	1	0.115943615460964	0.17811781125737	13143
OLIG2	-0.384840452600447	0.244806354791461	-0.864652091178245	0.0949711859773503	1	0.115945944491228	0.17811781125737	13144
CLSTN2-AS1	0.155503242532965	0.0989524379235514	-0.0384399719796307	0.349446457045561	1	0.116067759238564	0.178289951714367	13145
FAM189A1	0.0779484446696514	0.0496035651709103	-0.0192727565701182	0.175169645909421	1	0.116083203392446	0.178289951714367	13146
GLT8D1	-0.260502717345963	0.165775072264955	-0.585415888519799	0.0644104538278734	1	0.116084488668224	0.178289951714367	13147
FAM66D	0.0683445271940149	0.0435065628999043	-0.016926769180924	0.153615823568954	1	0.116205517992077	0.178462261887437	13148
CCDC81	0.143316469503005	0.0912421350384812	-0.0355148290449585	0.322147768050968	1	0.116246114399977	0.178511030646006	13149
ITIH1	0.0802369603161008	0.05110064907578	-0.0199184714590479	0.18039239209125	1	0.116374410113302	0.178694455437856	13150
MED30	0.334714640899935	0.213200485907101	-0.0831506329644213	0.752579914764292	1	0.116426156819561	0.178751876504946	13151
LOC101927358	0.0645165902533089	0.0410949896029297	-0.0160281093134813	0.145061289820099	1	0.116429510687056	0.178751876504946	13152
MAD2L1BP	0.50521184691372	0.321907108265166	-0.125714491653441	1.13613818548088	1	0.11654692909557	0.178918542712518	13153
LRTM1	0.126779136256978	0.0808306311157267	-0.0316459895774894	0.285204262091444	1	0.116775189656307	0.179255331423152	13154
MOB3B	-0.467237322911523	0.297911552912909	-1.05113323719922	0.116658591376178	1	0.116793414068988	0.179269678212163	13155
PTPN6	-0.175995833224321	0.112225669442995	-0.395954103473489	0.0439624370248462	1	0.116827108703141	0.179307766717378	13156
TMEM132E	-0.137593253608231	0.0877410069196396	-0.309562467138005	0.0343759599215419	1	0.116840296890914	0.179314378264144	13157
FAM20B	-0.151933855507913	0.0968942514070631	-0.341843098574726	0.0379753875589005	1	0.11687229485401	0.179349853905773	13158
CCDC157	0.151456394243025	0.096601620375532	-0.0378793025412283	0.340792091027278	1	0.116917245433241	0.179392932291616	13159
SERTAD2	-0.442075015295655	0.281967967990746	-0.994722077351459	0.110572046760149	1	0.116923149543643	0.179392932291616	13160
CLTA	-0.45800405705572	0.292131051123949	-1.03057039602449	0.114562281913049	1	0.116927019705327	0.179392932291616	13161
OLFML1	0.179631856967728	0.114632268600094	-0.0450432609545784	0.404306974890035	1	0.117108386821539	0.179648433285684	13162
VEZT	-0.48872434832816	0.311882505509452	-1.1000028265348	0.122554129878481	1	0.117111347431629	0.179648433285684	13163
LINC02580	-0.200833408189581	0.128210841095077	-0.452122039163519	0.0504552227843579	1	0.117247801109774	0.179844089942917	13164
SAAL1	-0.422767565449828	0.269933450383695	-0.951827406424499	0.106292275524844	1	0.117303714104185	0.179916186493862	13165
ZNF645	0.127324394961739	0.0813010209278434	-0.032022677963171	0.28667146788665	1	0.117328472771934	0.17992904359312	13166
ZNF407	0.242950596641995	0.155133266569474	-0.0611050186382252	0.547006211922215	1	0.117330658358361	0.17992904359312	13167
FOXD1	0.241728798189793	0.154356541917202	-0.0608044647460708	0.544262061125656	1	0.117338829538144	0.17992904359312	13168
RCCD1	0.0811287139179558	0.0518188593949834	-0.0204343842161568	0.182691812052068	1	0.11743728278255	0.180066338670001	13169
MAGEC1	0.0879298972659923	0.0561766207977028	-0.0221742562706688	0.198034050802653	1	0.117526631851565	0.180189654544176	13170
LGI1	0.0594464016998156	0.0379812303553805	-0.0149954418852497	0.133888245284881	1	0.117547254457786	0.180207589553688	13171
SPATA19	0.142117116056143	0.0908196366954282	-0.0358861009559087	0.320120333068194	1	0.117623230061884	0.180310375144971	13172
FUCA2	0.132345027976236	0.0845844457742317	-0.0334374393935397	0.298127495346011	1	0.117665067869735	0.180360817613732	13173
MIP	0.0788874107695807	0.0504273070671597	-0.0199482949193945	0.177723116458556	1	0.117728633315549	0.180444554721995	13174
PEX11G	0.572258494853308	0.365820390441075	-0.14473629522158	1.2892532849282	1	0.117743501609079	0.180453645881633	13175
WBP2NL	0.0823972312410454	0.0526783139479996	-0.0208503668633278	0.185644829345419	1	0.117780356198201	0.180493165199995	13176
ZBTB8B	0.137154329558652	0.087687324931488	-0.0347096692077253	0.30901832832503	1	0.11778716510699	0.180493165199995	13177
STK16	0.633535561563342	0.405094921013638	-0.160435893943486	1.42750701707017	1	0.117836639549926	0.180555275898627	13178
DUOX1	-0.304010368497077	0.194453300739303	-0.685131834621046	0.0771110976268918	1	0.11795602806684	0.180724494933275	13179
TPTE	0.0589151455938909	0.0376893837342518	-0.0149546891247523	0.132784980312534	1	0.118011169301702	0.180795260283761	13180
LINC01904	0.0875963753114438	0.0560590018986188	-0.0222772494191115	0.197470000041999	1	0.118152674556895	0.180992338830416	13181
ETNPPL	0.0633083048408196	0.0405159370250659	-0.0161014725282024	0.142718082209842	1	0.118157736255078	0.180992338830416	13182
LOC101926934	0.120132523139142	0.0768853835911032	-0.0305600596369672	0.270825105915251	1	0.118172966821071	0.181001937802553	13183
PVALB	0.198440473340085	0.127017899024198	-0.0505100341392884	0.447390980819458	1	0.118216572530607	0.181054993366051	13184
SNX29	-0.325431839194485	0.20832278930531	-0.733737003391819	0.0828733250028492	1	0.11825221099532	0.181095839546265	13185
CCDC3	0.169214580163125	0.108338714035208	-0.0431253974772674	0.381554557803518	1	0.118310803169239	0.181171829030281	13186
PCDHB15	0.0864958606144082	0.0553820469161948	-0.0220509567314412	0.195042677960258	1	0.118334347014389	0.181194140814024	13187
LOC162137	0.107756940445493	0.0690189861391747	-0.0275177866367591	0.243031667527744	1	0.118461193483868	0.181374614712334	13188
MORF4L1	0.390727374631472	0.250326184976807	-0.0999029323103803	0.881357681573325	1	0.118553727188708	0.181502529334626	13189
MYOD1	0.119769484770817	0.0767369817812282	-0.0306322358026967	0.27017120534433	1	0.118575857560219	0.181522647146015	13190
PACRG-AS1	0.0665546185840461	0.0426512923804315	-0.0170403783756873	0.150149615543779	1	0.118656847034314	0.181632859928502	13191
FAM69C	0.163630209378054	0.104892170300519	-0.0419546666712059	0.369215085427314	1	0.118763432502036	0.18178223386	13192
LINC00698	0.14284754825286	0.0915729566681675	-0.0366321487745955	0.322327245280315	1	0.118776047413297	0.181787762401978	13193
CLDN2	0.130593868256969	0.0837450102293724	-0.033543335677539	0.294731072191478	1	0.118896371864066	0.181957388435553	13194
CTSE	0.138170331122673	0.0886055638129939	-0.0354933827806603	0.311834045026007	1	0.118904899980543	0.181957388435553	13195
POM121	-0.394276242814076	0.252923932798371	-0.889998041927112	0.101445556298959	1	0.119026485995317	0.182129645742456	13196
ARIH2OS	0.220440176932464	0.1414174359992	-0.0567329044119659	0.497613258276893	1	0.119045938003733	0.182145607347986	13197
NT5C	0.065975123694988	0.0423283672149363	-0.0169869515706731	0.148937198960649	1	0.119079162875337	0.182182638034459	13198
OPTN	-0.361453445787479	0.231943676020645	-0.816054697229769	0.0931478056548111	1	0.119146197868498	0.182271386268711	13199
MOV10L1	0.0791233960190939	0.0507800685785779	-0.0204037095273928	0.178650501565581	1	0.119195677443076	0.18233326658565	13200
OAZ1	0.0564010303575432	0.036205361183819	-0.0145601736100065	0.127362234325093	1	0.119278578682101	0.182446258673508	13201
AOX2P	0.0877544486145332	0.0563611716926296	-0.0227114180294992	0.198220315258566	1	0.119470046093767	0.182725281830431	13202
OMP	0.152881603922272	0.098201778320054	-0.0395903448028203	0.345353552647364	1	0.119515376359821	0.182780767966182	13203
SNX7	0.192534724570422	0.123697864665603	-0.0499086351386695	0.434978084279513	1	0.119591166960135	0.182882826663059	13204
HSF5	-0.320359682767989	0.20583597914278	-0.723790788610376	0.0830714230743983	1	0.119616971263865	0.18290843496857	13205
GJB5	0.0733828115658591	0.0471614936332952	-0.0190520174125145	0.165817640544233	1	0.119710474906612	0.183037551818439	13206
ZNF268	-0.41039943610845	0.263823623131499	-0.927484235717057	0.106685363500156	1	0.119807380299146	0.183171850003813	13207
BIRC7	-0.104724852808446	0.0673378672532615	-0.236704647420578	0.0272549418036856	1	0.119894902781367	0.183291783537353	13208
LINC01771	-0.112219579326918	0.0721603365772584	-0.253651240130633	0.0292120814767969	1	0.119912223749815	0.183304385037192	13209
CST11	0.143180985973232	0.0921067665624956	-0.0373449592216979	0.323706931168161	1	0.120062564056544	0.18352030987356	13210
MDFI	0.0799574620095567	0.0514386503505543	-0.0208604400908784	0.180775364109992	1	0.120083361356572	0.183538205473613	13211
NAA11	0.0940830799689561	0.0605337185182344	-0.0245608281770687	0.212726988114981	1	0.120130514692279	0.183596378494286	13212
MUC2	0.0747210168030535	0.0480830572005104	-0.0195200435765261	0.168962077182633	1	0.120184684943895	0.183665265903816	13213
CCDC163	-0.373182328870391	0.240249698067243	-0.844063084378809	0.0976984266380268	1	0.12034902243368	0.1839024868307	13214
UQCRB	1.62735376796635	1.04779887461129	-0.426294289313373	3.68100182524608	1	0.12039529413456	0.18395519471111	13215
THAP9-AS1	-0.393206102212905	0.253180763516581	-0.889431280283757	0.103019075857947	1	0.120407682413839	0.18395519471111	13216
IGF2BP2	0.128605730514165	0.0828084166034522	-0.0336957836453901	0.29090724467372	1	0.120410846300353	0.18395519471111	13217
TMEM216	0.415257750452993	0.267397246286125	-0.108831221832999	0.939346722738984	1	0.12043222387123	0.183973934362829	13218
PTCD2	-0.626812703184	0.403636697115354	-1.4179260923688	0.164300686000796	1	0.120443903471785	0.183977857546129	13219
SLC6A11	0.187317066323531	0.120629559614036	-0.049112525990908	0.42374665863797	1	0.120464016496575	0.183994661202636	13220
THEMIS2	0.153853592003398	0.0990855427917367	-0.040350503257008	0.348057687263804	1	0.120486452907454	0.184015010748605	13221
LYPD5	0.0793404272243714	0.0511019660203602	-0.0208175857147242	0.179498440163467	1	0.12052099550904	0.184053845206363	13222
BEX2	-0.682015218156457	0.439309576745395	-1.54304616664097	0.179015730328051	1	0.120549653400529	0.184083687624857	13223
PPP1R1A	0.0770748740212454	0.0496506176861641	-0.0202385484538037	0.174388296496294	1	0.120579763831959	0.184115743443355	13224
ZCCHC14	-0.549508977889928	0.354009260827755	-1.24335437930597	0.144336423526118	1	0.12060369840159	0.184138365075608	13225
GINS3	0.0975504667784334	0.0628631280713215	-0.0256590001968855	0.220759933753752	1	0.120712124345268	0.184289975410528	13226
SLC25A18	0.232474124268458	0.149826856707036	-0.0611811187941772	0.526129367331092	1	0.120753531337668	0.184339253403658	13227
IPMK	0.687556410349495	0.443172326498691	-0.181045388532765	1.55615820923176	1	0.120795661691333	0.184389628127563	13228
C2orf54	0.0852468042075347	0.0549731188890092	-0.0224985289327618	0.192992137347831	1	0.120973643611988	0.184647351410784	13229
OR8B8	0.162938119921746	0.105099141980734	-0.0430524131665543	0.368928653010047	1	0.121062861848707	0.184764928013439	13230
ARL4D	-0.199262025206739	0.12853107772606	-0.451178308443935	0.0526542580304559	1	0.121068975958093	0.184764928013439	13231
GSTT2	0.199632960318356	0.128776814671737	-0.0527649584820379	0.452030879118749	1	0.121087665219071	0.184779484288353	13232
TRPC3	0.0658806805254769	0.0425043219179866	-0.0174262596210732	0.149187620672027	1	0.121147267189841	0.184856466341515	13233
NAV2-AS4	0.129093879278841	0.0832982288839244	-0.0341676493096243	0.292355407867307	1	0.121194472745456	0.184914522719982	13234
LUZP4	0.0896343050250558	0.0578396533155043	-0.0237293323516152	0.202997942401727	1	0.121212731559711	0.184928407680671	13235
LOC101927502	0.13835402155883	0.089291037779079	-0.0366531966303705	0.31336123974803	1	0.121268139540561	0.184998962949759	13236
NEDD1	0.314361658345178	0.20289422098675	-0.0833037074601631	0.71202702415052	1	0.121288728822883	0.18501639437876	13237
TBX18-AS1	0.0604761947454162	0.0390425775916437	-0.016045851197816	0.136998240688648	1	0.121386386905165	0.185151376672389	13238
LOC100422212	0.0720443782242511	0.0465264932655862	-0.0191458729032433	0.163234629351745	1	0.121511768849927	0.185328622752302	13239
CIDECP	0.156047806502983	0.100785226786369	-0.0414876081720026	0.353583221177969	1	0.121545213819497	0.185365631226835	13240
C9orf152	0.153043487229105	0.0988498045466873	-0.0406985695612259	0.346785544019436	1	0.121563876945486	0.185369628009727	13241
CCL23	0.158501817583746	0.102377303158698	-0.0421540094416398	0.359157644609132	1	0.121571149622983	0.185369628009727	13242
MYO6	-0.677418203609837	0.437553564809736	-1.53500743194403	0.180171024724357	1	0.121575375581062	0.185369628009727	13243
USP25	-0.391814901540854	0.253104561088921	-0.887890725597958	0.10426092251625	1	0.121613696628077	0.185414056351112	13244
JPH1	0.148217047002282	0.0958051125568541	-0.0395575231439582	0.335991617148522	1	0.121846791081057	0.185755410004432	13245
FHOD1	0.295742212198305	0.191282021791896	-0.0791636614038173	0.670648085800428	1	0.12207905757693	0.18609544999195	13246
CCDC60	0.0976623975434612	0.063171364198531	-0.0261512011399226	0.221475996226845	1	0.122106599826825	0.186123383687118	13247
TMEM117	-0.15328337741767	0.0992130748695543	-0.347737430957472	0.0411706761221323	1	0.122348270484751	0.186477677961057	13248
EFEMP2	0.548373649366716	0.355004320197549	-0.147422032576606	1.24416933131004	1	0.122419883780436	0.186572744606729	13249
SOX1-OT	0.0538596558658345	0.0348712340813642	-0.014486707030105	0.122206018761774	1	0.122460067857818	0.186619901146043	13250
ZSWIM2	0.0671039768599135	0.043451503443934	-0.0180594049643152	0.152267358684142	1	0.122505530013446	0.186675093353822	13251
MATN4	0.0796249600527506	0.0515839402760883	-0.0214777050690475	0.180727625174549	1	0.122685312768463	0.186934940795413	13252
DUOXA1	-0.0767114192551009	0.0496995229452919	-0.174120694276695	0.0206978557664931	1	0.122708504596142	0.186956170286373	13253
STK11IP	-0.0842573656153978	0.0546059312533431	-0.19128302421422	0.0227682929834247	1	0.122828937774924	0.187125540331317	13254
LINC00479	0.0772738112515717	0.0500870865341187	-0.020895074445842	0.175442696948985	1	0.122881954538137	0.187185498175942	13255
LINC01181	0.1780457625845	0.115406624763424	-0.048147065529139	0.404238590698139	1	0.122886834579055	0.187185498175942	13256
AA06	0.0709877134262998	0.0460149992137192	-0.0192000277812286	0.161175454633828	1	0.122901608213401	0.187193880443915	13257
CFAP54	0.0696435964806571	0.0451465272601506	-0.0188419709762939	0.158129163937608	1	0.122924827636915	0.187215124426354	13258
FBXO44	-0.202774120419798	0.131474486013122	-0.460459377891432	0.0549111370518358	1	0.122998823388933	0.187313691972949	13259
AQP5	0.246213581533339	0.159715092506814	-0.0668222475674993	0.559249410634177	1	0.123175705141696	0.187564675530436	13260
HSPA5	-0.126019267770107	0.0817482451285853	-0.286242884021486	0.0342043484812724	1	0.123182208904968	0.187564675530436	13261
PTPRC	0.320479853649153	0.207914968108052	-0.0870259956894222	0.727985702987728	1	0.12321978948682	0.187607750664898	13262
PRKACG	0.0863367595590957	0.0560503550830561	-0.0235199177243758	0.196193436842567	1	0.123476822021199	0.187984919720429	13263
TMA7	0.913028217419615	0.592808697066646	-0.248855478553127	2.07491191339236	1	0.123518079230974	0.188033553666453	13264
LMAN1L	0.0778641334420703	0.0505693473398367	-0.021249966065706	0.176978232949847	1	0.123621396143153	0.188176647638338	13265
B3GNT4	0.0841158245414484	0.0546420310104644	-0.0229805882811826	0.191212237364079	1	0.12370720091027	0.18829306503695	13266
LOC100129603	0.215217986240837	0.139834931299174	-0.0588534428861773	0.48928941536785	1	0.123783300362823	0.188394693670469	13267
LOC101929538	0.0776091472179953	0.0504363457547679	-0.0212442739731595	0.17646256840915	1	0.123864274445451	0.188503725475018	13268
RGS9	-0.738798026281511	0.48022399024194	-1.68001975166783	0.202423699104805	1	0.123939933308754	0.188604652450853	13269
ASRGL1	-0.191718583429212	0.124662847570477	-0.436053274877553	0.0526161080191302	1	0.124073871294777	0.188794243344698	13270
CLIC3	-1.10353429886072	0.717648813721824	-2.51010012730339	0.303031529581947	1	0.124120034620986	0.188850255373894	13271
CRAT	0.128034262783243	0.0832778006254579	-0.0351872271543612	0.291255752720848	1	0.124186652380504	0.18893737830524	13272
NPHP1	0.104751576033623	0.0681365390642099	-0.0287935865634347	0.238296738630681	1	0.124200914695448	0.188944840618585	13273
LILRA2	0.131859920327505	0.085784390325777	-0.0362743951467444	0.299994235801754	1	0.124266728139158	0.189030719797038	13274
LOC100996506	0.236924677351964	0.154176806517108	-0.065256310672967	0.539105665376895	1	0.124364917996339	0.1891658323301	13275
LOC105374419	0.216179448773933	0.140684892407188	-0.0595578735130479	0.491916771060914	1	0.124385992443342	0.189183636593549	13276
OR5I1	0.162277480568555	0.105617440406518	-0.0447288987675253	0.369283859904635	1	0.124424421927338	0.189223450889687	13277
CXorf58	0.410521120768859	0.267190106515508	-0.113161865026958	0.934204106564676	1	0.124430912287701	0.189223450889687	13278
B3GNT9	0.278103795147634	0.181092259403143	-0.0768305111615106	0.633038101456779	1	0.124611416323764	0.189483674855745	13279
DNAH2	0.146868619616226	0.0956505932459104	-0.0406030982456485	0.3343403374781	1	0.124668412457008	0.189556068097282	13280
C1orf158	0.0776123755736367	0.0505784912283415	-0.0215196456262877	0.176744396773561	1	0.124908244740015	0.189906428566401	13281
TRAPPC11	0.171810480711503	0.111985206678127	-0.0476764911788995	0.391297452601905	1	0.124974359842376	0.189992642217833	13282
LOC101927811	0.0832047849638672	0.0542352055728902	-0.0230942646531236	0.189503834580858	1	0.124993460966427	0.190007375128668	13283
PHOSPHO2	-0.691337397129599	0.450676151759113	-1.57464642326857	0.191971629009369	1	0.125029554343445	0.190047934455197	13284
SPON1	-0.783189182361236	0.510611757036084	-1.78396983623468	0.217591471512205	1	0.125072660721257	0.19009603062013	13285
LOC101927098	-0.0854864919000416	0.055735268646673	-0.194725611116185	0.023752627316102	1	0.125080024901894	0.19009603062013	13286
EGFL6	0.0752750421682002	0.0490958430513103	-0.0209510420029989	0.171501126339399	1	0.125220084333358	0.190294007860286	13287
AP4M1	0.0776710547867012	0.0506597836102204	-0.0216202965539233	0.176962406127326	1	0.125229139087137	0.190294007860286	13288
GLYCTK-AS1	0.0750643666027713	0.0489651015692609	-0.0209054689723256	0.171034202177868	1	0.125271497800713	0.190340398522011	13289
SLC12A1	-0.310044024522263	0.202248018888398	-0.706442857488099	0.0863548084435731	1	0.125278521016122	0.190340398522011	13290
PCOLCE	-0.0894631280687356	0.0583859259572812	-0.203897440149029	0.0249711840115578	1	0.125455291583005	0.190594631528406	13291
ZNF518A	0.373955059514587	0.244085195545486	-0.104443132913982	0.852353251943155	1	0.125505713834452	0.190656889387996	13292
GATA5	0.0646336324054922	0.0421885373998519	-0.0180543814586387	0.147321646269623	1	0.125517795776654	0.190660899144076	13293
BPIFC	0.0821619302960172	0.0536409892326071	-0.0229724766949936	0.187296337287028	1	0.125596357739389	0.190765883516906	13294
CXCL1	0.464047623284713	0.303014960877728	-0.129850786812448	1.05794603338187	1	0.125661995556696	0.190851223338157	13295
LOC101928858	0.0950562317459223	0.0620762551258882	-0.0266109925959384	0.216723456087783	1	0.125699793240271	0.190892990869967	13296
ANGPT1	-0.258722677786821	0.168962100074033	-0.589882308684178	0.0724369531105357	1	0.125708404298631	0.190892990869967	13297
TMEM184A	0.0696161854854121	0.0454746740180552	-0.0195125377986754	0.1587449087695	1	0.125799506776958	0.1910169680283	13298
RCBTB2	0.117620166486308	0.0768393668448385	-0.0329822251244368	0.268222558097052	1	0.12583664301469	0.191058989078323	13299
RNF123	-0.213864058583683	0.13973055940606	-0.487730922559195	0.0600028053918295	1	0.125881619045118	0.191112906147296	13300
C4orf33	0.377525947108453	0.246913699350408	-0.106416010907898	0.861467905124804	1	0.126269563659443	0.191687469318959	13301
LOC100506274	0.152099723930541	0.0994829224280122	-0.042883221105155	0.347082668966237	1	0.126288528868648	0.191701847460213	13302
NFE4	0.812859445868667	0.531711759024695	-0.229276451976175	1.85499534371351	1	0.126324055849941	0.191741361777193	13303
SFXN2	-0.868059332580685	0.567998406418	-1.98131575243611	0.245197087274738	1	0.12644358917063	0.191908369853681	13304
MEP1B	0.112789712389027	0.0738660439810874	-0.031985073494356	0.25756449827241	1	0.126773591348662	0.192394765615346	13305
MAGEB3	0.0640536351050709	0.0419537858244355	-0.0181742741259297	0.146281544336071	1	0.126819082448486	0.19244933960618	13306
SERTAD1	0.331400538749696	0.217089440456737	-0.0940869459694605	0.756888023468852	1	0.12686990687029	0.192511998160734	13307
MIR670HG	0.123433794855777	0.0808617145594343	-0.0350522534088725	0.281919843120426	1	0.126890352768078	0.1925285544855	13308
SCART1	-0.0902161456950468	0.0591094918037692	-0.2060686207749	0.0256363293848062	1	0.126946420213837	0.192596951226185	13309
IL1F10	0.117486471147887	0.0769786091847037	-0.0333888304341169	0.26836177272989	1	0.126954507766468	0.192596951226185	13310
N6AMT1	-0.344866480200787	0.22604632372391	-0.787909133537331	0.0981761731357581	1	0.127098258348146	0.192800543352547	13311
RIPPLY3	0.0936671090737084	0.0614014419171054	-0.0266775056826462	0.214011723830063	1	0.127137642569839	0.192845799186462	13312
LOC285095	0.0738365385708619	0.048418385735141	-0.0210617536595823	0.168734830801306	1	0.12726682329292	0.193016194315996	13313
CTCFL	0.150675669778852	0.0988063153286585	-0.0429811497104266	0.34433248926813	1	0.12726909722282	0.193016194315996	13314
MYLPF	0.0813339754048366	0.0533470008384565	-0.0232242249217661	0.185892175731439	1	0.127353573886662	0.193129805776904	13315
DNM1P35	0.0554929398165571	0.0363995041940944	-0.0158487774589826	0.126834657092097	1	0.12737085759457	0.193141510705134	13316
PTPRN2	1.03498314757861	0.678944551792022	-0.295723721433441	2.36569001659066	1	0.127408793333831	0.193184527671151	13317
MYMX	0.0689051623608522	0.0452215548695817	-0.0197274565084298	0.157537781230134	1	0.127577705322609	0.19342611697508	13318
LOC283177	-0.103377823882652	0.0678560006805734	-0.236373141351501	0.0296174935861977	1	0.127636582855537	0.193500854495007	13319
ZNF229	0.103400403202489	0.0678736116830536	-0.0296294311969533	0.236430237601931	1	0.127652240696322	0.193509243276845	13320
ALPK2	0.070698211078424	0.046408492571928	-0.0202607629393494	0.161657185096197	1	0.127661283166148	0.193509243276845	13321
FGF10	0.0776572169140284	0.0509823559598789	-0.0222663646143353	0.177580798442392	1	0.127704298655437	0.193559915812234	13322
MORN5	0.0856141500088696	0.0562108606669676	-0.0245571124383861	0.195785412456125	1	0.127736411809342	0.193594057438582	13323
SOD3	0.0753802009024658	0.0494973256918614	-0.0216327747846317	0.172393176589563	1	0.127780067809891	0.193645686671969	13324
SHOX2	1.33008183218964	0.873578254074577	-0.382100083473915	3.04226374785319	1	0.127866953448844	0.19374301665923	13325
LRRC52	0.150901452068741	0.0991108757815831	-0.043352294939385	0.345155199076867	1	0.127870851859862	0.19374301665923	13326
IFT140	-0.696599163034881	0.457523471811508	-1.59332868986716	0.200130363797401	1	0.127873077605862	0.19374301665923	13327
HDDC2	-0.44522167884853	0.292513122681692	-1.01853686430999	0.128093506612933	1	0.127994770894486	0.193912846181082	13328
SLC25A17	-0.28030335199868	0.184169584301022	-0.641269104276397	0.0806624002790358	1	0.128012829378366	0.193925654648358	13329
BAALC-AS2	0.0813149310450633	0.0534505143115072	-0.0234461519606336	0.18607601405076	1	0.128181456044096	0.194166538667846	13330
LOC100505664	0.139055355041985	0.0914187902776213	-0.0401221814123728	0.318232891496343	1	0.12823959387608	0.194240032971706	13331
LACTB2	-0.149172653523292	0.0980740925704544	-0.34139434277783	0.0430490357312458	1	0.128254825505014	0.194247317853899	13332
WDR47	0.617939792359775	0.406276104094897	-0.178346739445469	1.41422632416502	1	0.12826364346999	0.194247317853899	13333
ACE2	0.426089124717482	0.280148965875493	-0.122992758704625	0.975171008139588	1	0.128275471276963	0.194250661168774	13334
JAKMIP2-AS1	0.15105643583117	0.0993289450516086	-0.0436247190923405	0.345737590754681	1	0.128317676359521	0.194300001578661	13335
PSG5	0.14549914067106	0.0956844626455187	-0.0420389599942244	0.333037241336345	1	0.128356712593824	0.194344536644758	13336
ZFHX4-AS1	0.0433897845975178	0.028537017293028	-0.0125417415230137	0.0993213107180493	1	0.128391960938189	0.19438333022898	13337
LOC221946	0.0701283181512546	0.0461256695513729	-0.0202763329322321	0.160532969234741	1	0.128416736008841	0.194406262819802	13338
BECN1	0.0837297920497763	0.0551044801003186	-0.0242730043336521	0.191732588433205	1	0.12864337716518	0.194730650433258	13339
BTBD1	-0.123665933337786	0.0813888372005731	-0.283185122994503	0.0358532563189315	1	0.128650300949864	0.194730650433258	13340
