Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Clearfield,09/11/2020,3,4.1,274,79388,3.8,5.2,345.1
Lebanon,09/01/2020,3,7.4,1736,141314,2.1,5.3,1228.5
Beaver,09/30/2020,13,12,1951,164742,7.9,7.3,1184.3
Jefferson,07/04/2020,1,1.1,32,43641,2.3,2.6,73.3
Perry,08/09/2020,0,0.6,127,46139,0,1.2,275.3
Washington,04/06/2020,4,3.1,58,207346,1.9,1.5,28
Armstrong,08/30/2020,0,4.1,313,65263,0,6.3,479.6
Greene,11/24/2020,24,22.4,669,36506,65.7,61.4,1832.6
Centre,09/13/2020,75,86.7,1301,162805,46.1,53.3,799.1
Blair,10/13/2020,10,13.7,930,122492,8.2,11.2,759.2
Adams,08/12/2020,6,7.3,542,102811,5.8,7.1,527.2
Juniata,09/05/2020,2,0.9,153,24704,8.1,3.5,619.3
Dauphin,10/20/2020,33,31.4,4477,277097,11.9,11.3,1615.7
Northampton,08/07/2020,6,10.7,3921,304807,2,3.5,1286.4
Westmoreland,11/10/2020,151,96.4,5446,350611,43.1,27.5,1553.3
Blair,10/01/2020,9,12.9,745,122492,7.3,10.5,608.2
Chester,05/29/2020,56,39.6,2674,522046,10.7,7.6,512.2
Northumberland,07/26/2020,2,3,391,91083,2.2,3.3,429.3
Lycoming,05/22/2020,0,0.9,161,113664,0,0.8,141.6
Wyoming,05/07/2020,0,0.7,28,27046,0,2.6,103.5
Washington,08/26/2020,10,8.9,1004,207346,4.8,4.3,484.2
Sullivan,08/21/2020,0,0,10,6071,0,0,164.7
Cambria,07/10/2020,10,5.4,135,131730,7.6,4.1,102.5
Montour,07/23/2020,1,0.4,86,18240,5.5,2.3,471.5
Clarion,06/29/2020,0,0.3,35,38779,0,0.7,90.3
Cambria,06/20/2020,0,0,63,131730,0,0,47.8
Jefferson,06/20/2020,0,0.3,22,43641,0,0.7,50.4
Luzerne,08/03/2020,12,21.6,3362,317646,3.8,6.8,1058.4
Somerset,10/22/2020,12,7,355,73952,16.2,9.5,480
Chester,04/16/2020,34,36.3,787,522046,6.5,7,150.8
Dauphin,09/03/2020,18,23.9,3413,277097,6.5,8.6,1231.7
Cumberland,07/05/2020,4,7,907,251423,1.6,2.8,360.7
Northampton,07/31/2020,16,16.6,3846,304807,5.2,5.4,1261.8
Armstrong,03/25/2020,1,0.1,1,65263,1.5,0.2,1.5
Lawrence,10/29/2020,12,16.9,919,86184,13.9,19.6,1066.3
Fayette,07/31/2020,14,13.9,407,130441,10.7,10.6,312
Pennsylvania,03/31/2020,1069,737.1,6451,12807060,8.3,5.8,50.4
Huntingdon,06/30/2020,0,1.6,252,45168,0,3.5,557.9
Wayne,07/11/2020,0,0.1,141,51276,0,0.3,275
Wayne,11/01/2020,1,1.4,295,51276,2,2.8,575.3
Sullivan,09/29/2020,0,0.3,13,6071,0,4.7,214.1
Armstrong,11/01/2020,25,21.7,810,65263,38.3,33.3,1241.1
Potter,07/16/2020,0,0.3,19,16622,0,1.7,114.3
Beaver,08/30/2020,8,15.4,1625,164742,4.9,9.4,986.4
Warren,11/15/2020,2,3.7,111,39498,5.1,9.4,281
Warren,05/18/2020,0,0.1,2,39498,0,0.4,5.1
Cambria,08/09/2020,5,9.4,345,131730,3.8,7.2,261.9
Tioga,11/11/2020,21,18.9,428,40763,51.5,46.3,1050
Luzerne,08/01/2020,47,26,3340,317646,14.8,8.2,1051.5
Greene,09/16/2020,3,1.9,170,36506,8.2,5.1,465.7
Lehigh,08/31/2020,10,10.9,5217,368100,2.7,2.9,1417.3
Susquehanna,10/11/2020,1,4.7,345,40589,2.5,11.6,850
Butler,04/27/2020,5,2,175,187888,2.7,1.1,93.1
Bedford,08/01/2020,2,1,131,48176,4.2,2.1,271.9
Lawrence,11/07/2020,33,44.6,1274,86184,38.3,51.7,1478.2
Bradford,06/05/2020,0,0,48,60833,0,0,78.9
Erie,07/03/2020,5,9.6,655,272061,1.8,3.5,240.8
Forest,10/31/2020,0,0,19,7279,0,0,261
Somerset,06/26/2020,3,1.6,58,73952,4.1,2.1,78.4
Cambria,07/21/2020,2,5.6,187,131730,1.5,4.2,142
Lawrence,06/18/2020,2,0.6,90,86184,2.3,0.7,104.4
Clarion,07/18/2020,0,1.6,71,38779,0,4.1,183.1
Warren,07/08/2020,0,0,7,39498,0,0,17.7
Potter,04/01/2020,0,0.1,2,16622,0,0.9,12
Montgomery,06/26/2020,52,39.4,8422,828604,6.3,4.8,1016.4
Armstrong,04/06/2020,4,1.9,18,65263,6.1,2.8,27.6
Lebanon,04/23/2020,43,22.7,608,141314,30.4,16.1,430.2
Clearfield,05/04/2020,0,1.7,28,79388,0,2.2,35.3
Susquehanna,05/19/2020,4,1.6,94,40589,9.9,3.9,231.6
Lancaster,10/15/2020,60,56.7,8827,543557,11,10.4,1623.9
Tioga,10/12/2020,5,3.3,123,40763,12.3,8.1,301.7
Chester,04/13/2020,32,43.1,676,522046,6.1,8.3,129.5
Northampton,07/12/2020,0,11,3557,304807,0,3.6,1167
Columbia,08/13/2020,0,1.7,483,65456,0,2.6,737.9
Mifflin,06/12/2020,0,0,61,46222,0,0,132
Erie,03/27/2020,4,1.7,13,272061,1.5,0.6,4.8
Adams,09/01/2020,31,14.3,681,102811,30.2,13.9,662.4
Mckean,03/27/2020,1,0.1,1,40968,2.4,0.3,2.4
Beaver,09/12/2020,3,9,1781,164742,1.8,5.5,1081.1
Carbon,03/26/2020,0,0.4,3,64227,0,0.7,4.7
Lackawanna,10/04/2020,17,25.1,2733,210793,8.1,11.9,1296.5
Elk,07/16/2020,0,0.4,37,30169,0,1.4,122.6
Blair,11/06/2020,45,63,1819,122492,36.7,51.4,1485
Fulton,09/13/2020,0,0.3,40,14523,0,2,275.4
Crawford,04/13/2020,0,1.3,19,85063,0,1.5,22.3
Lehigh,06/09/2020,7,13.6,3891,368100,1.9,3.7,1057
Armstrong,04/16/2020,0,1.3,33,65263,0,2,50.6
Dauphin,04/20/2020,12,21.9,418,277097,4.3,7.9,150.8
Fulton,06/14/2020,1,0.1,17,14523,6.9,1,117.1
Juniata,05/30/2020,0,0,93,24704,0,0,376.5
Erie,08/05/2020,11,20.1,1050,272061,4,7.4,385.9
Lancaster,05/15/2020,43,40.3,2536,543557,7.9,7.4,466.6
Carbon,05/02/2020,1,2.9,190,64227,1.6,4.4,295.8
Lawrence,11/09/2020,43,45.1,1347,86184,49.9,52.4,1562.9
Crawford,05/03/2020,0,0.1,22,85063,0,0.2,25.9
Monroe,10/19/2020,2,7.7,1939,169507,1.2,4.6,1143.9
Armstrong,09/01/2020,7,4,325,65263,10.7,6.1,498
Montour,10/05/2020,0,6.6,218,18240,0,36,1195.2
Elk,09/17/2020,0,0.1,70,30169,0,0.5,232
Bedford,09/25/2020,1,1.9,239,48176,2.1,3.9,496.1
Franklin,07/06/2020,13,7,979,154835,8.4,4.5,632.3
Huntingdon,05/18/2020,0,3.1,216,45168,0,7,478.2
Somerset,03/27/2020,0,0.3,2,73952,0,0.4,2.7
Northampton,06/22/2020,15,11.1,3332,304807,4.9,3.7,1093.2
Dauphin,07/15/2020,13,13.7,2344,277097,4.7,4.9,845.9
Fulton,04/11/2020,0,0,1,14523,0,0,6.9
Fulton,06/04/2020,0,0.1,16,14523,0,1,110.2
Bradford,10/03/2020,13,10.6,229,60833,21.4,17.4,376.4
Bradford,10/05/2020,18,13.4,267,60833,29.6,22.1,438.9
Lancaster,07/17/2020,31,28.9,5015,543557,5.7,5.3,922.6
Clinton,07/24/2020,0,0.6,107,38684,0,1.5,276.6
Lebanon,06/29/2020,12,9.6,1342,141314,8.5,6.8,949.7
Luzerne,05/16/2020,6,14.6,2557,317646,1.9,4.6,805
Crawford,04/05/2020,2,0.7,9,85063,2.4,0.8,10.6
Warren,05/21/2020,0,0.1,3,39498,0,0.4,7.6
Lackawanna,10/06/2020,23,24.9,2771,210793,10.9,11.8,1314.6
Clearfield,05/30/2020,0,0.7,42,79388,0,0.9,52.9
Forest,08/05/2020,0,0,9,7279,0,0,123.6
Columbia,07/17/2020,1,1.4,430,65456,1.5,2.2,656.9
Northumberland,04/28/2020,1,2.3,101,91083,1.1,2.5,110.9
Erie,07/12/2020,6,7.9,724,272061,2.2,2.9,266.1
Perry,05/06/2020,0,0.6,35,46139,0,1.2,75.9
Bedford,04/19/2020,0,1.4,15,48176,0,3,31.1
Blair,05/23/2020,0,1.1,49,122492,0,0.9,40
Lebanon,06/18/2020,17,12.6,1232,141314,12,8.9,871.8
Jefferson,04/13/2020,0,0.1,2,43641,0,0.3,4.6
Beaver,04/23/2020,34,26.1,389,164742,20.6,15.9,236.1
Mifflin,11/06/2020,17,20.3,578,46222,36.8,43.9,1250.5
Pike,03/27/2020,4,4.3,34,55933,7.2,7.7,60.8
Northampton,04/04/2020,52,79.4,707,304807,17.1,26.1,232
Clarion,07/23/2020,0,0.6,75,38779,0,1.5,193.4
Blair,04/29/2020,0,1.1,25,122492,0,0.9,20.4
Montgomery,05/14/2020,103,91.3,5999,828604,12.4,11,724
Cameron,04/10/2020,0,0,1,4492,0,0,22.3
Elk,10/22/2020,9,6.3,147,30169,29.8,20.8,487.3
Clearfield,09/19/2020,1,3.3,307,79388,1.3,4.1,386.7
Franklin,07/12/2020,2,7.1,1016,154835,1.3,4.6,656.2
Clarion,09/22/2020,1,0.6,117,38779,2.6,1.5,301.7
Crawford,10/30/2020,10,17.3,571,85063,11.8,20.3,671.3
Mercer,08/30/2020,1,2.3,549,110683,0.9,2.1,496
Somerset,11/06/2020,31,13.9,558,73952,41.9,18.7,754.5
Adams,06/22/2020,4,3.3,322,102811,3.9,3.2,313.2
Cumberland,06/11/2020,16,7.1,719,251423,6.4,2.8,286
Lebanon,05/24/2020,2,4.1,918,141314,1.4,2.9,649.6
Adams,08/21/2020,5,2.9,568,102811,4.9,2.8,552.5
Susquehanna,04/13/2020,0,2.7,34,40589,0,6.7,83.8
Bradford,10/27/2020,43,29.1,748,60833,70.7,47.9,1229.6
Mercer,07/20/2020,13,10,255,110683,11.7,9,230.4
Adams,07/31/2020,6,4,470,102811,5.8,3.9,457.1
Lawrence,10/14/2020,26,12.3,683,86184,30.2,14.3,792.5
Westmoreland,04/13/2020,2,8.1,236,350611,0.6,2.3,67.3
Clarion,07/01/2020,1,0.4,37,38779,2.6,1.1,95.4
Mercer,05/03/2020,0,0.1,69,110683,0,0.1,62.3
Bedford,09/08/2020,5,2,188,48176,10.4,4.2,390.2
Fulton,11/05/2020,2,3.9,115,14523,13.8,26.6,791.8
Lackawanna,05/10/2020,18,26.7,1257,210793,8.5,12.7,596.3
Perry,10/21/2020,4,5.9,345,46139,8.7,12.7,747.7
Juniata,10/24/2020,0,2.4,230,24704,0,9.8,931
Perry,06/24/2020,0,1.1,86,46139,0,2.5,186.4
Northampton,04/15/2020,44,52.6,1417,304807,14.4,17.2,464.9
Fayette,05/06/2020,0,0.6,91,130441,0,0.4,69.8
Venango,11/16/2020,18,20.1,590,51266,35.1,39.3,1150.9
Centre,06/30/2020,4,1.6,208,162805,2.5,1,127.8
Monroe,07/26/2020,6,8,1561,169507,3.5,4.7,920.9
Mifflin,09/19/2020,1,2.6,210,46222,2.2,5.6,454.3
Somerset,08/09/2020,1,1,134,73952,1.4,1.4,181.2
Venango,04/19/2020,0,0,6,51266,0,0,11.7
Jefferson,09/30/2020,5,0.9,119,43641,11.5,2,272.7
Cumberland,04/29/2020,17,17,366,251423,6.8,6.8,145.6
Adams,06/08/2020,0,2.9,277,102811,0,2.8,269.4
Mckean,10/29/2020,7,6.1,159,40968,17.1,15,388.1
Huntingdon,07/05/2020,0,0.6,255,45168,0,1.3,564.6
Elk,11/16/2020,6,12.3,379,30169,19.9,40.7,1256.3
Lebanon,03/30/2020,3,3.9,32,141314,2.1,2.7,22.6
Monroe,08/20/2020,6,4,1687,169507,3.5,2.4,995.2
Cumberland,09/21/2020,14,11.6,1791,251423,5.6,4.6,712.3
Cumberland,08/16/2020,4,9.9,1386,251423,1.6,3.9,551.3
Warren,03/31/2020,0,0,1,39498,0,0,2.5
Mckean,08/02/2020,5,1,34,40968,12.2,2.4,83
Sullivan,10/30/2020,0,0.3,20,6071,0,4.7,329.4
Somerset,08/28/2020,2,1.6,163,73952,2.7,2.1,220.4
Mifflin,09/23/2020,2,1.9,220,46222,4.3,4,476
Lackawanna,09/21/2020,11,12.4,2415,210793,5.2,5.9,1145.7
Northampton,06/13/2020,8,12.3,3245,304807,2.6,4,1064.6
Butler,09/07/2020,1,12.3,881,187888,0.5,6.5,468.9
Greene,10/20/2020,2,1.9,225,36506,5.5,5.1,616.3
Lycoming,09/04/2020,11,6.7,557,113664,9.7,5.9,490
Lehigh,04/15/2020,64,77.7,2071,368100,17.4,21.1,562.6
Armstrong,09/18/2020,4,4.4,412,65263,6.1,6.8,631.3
Jefferson,09/06/2020,0,0.4,102,43641,0,1,233.7
Westmoreland,06/05/2020,2,1.6,463,350611,0.6,0.4,132.1
Wyoming,07/03/2020,0,0.3,41,27046,0,1.1,151.6
Wayne,08/14/2020,0,0.3,162,51276,0,0.6,315.9
Montgomery,05/27/2020,56,61.3,6938,828604,6.8,7.4,837.3
Erie,04/04/2020,0,1.9,26,272061,0,0.7,9.6
Lebanon,10/25/2020,40,40.7,2886,141314,28.3,28.8,2042.3
Cameron,04/06/2020,0,0,1,4492,0,0,22.3
Dauphin,09/07/2020,13,18,3480,277097,4.7,6.5,1255.9
Cumberland,08/03/2020,9,11,1258,251423,3.6,4.4,500.4
Montgomery,07/26/2020,51,53.3,9619,828604,6.2,6.4,1160.9
Sullivan,05/28/2020,1,0.1,3,6071,16.5,2.4,49.4
Indiana,05/16/2020,0,1.1,85,84501,0,1.4,100.6
Erie,08/31/2020,8,7,1370,272061,2.9,2.6,503.6
Warren,04/21/2020,0,0,1,39498,0,0,2.5
Mercer,04/04/2020,4,1.7,19,110683,3.6,1.5,17.2
Jefferson,04/26/2020,0,0.3,6,43641,0,0.7,13.7
Adams,11/18/2020,29,27.1,1622,102811,28.2,26.4,1577.7
Lebanon,10/19/2020,41,35.1,2642,141314,29,24.9,1869.6
Pike,06/03/2020,0,0.3,477,55933,0,0.5,852.8
Armstrong,10/14/2020,11,7.6,539,65263,16.9,11.6,825.9
Washington,08/02/2020,8,11.1,764,207346,3.9,5.4,368.5
Franklin,06/07/2020,4,3,798,154835,2.6,1.9,515.4
Forest,07/24/2020,0,0,7,7279,0,0,96.2
Northumberland,10/03/2020,15,14.6,1134,91083,16.5,16,1245
Mercer,08/23/2020,6,5.6,533,110683,5.4,5,481.6
Fayette,06/20/2020,2,1.4,110,130441,1.5,1.1,84.3
Franklin,06/15/2020,7,7.4,851,154835,4.5,4.8,549.6
Lackawanna,04/03/2020,28,15,159,210793,13.3,7.1,75.4
Lackawanna,06/16/2020,3,2.7,1607,210793,1.4,1.3,762.4
Adams,11/26/2020,35,38,1914,102811,34,37,1861.7
Forest,10/24/2020,1,0.1,19,7279,13.7,2,261
Lackawanna,04/07/2020,34,26.4,277,210793,16.1,12.5,131.4
Sullivan,08/14/2020,0,0,10,6071,0,0,164.7
Lehigh,07/09/2020,19,14.6,4389,368100,5.2,4,1192.3
Venango,11/22/2020,21,25.3,749,51266,41,49.3,1461
Cameron,05/14/2020,0,0,2,4492,0,0,44.5
Westmoreland,09/23/2020,18,18,2153,350611,5.1,5.1,614.1
Pike,07/31/2020,0,0.4,525,55933,0,0.8,938.6
Dauphin,10/10/2020,35,33.4,4180,277097,12.6,12.1,1508.5
Monroe,08/23/2020,4,3.3,1694,169507,2.4,1.9,999.4
Susquehanna,08/20/2020,5,3,239,40589,12.3,7.4,588.8
Sullivan,07/07/2020,0,0.7,10,6071,0,11.8,164.7
Greene,04/14/2020,0,1,24,36506,0,2.7,65.7
Cameron,11/16/2020,0,0.1,16,4492,0,3.2,356.2
Lycoming,08/23/2020,6,5.4,486,113664,5.3,4.8,427.6
Potter,08/16/2020,0,0.1,21,16622,0,0.9,126.3
Franklin,08/13/2020,13,11.4,1412,154835,8.4,7.4,911.9
Mckean,08/18/2020,0,0,35,40968,0,0,85.4
Somerset,07/14/2020,2,2.7,87,73952,2.7,3.7,117.6
Lancaster,07/02/2020,29,37,4541,543557,5.3,6.8,835.4
Butler,05/11/2020,2,1.7,197,187888,1.1,0.9,104.8
Montgomery,07/18/2020,44,41,9212,828604,5.3,4.9,1111.7
Tioga,04/10/2020,2,1.4,13,40763,4.9,3.5,31.9
Wyoming,05/23/2020,0,0.6,36,27046,0,2.1,133.1
Beaver,07/03/2020,19,11,727,164742,11.5,6.7,441.3
Lackawanna,07/06/2020,6,5.7,1740,210793,2.8,2.7,825.5
Beaver,09/20/2020,5,8.3,1850,164742,3,5,1123
Lycoming,07/28/2020,5,4,308,113664,4.4,3.5,271
Warren,07/11/2020,1,0.3,9,39498,2.5,0.7,22.8
Wayne,11/26/2020,12,11.3,463,51276,23.4,22,903
Allegheny,03/14/2020,3,0.4,3,1218452,0.2,0,0.2
Centre,06/01/2020,0,1.1,158,162805,0,0.7,97
Bradford,05/16/2020,0,0.6,44,60833,0,0.9,72.3
Erie,09/29/2020,2,9,1583,272061,0.7,3.3,581.9
Lebanon,04/06/2020,23,19.3,167,141314,16.3,13.6,118.2
Elk,11/22/2020,14,10,443,30169,46.4,33.1,1468.4
Franklin,09/03/2020,9,8.6,1563,154835,5.8,5.5,1009.5
Susquehanna,10/27/2020,2,2.9,405,40589,4.9,7,997.8
Lackawanna,08/09/2020,8,5.7,1939,210793,3.8,2.7,919.9
Carbon,06/16/2020,3,1,262,64227,4.7,1.6,407.9
Indiana,08/14/2020,5,6.6,359,84501,5.9,7.8,424.8
Forest,07/22/2020,0,0,7,7279,0,0,96.2
Bradford,10/25/2020,9,24.6,661,60833,14.8,40.4,1086.6
Crawford,05/24/2020,0,0.1,25,85063,0,0.2,29.4
Crawford,09/26/2020,2,2.4,310,85063,2.4,2.9,364.4
Indiana,05/15/2020,0,1.1,85,84501,0,1.4,100.6
Centre,08/11/2020,4,2.4,381,162805,2.5,1.5,234
Sullivan,07/23/2020,0,0,10,6071,0,0,164.7
Erie,10/21/2020,15,12.9,1935,272061,5.5,4.7,711.2
Chester,07/07/2020,31,23.6,3901,522046,5.9,4.5,747.3
Pike,10/14/2020,2,1.3,611,55933,3.6,2.3,1092.4
Somerset,11/18/2020,59,48.9,1107,73952,79.8,66.1,1496.9
Chester,05/16/2020,11,34.6,2171,522046,2.1,6.6,415.9
Elk,09/03/2020,0,0,68,30169,0,0,225.4
Lackawanna,04/15/2020,39,36,577,210793,18.5,17.1,273.7
Mifflin,08/09/2020,0,1.6,121,46222,0,3.4,261.8
Pike,08/19/2020,2,0.6,532,55933,3.6,1,951.1
Butler,05/20/2020,0,1.3,208,187888,0,0.7,110.7
Mercer,10/15/2020,6,9,867,110683,5.4,8.1,783.3
Monroe,04/03/2020,95,56,503,169507,56,33,296.7
Monroe,10/30/2020,27,12.4,2073,169507,15.9,7.3,1223
Monroe,06/27/2020,4,4.1,1411,169507,2.4,2.4,832.4
Bradford,04/01/2020,1,0.9,8,60833,1.6,1.4,13.2
Centre,04/26/2020,6,1.9,94,162805,3.7,1.1,57.7
Elk,05/23/2020,0,0,6,30169,0,0,19.9
Potter,08/31/2020,0,0.1,25,16622,0,0.9,150.4
Franklin,09/01/2020,14,7.1,1543,154835,9,4.6,996.5
Monroe,07/21/2020,4,7.6,1536,169507,2.4,4.5,906.2
Clearfield,07/18/2020,1,1.4,104,79388,1.3,1.8,131
Lackawanna,09/16/2020,4,16.6,2336,210793,1.9,7.9,1108.2
Bedford,09/28/2020,1,1.7,244,48176,2.1,3.6,506.5
Wayne,05/25/2020,0,1.1,119,51276,0,2.2,232.1
Cambria,04/18/2020,2,0.9,19,131730,1.5,0.7,14.4
Armstrong,03/29/2020,0,0.4,3,65263,0,0.7,4.6
Crawford,05/12/2020,0,0.1,24,85063,0,0.2,28.2
Clearfield,10/01/2020,4,2.9,340,79388,5,3.6,428.3
Snyder,04/08/2020,1,1.4,14,40540,2.5,3.5,34.5
Huntingdon,05/29/2020,2,0.4,230,45168,4.4,0.9,509.2
Greene,08/25/2020,0,1,141,36506,0,2.7,386.2
Dauphin,05/20/2020,17,18.9,1055,277097,6.1,6.8,380.7
Bradford,05/02/2020,0,1.3,39,60833,0,2.1,64.1
Juniata,11/11/2020,36,14.6,370,24704,145.7,59,1497.7
Susquehanna,10/09/2020,12,4.7,340,40589,29.6,11.6,837.7
Cambria,06/16/2020,0,0.1,63,131730,0,0.1,47.8
Mifflin,06/02/2020,0,0.1,61,46222,0,0.3,132
Fulton,09/05/2020,0,0.6,38,14523,0,3.9,261.7
Blair,05/31/2020,0,0.3,51,122492,0,0.2,41.6
Susquehanna,07/28/2020,0,0.4,204,40589,0,1.1,502.6
Mckean,08/29/2020,0,0.3,38,40968,0,0.7,92.8
Susquehanna,04/07/2020,3,1.7,18,40589,7.4,4.2,44.3
Montour,05/23/2020,0,0,50,18240,0,0,274.1
Pike,10/05/2020,1,2.4,598,55933,1.8,4.3,1069.1
Monroe,03/10/2020,0,0.1,1,169507,0,0.1,0.6
Elk,07/19/2020,0,0.6,38,30169,0,1.9,126
Erie,09/14/2020,11,5.3,1447,272061,4,1.9,531.9
Somerset,07/21/2020,2,2.1,102,73952,2.7,2.9,137.9
Clinton,04/02/2020,2,0.3,2,38684,5.2,0.7,5.2
Erie,10/11/2020,9,18.6,1797,272061,3.3,6.8,660.5
Cumberland,07/06/2020,9,7.6,916,251423,3.6,3,364.3
Susquehanna,11/08/2020,7,4.9,463,40589,17.2,12,1140.7
Columbia,10/02/2020,9,7.6,945,65456,13.7,11.6,1443.7
Bradford,05/23/2020,0,0.3,46,60833,0,0.5,75.6
Dauphin,05/30/2020,18,23.3,1284,277097,6.5,8.4,463.4
Adams,05/06/2020,1,1.9,157,102811,1,1.8,152.7
Lackawanna,07/28/2020,10,7.4,1877,210793,4.7,3.5,890.4
Montgomery,08/23/2020,43,45.1,10810,828604,5.2,5.4,1304.6
Wayne,03/08/2020,0,0.1,1,51276,0,0.3,2
Mifflin,05/06/2020,3,1.9,51,46222,6.5,4,110.3
Bradford,11/02/2020,35,38.6,975,60833,57.5,63.4,1602.7
Berks,04/30/2020,58,61.4,2830,420152,13.8,14.6,673.6
Potter,06/29/2020,0,0.3,15,16622,0,1.7,90.2
Somerset,08/03/2020,0,1.7,127,73952,0,2.3,171.7
Lehigh,04/05/2020,138,114.3,1060,368100,37.5,31,288
Wayne,09/29/2020,1,2.6,239,51276,2,5,466.1
Lehigh,08/10/2020,20,18.3,4997,368100,5.4,5,1357.5
Berks,08/10/2020,27,26.6,5438,420152,6.4,6.3,1294.3
Lycoming,09/28/2020,5,9.4,700,113664,4.4,8.3,615.9
Pennsylvania,04/09/2020,1796,1728.9,21324,12807060,14,13.5,166.5
Fulton,05/11/2020,0,0.3,8,14523,0,2,55.1
Cumberland,09/19/2020,13,11.9,1771,251423,5.2,4.7,704.4
Juniata,09/30/2020,2,1.9,197,24704,8.1,7.5,797.4
Clinton,05/08/2020,0,1,41,38684,0,2.6,106
Wayne,08/22/2020,1,0.9,170,51276,2,1.7,331.5
Beaver,05/07/2020,2,5.6,502,164742,1.2,3.4,304.7
Greene,06/25/2020,1,0.9,40,36506,2.7,2.3,109.6
Mckean,06/22/2020,0,0.3,16,40968,0,0.7,39.1
Butler,10/05/2020,16,13.1,1156,187888,8.5,7,615.3
Berks,04/17/2020,220,116.4,1807,420152,52.4,27.7,430.1
Schuylkill,09/29/2020,9,15.3,1191,142067,6.3,10.8,838.3
Tioga,07/19/2020,0,0.4,34,40763,0,1.1,83.4
Schuylkill,09/08/2020,4,3.7,1031,142067,2.8,2.6,725.7
Elk,10/10/2020,1,1.1,90,30169,3.3,3.8,298.3
Susquehanna,04/21/2020,0,4.3,71,40589,0,10.6,174.9
Berks,04/01/2020,18,21.7,193,420152,4.3,5.2,45.9
Cameron,03/27/2020,1,0.1,1,4492,22.3,3.2,22.3
Mckean,05/01/2020,0,0.1,9,40968,0,0.3,22
Dauphin,06/11/2020,13,22.1,1596,277097,4.7,8,576
Lancaster,08/02/2020,31,51,5691,543557,5.7,9.4,1047
Bradford,09/20/2020,8,3.1,135,60833,13.2,5.2,221.9
Potter,05/23/2020,0,0,4,16622,0,0,24.1
Dauphin,06/09/2020,15,22.7,1550,277097,5.4,8.2,559.4
Monroe,11/03/2020,27,19.4,2160,169507,15.9,11.5,1274.3
Clinton,04/26/2020,4,2.3,27,38684,10.3,5.9,69.8
Cameron,11/01/2020,1,0.4,11,4492,22.3,9.5,244.9
Greene,09/18/2020,3,1.7,174,36506,8.2,4.7,476.6
Butler,10/15/2020,22,20.9,1374,187888,11.7,11.1,731.3
Dauphin,05/29/2020,25,26.3,1266,277097,9,9.5,456.9
Huntingdon,05/01/2020,8,3.9,50,45168,17.7,8.5,110.7
Adams,09/04/2020,6,10.7,707,102811,5.8,10.4,687.7
Elk,11/03/2020,8,9,233,30169,26.5,29.8,772.3
Lancaster,08/31/2020,56,38.3,6794,543557,10.3,7,1249.9
Butler,09/11/2020,6,9.4,933,187888,3.2,5,496.6
Cameron,10/03/2020,0,0,8,4492,0,0,178.1
Crawford,08/17/2020,3,1.9,176,85063,3.5,2.2,206.9
Schuylkill,05/14/2020,14,10.6,517,142067,9.9,7.4,363.9
Mifflin,06/14/2020,0,0,61,46222,0,0,132
Crawford,08/02/2020,5,2.3,136,85063,5.9,2.7,159.9
Pike,03/18/2020,1,0.6,4,55933,1.8,1,7.2
Lycoming,06/11/2020,0,0.3,169,113664,0,0.3,148.7
Franklin,09/04/2020,12,9.4,1575,154835,7.8,6.1,1017.2
Clarion,05/21/2020,0,0.1,26,38779,0,0.4,67
Lehigh,06/20/2020,13,18.7,4082,368100,3.5,5.1,1108.9
Mifflin,05/21/2020,0,0.3,59,46222,0,0.6,127.6
Clinton,06/03/2020,0,0.7,60,38684,0,1.8,155.1
Carbon,06/11/2020,2,1.9,257,64227,3.1,2.9,400.1
Fulton,09/07/2020,0,0.6,38,14523,0,3.9,261.7
Jefferson,08/10/2020,0,2,76,43641,0,4.6,174.1
Clearfield,07/04/2020,0,0.6,78,79388,0,0.7,98.3
Cameron,04/03/2020,0,0,1,4492,0,0,22.3
Cambria,09/30/2020,24,8.1,621,131730,18.2,6.2,471.4
Erie,07/15/2020,11,7.4,757,272061,4,2.7,278.2
Greene,06/27/2020,3,0.6,43,36506,8.2,1.6,117.8
Cambria,09/17/2020,7,3,543,131730,5.3,2.3,412.2
Blair,04/09/2020,3,0.7,10,122492,2.4,0.6,8.2
Montour,03/26/2020,0,0.4,3,18240,0,2.3,16.4
Franklin,04/06/2020,7,3.7,44,154835,4.5,2.4,28.4
Huntingdon,09/17/2020,0,0.4,396,45168,0,0.9,876.7
Washington,10/04/2020,17,14.9,1449,207346,8.2,7.2,698.8
Monroe,08/13/2020,2,5.9,1659,169507,1.2,3.5,978.7
Chester,08/23/2020,15,18.7,5467,522046,2.9,3.6,1047.2
Bradford,08/30/2020,0,0.3,103,60833,0,0.5,169.3
Cameron,08/14/2020,0,0.3,8,4492,0,6.4,178.1
Fulton,07/27/2020,0,0.3,21,14523,0,2,144.6
Sullivan,04/15/2020,0,0,1,6071,0,0,16.5
Armstrong,10/06/2020,3,3.3,476,65263,4.6,5,729.4
Elk,05/28/2020,0,0,6,30169,0,0,19.9
Somerset,10/05/2020,1,3.3,240,73952,1.4,4.4,324.5
Schuylkill,04/15/2020,20,12.7,251,142067,14.1,8.9,176.7
Montgomery,04/17/2020,116,114.3,3057,828604,14,13.8,368.9
