Gene	count_DF_927_1_GFP_tdt	count_DF_927_1_GFP	count_DF_980_3_GFP_tdt	count_DF_980_3_GFP
Tnfrsf26	26	21	14	11
Tnfrsf4	434	60	131	100
Tnfrsf8	3	0	0	0
Tnfrsf9	599	887	405	88
Tnfsf10	332	376	105	150
Tnfsf11	1	0	5	1
Tnfsf12	122	110	83	95
Tnfsf13	219	302	175	353
Tnfsf13b	20	10	10	5
Tnfsf14	5	4	6	2
Tnfsf15	1316	447	310	562
Tnfsf18	1	0	4	2
Tnfsf4	2	0	0	2
Tnfsf8	0	0	3	6
Tnfsf9	177	71	532	307
Tnfsfm13	0	0	0	0
Tnik	216	287	184	281
Tnip1	3080	2685	2158	2333
Tnip2	1289	915	936	1219
Tnip3	337	276	463	136
Tnk1	2146	1776	2091	2211
Tnk2	4726	5254	4135	4444
Tnk2os	22	6	10	17
Tnks	4016	3232	1939	2399
Tnks1bp1	11011	10022	7726	8258
Tnks2	15010	12827	10965	11869
Tnmd	0	0	0	0
Tnn	33	14	14	6
Tnnc1	33	9	13	10
Tnnc2	1	1	0	1
Tnni1	2	1	2	0
Tnni2	3	0	2	3
Tnni3	29	19	10	23
Tnni3k	11	2	0	4
Tnnt1	2	8	28	71
Tnnt2	22	46	10	13
Tnnt3	1	1	0	9
Tnp1	0	0	0	0
Tnp2	0	0	1	1
Tnpo1	6510	4899	5712	4911
Tnpo2	4277	3578	3542	3894
Tnpo3	5390	4580	4361	4931
Tnr	1	0	0	0
Tnrc18	12111	10164	5638	7463
Tnrc6a	8275	5988	4572	5893
Tnrc6b	3308	2820	1822	2082
Tnrc6c	3709	2652	1478	1951
Tns1	48594	27130	19441	16253
Tns2	4788	3244	1746	2160
Tns3	18761	9675	7328	6060
Tns4	2	3	2	7
Tnxb	91	88	35	85
Tob1	8309	8414	6349	8717
Tob2	3764	3780	3500	5151
Toe1	1056	844	1240	1431
Tollip	6279	5385	5535	5953
Tom1	3077	2979	3240	3599
Tom1l1	3345	2645	5459	4407
Tom1l2	3128	2423	2089	2323
Tomm20	8039	5854	13993	14018
Tomm20l	30	6	20	8
Tomm22	3444	2537	5800	6066
Tomm34	1736	1432	1102	1216
Tomm40	3281	2890	4827	4462
Tomm40l	1189	968	1621	2080
Tomm5	1173	752	2238	2308
Tomm6	2562	2560	3121	4737
Tomm6os	35	15	7	26
Tomm7	2429	1260	3750	3857
Tomm70a	4826	3626	4601	4035
Tomt	106	96	99	123
Tonsl	411	391	329	334
Top1	7132	5389	8052	6536
Top1mt	631	646	607	784
Top2a	780	949	1700	554
Top2b	12160	6499	6513	6581
Top3a	873	760	770	1029
Top3b	3658	2269	2924	2694
Topaz1	20	10	15	11
Topbp1	2824	1954	1801	1828
Topors	3499	2753	2963	3829
Toporsl	0	0	0	0
Toporsos	24	23	28	18
Tor1a	1371	1070	2153	2116
Tor1aip1	4794	4327	3033	3405
Tor1aip2	10193	7092	8972	8850
Tor1b	3030	2357	3184	2756
Tor2a	1815	1503	2269	2476
Tor3a	1660	983	1302	1344
Tor4a	2434	2751	2385	3014
Tox	141	153	138	109
Tox2	232	367	248	272
Tox3	76	79	40	56
Tox4	3724	3347	3749	3790
Tpbg	372	302	446	361
Tpbpa	0	0	0	0
Tpbpb	0	0	0	0
Tpcn1	1936	1867	1346	2118
Tpcn2	2690	1871	2664	2690
Tpd52	5929	5612	8328	8266
Tpd52l1	446	377	483	692
Tpd52l2	3990	2753	4645	4658
Tpgs1	1878	1306	2975	3500
Tpgs2	338	213	231	342
Tph1	9	0	0	0
Tph2	3	4	24	2
Tpi1	9082	8419	16997	16052
Tpk1	1129	854	947	1185
Tpm1	43307	29522	43280	42806
Tpm2	257	258	809	353
Tpm3	23843	14299	27958	21998
Tpm4	25030	18416	37736	23698
Tpmt	161	121	238	230
Tpo	2	0	0	0
Tpp1	15117	14154	13601	13358
Tpp2	5079	3827	4470	3959
Tppp	105	91	56	69
Tppp2	0	0	0	0
Tppp3	6929	1387	2087	1808
Tpr	11795	6494	7192	7058
Tpra1	2359	1899	1980	2241
Tprg	17	5	29	27
Tprgl	11058	7262	8064	10623
Tprkb	954	702	1309	1376
Tprn	505	643	592	594
Tpsab1	41	36	26	6
Tpsb2	57	48	18	7
Tpsg1	0	3	0	0
Tpst1	577	181	253	297
Tpst2	1741	1470	2010	2372
Tpt1	143639	141424	333235	378796
Tpte	6	1	1	4
Tpx2	209	321	470	194
Tra2a	5211	2276	5966	5891
Tra2b	6625	4309	8640	8614
Trabd	5156	5151	6080	6602
Trabd2b	100	177	124	138
Tradd	783	506	1058	1391
Traf1	2391	1665	786	1910
Traf2	1598	1305	1486	1805
Traf3	2379	1935	1114	1089
Traf3ip1	953	702	610	684
Traf3ip2	1592	1287	1160	1434
Traf3ip3	35	38	144	46
Traf4	5462	5649	7344	7256
Traf5	124	111	134	219
Traf6	3727	3509	3046	2808
Traf7	4973	3860	5011	4622
Trafd1	2267	1830	1862	2205
Traip	164	123	148	111
Trak1	6816	6360	4588	5082
Trak2	3940	2975	2264	2424
Tram1	9222	8984	11342	10143
Tram1l1	12	27	5	17
Tram2	531	214	129	99
Trank1	1	7	3	3
Trap1	4607	4529	6234	6747
Trap1a	7	0	0	0
Trappc1	1514	1313	2114	2174
Trappc10	6470	6104	4796	4874
Trappc11	4827	4458	4272	4820
Trappc12	1467	1465	1916	1867
Trappc13	3101	2233	3102	3130
Trappc2	800	383	872	854
Trappc2l	1527	1021	2391	2873
Trappc3	4009	2816	4539	5190
Trappc3l	0	1	0	0
Trappc4	2562	1991	3694	3511
Trappc5	2099	1624	2390	2317
Trappc6a	1384	1145	2024	2453
Trappc6b	3671	2272	3187	3518
Trappc8	4607	3304	3748	4145
Trappc9	3327	3305	3239	2962
Trat1	1	0	3	6
Trcg1	2	2	0	8
Trdmt1	572	442	578	637
Trdn	1	2	0	1
Treh	0	0	0	0
Trem1	53	29	78	78
Trem2	42	54	42	71
Trem3	5	2	3	14
Treml1	32	15	6	6
Treml2	42	27	20	17
Treml4	26	48	9	82
Trerf1	318	268	151	190
Trex1	312	274	317	394
Trex2	2	8	23	1
Trf	29592	48565	51011	57894
Trh	0	0	2	2
Trhde	0	0	1	0
Trhr	0	0	0	0
Trhr2	0	1	0	1
Triap1	1255	863	1451	1915
Trib1	3445	2621	3927	4309
Trib2	630	699	244	289
Trib3	1693	1979	4134	5775
Tril	494	343	144	258
Trim10	15	1	22	26
Trim11	2988	2370	2962	3586
Trim12a	0	0	5	17
Trim12c	2860	1203	905	329
Trim13	1189	651	1360	1063
Trim14	406	495	333	413
Trim15	17	17	69	14
Trim16	6643	1348	2489	1090
Trim17	53	45	112	124
Trim2	4034	3666	2457	4210
Trim21	1069	614	600	787
Trim23	1343	684	923	914
Trim24	2127	1397	1404	1629
Trim25	5139	4947	4243	3822
Trim26	3476	2784	2916	3431
Trim27	2665	2669	2857	4269
Trim28	12162	11282	12840	13500
Trim29	15	11	15	12
Trim3	14479	4272	7243	6101
Trim30a	73	48	67	72
Trim30b	2	1	2	11
Trim30d	0	2	35	51
Trim30e-ps1	0	0	0	0
Trim31	0	0	1	0
Trim32	1167	763	790	831
Trim33	4872	3138	2788	2704
Trim34a	221	112	151	166
Trim34b	246	89	101	137
Trim35	4102	3430	3766	3608
Trim36	166	169	90	68
Trim37	1691	1784	2033	2466
Trim38	0	0	0	0
Trim39	1465	695	851	1174
Trim40	0	0	0	0
Trim41	4083	2801	2566	3205
Trim42	0	0	0	0
Trim43a	17	1	0	3
Trim43b	2	0	3	4
Trim43c	9	5	5	10
Trim44	15461	10779	9555	10565
Trim45	159	121	123	177
Trim46	872	444	680	879
Trim47	152	144	167	114
Trim50	0	0	0	0
Trim52	0	0	0	0
Trim54	0	0	0	0
Trim55	0	1	0	0
Trim56	1814	1658	1090	1310
Trim58	1	0	0	0
Trim59	251	191	189	159
Trim6	65	54	121	169
Trim60	0	1	0	0
Trim61	0	0	0	0
Trim62	748	1138	924	1084
Trim63	0	1	1	0
Trim65	381	282	271	395
Trim66	16	9	9	14
Trim67	37	27	14	12
Trim68	1231	636	770	651
Trim69	6	3	7	1
Trim7	140	73	75	114
Trim71	38	27	5	61
Trim72	16	7	13	24
Trim75	1	0	0	0
Trim8	9957	9229	6083	8752
Trim80	0	0	0	0
Trim9	22	18	25	22
Triml1	0	0	0	1
Triml2	0	0	0	0
Trio	5342	4232	2851	3182
Triobp	3083	3265	3069	3648
Trip10	3311	2248	3702	3537
Trip11	3686	2089	2523	2301
Trip12	14775	12593	12447	12400
Trip13	114	93	147	105
Trip4	1797	1237	1457	1699
Trip6	5096	4239	6118	6855
Triqk	113	57	109	122
Trit1	647	392	655	761
Trmt1	2594	2271	3289	4101
Trmt10a	369	169	416	320
Trmt10b	666	433	742	840
Trmt10c	1083	711	1074	1165
Trmt11	684	537	899	978
Trmt112	2839	2469	3617	4033
Trmt12	442	263	370	514
Trmt13	244	76	181	196
Trmt1l	1289	991	1302	1424
Trmt2a	2137	1427	2282	2498
Trmt2b	1186	935	1177	1555
Trmt44	498	324	561	796
Trmt5	459	371	479	454
Trmt6	1392	980	1261	1180
Trmt61a	410	324	565	646
Trmt61b	208	109	241	311
Trmu	818	484	835	1104
Trnau1ap	1588	1099	2366	3098
Trnp1	879	88	41	75
Trnt1	963	435	874	891
Tro	20	20	17	19
Troap	52	65	73	31
Trove2	4660	2979	2580	2403
Trp53	4237	4207	2958	2499
Trp53bp1	2000	1427	1343	1691
Trp53bp2	14424	3873	2696	3693
Trp53cor1	353	414	277	402
Trp53i11	1551	1786	1515	1160
Trp53i13	610	395	414	663
Trp53inp1	8042	6370	7228	6454
Trp53inp2	9987	12688	17817	13220
Trp53rka	1031	679	1033	1327
Trp53rkb	262	142	245	334
Trp53tg5	12	10	11	10
Trp63	3	3	4	7
Trp73	12	8	2	10
Trpa1	0	0	0	0
Trpc1	120	38	30	43
Trpc2	0	0	0	0
Trpc3	8	14	3	4
Trpc4	2	2	2	0
Trpc4ap	8444	7716	7368	7919
Trpc5	0	0	0	0
Trpc5os	3	0	0	1
Trpc6	46	49	49	48
Trpc7	3	1	1	2
Trpd52l3	0	0	0	0
Trpm1	1	0	3	1
Trpm2	6	5	6	3
Trpm3	226	62	39	58
Trpm4	3115	2993	3897	5254
Trpm5	0	0	0	0
Trpm6	7884	7472	4226	4499
Trpm7	8642	5076	4904	6160
Trpm8	6	0	1	0
Trps1	726	594	280	395
Trpt1	496	272	408	594
Trpv1	5	2	0	0
Trpv2	82	65	55	53
Trpv3	0	4	1	0
Trpv4	60	50	38	40
Trpv5	2	2	4	0
Trpv6	7831	11383	13262	15727
Trrap	8655	9317	5766	7626
Trub1	819	487	658	662
Trub2	1168	825	1357	1695
Try10	0	0	0	0
Try4	0	0	0	0
Try5	0	0	0	0
Tsacc	190	124	187	301
Tsc1	2864	2249	1873	2350
Tsc2	6527	6480	4790	5148
Tsc22d1	23516	19752	32375	35582
Tsc22d2	2736	1811	1326	1916
Tsc22d3	6908	5375	7183	6123
Tsc22d4	3563	3908	2926	3151
Tsen15	920	543	1057	1127
Tsen2	304	204	429	453
Tsen34	4113	2910	5389	7013
Tsen54	1090	641	1275	1549
Tsfm	1085	741	1328	1445
Tsg101	4868	3784	5066	4733
Tsga10	106	49	96	136
Tsga13	1	3	0	1
Tsga8	0	0	0	0
Tshb	512	63	120	188
Tshr	24	18	23	9
Tshz1	3439	2517	1928	1577
Tshz2	92	136	56	96
Tshz3	52	63	38	36
Tsix	42	27	25	54
Tsks	9	8	3	9
Tsku	136	215	343	425
Tslp	16	14	20	13
Tsn	5688	4720	7149	6651
Tsnax	4390	3304	4315	5152
Tsnaxip1	9	3	3	2
Tspan1	2650	3251	2611	1778
Tspan10	0	0	3	0
Tspan11	18785	28266	40993	31436
Tspan12	2137	1878	2398	3629
Tspan13	3567	1696	1487	1904
Tspan14	4890	5436	5765	5974
Tspan15	17390	5150	6844	7849
Tspan17	1089	570	892	1161
Tspan18	213	247	75	129
Tspan2	12389	6806	9116	8018
Tspan2os	5	4	14	12
Tspan3	4207	2442	3282	3718
Tspan31	4236	3781	6163	5520
Tspan32	104	24	48	47
Tspan33	61	73	72	81
Tspan4	2229	2158	4531	3215
Tspan5	2548	759	750	718
Tspan6	1264	474	630	608
Tspan7	3217	4280	2391	3259
Tspan8	19773	7812	13365	13382
Tspan9	7718	6655	6392	6280
Tspear	49	24	25	23
Tspo	11979	10107	24734	28742
Tspo2	1	0	3	3
Tspy-ps	0	0	0	0
Tspyl1	4747	4247	4326	5640
Tspyl2	2061	1359	1218	1493
Tspyl3	111	59	54	87
Tspyl4	1996	2150	1442	2990
Tspyl5	163	146	149	195
Tsr1	1261	1006	1385	1402
Tsr2	872	777	933	1189
Tsr3	1006	682	1198	1368
Tssc1	1011	538	1042	1022
Tssc4	1388	977	1577	1747
Tssk1	19	19	14	21
Tssk2	4	3	4	4
Tssk3	10	11	1	10
Tssk4	38	16	28	18
Tssk5	0	1	0	0
Tssk6	93	67	81	125
Tst	4612	5442	10915	13856
Tsta3	2311	2156	4218	4339
Tstd1	28	15	14	31
Tstd2	1589	1382	1376	1534
Tstd3	42	42	109	93
Tsx	3	1	0	1
Ttbk1	4	2	0	4
Ttbk2	1198	815	739	1031
Ttc1	1718	1167	2701	2704
Ttc12	424	201	188	258
Ttc13	3560	3520	4970	4061
Ttc14	4919	1258	2267	2382
Ttc16	22	9	22	17
Ttc17	3464	3079	3039	2907
Ttc19	1510	1025	1256	1099
Ttc21a	67	39	20	45
Ttc21b	1282	1121	1332	1972
Ttc22	222	216	509	399
Ttc23	1329	1108	1446	1412
Ttc23l	7	1	9	11
Ttc24	0	1	0	0
Ttc25	23	24	29	28
Ttc26	316	332	353	346
Ttc27	967	839	1419	1620
Ttc28	1939	1754	639	880
Ttc29	4	8	3	10
Ttc3	6763	4501	4250	4547
Ttc30a1	169	141	167	265
Ttc30a2	3	8	0	9
Ttc30b	473	449	399	554
Ttc32	459	394	818	1212
Ttc33	1204	730	989	1141
Ttc34	13	7	5	37
Ttc36	330	426	515	836
Ttc37	1478	1163	1270	1217
Ttc38	3504	4458	4164	5149
Ttc39a	408	388	729	714
Ttc39aos1	228	51	132	120
Ttc39b	4012	1498	1603	1717
Ttc39c	131	73	70	64
Ttc39d	2	2	0	2
Ttc4	2256	1820	2390	2458
Ttc41	120	36	70	122
Ttc5	2403	1377	1898	2642
Ttc7	4010	6008	5723	6015
Ttc7b	2282	1671	1446	1685
Ttc8	519	441	460	614
Ttc9	5474	7168	8926	8234
Ttc9b	1	3	0	0
Ttc9c	1817	1248	1580	1714
Ttf1	1221	834	849	1150
Ttf2	854	756	795	841
Tti1	1219	915	1073	1225
Tti2	910	737	722	974
Ttk	46	62	124	42
Ttl	1925	988	881	1214
Ttll1	795	519	867	984
Ttll10	502	347	246	341
Ttll11	582	175	131	240
Ttll12	2071	1782	2433	1843
Ttll13	65	57	20	43
Ttll2	0	0	0	0
Ttll3	142	55	59	83
Ttll4	1544	681	719	676
Ttll5	798	823	747	878
Ttll6	8	1	2	4
Ttll7	3749	2647	4916	4018
Ttll8	23	12	9	14
Ttll9	11	6	3	4
Ttn	53	37	18	24
Ttpa	148	135	156	119
Ttpal	1199	1204	1391	1102
Ttr	104	126	170	80
Ttyh1	30	25	51	52
Ttyh2	138	166	117	155
Ttyh3	4891	4709	2797	3553
Tub	1217	324	602	327
Tuba1a	9253	2885	3582	2869
Tuba1b	11973	7982	17514	17765
Tuba1c	4378	4556	10516	6946
Tuba3a	3	0	0	0
Tuba3b	0	0	0	0
Tuba4a	4215	5741	11562	10496
Tuba8	1197	758	2571	887
Tubal3	0	0	0	0
Tubb1	162	160	39	31
Tubb2a	4542	4089	7981	7233
Tubb2a-ps2	4	5	14	5
Tubb2b	752	421	894	464
Tubb3	10	8	16	29
Tubb4a	79	51	44	53
Tubb4b	17164	17960	33176	24372
Tubb5	17334	15929	20340	15763
Tubb6	487	379	1506	486
Tubd1	273	205	533	545
Tube1	113	57	77	123
Tubg1	1267	1138	1740	1714
Tubg2	26	21	16	21
Tubgcp2	2248	2323	1969	2518
Tubgcp3	3434	2785	2787	3326
Tubgcp4	1102	786	876	1114
Tubgcp5	2184	1479	1479	1846
Tubgcp6	1475	1206	1091	1367
Tufm	2134	2150	3482	3205
Tuft1	2601	1727	2359	2807
Tug1	6101	5613	4351	4914
Tulp1	272	171	196	298
Tulp2	11	6	5	10
Tulp3	1077	744	843	672
Tulp4	4152	2319	2051	2245
Tunar	0	0	0	0
Tusc1	672	567	667	931
Tusc2	1863	2039	2481	2792
Tusc3	4575	2599	4469	4735
Tusc5	2	1	11	11
Tut1	1234	1006	1085	1256
Tvp23a	77	33	48	63
Tvp23b	3000	1750	3181	4011
Twf1	7354	5244	6973	5827
Twf2	1018	999	1749	2475
Twist1	5	8	4	11
Twist2	14	9	7	7
Twistnb	1041	684	925	823
Twsg1	11672	6530	7499	8090
Txk	55	43	42	81
Txlna	5156	5255	5793	5507
Txlnb	3	14	4	4
Txlng	2743	2048	2823	2800
Txn1	14982	9396	22215	27094
Txn2	3995	4469	5532	5840
Txndc11	2466	2222	2386	2485
Txndc12	2299	1826	3008	3262
Txndc15	2798	1768	3136	3937
Txndc16	1086	451	365	739
Txndc17	2412	1624	3262	3686
Txndc2	5	4	4	4
Txndc5	14653	13034	14044	14373
Txndc8	1	0	0	0
Txndc9	3067	2071	4049	3477
Txnip	29767	26892	11517	15553
Txnl1	4504	3305	6693	6071
Txnl4a	6995	4749	8584	8827
Txnl4b	607	885	829	989
Txnrd1	15626	15440	17436	17533
Txnrd2	1127	1057	1230	1914
Txnrd3	3185	3627	2362	4489
Tyk2	1473	988	1308	1520
Tymp	58	49	78	109
Tyms	784	800	1898	1652
Tyms-ps	8	12	23	18
Tyr	0	0	0	1
Tyro3	1354	1410	1976	1892
Tyrobp	125	116	184	318
Tyrp1	7	16	12	13
Tysnd1	1909	1506	2101	2643
Tyw1	1299	1273	1618	2030
Tyw3	219	125	143	136
Tyw5	528	216	436	477
U2af1	4211	2818	5693	4941
U2af1l4	1301	780	1427	1792
U2af2	9568	7555	10330	11221
U2surp	5369	3787	4822	4413
U90926	0	0	1	0
Uaca	1348	1053	957	1130
Uap1	3169	2853	2982	4218
Uap1l1	7716	5073	9408	10723
Uba1	19315	20125	24204	23578
Uba1y	0	0	0	1
Uba2	6697	5097	7998	7614
Uba3	3964	2418	3914	3670
Uba5	2119	1301	2234	2356
Uba52	38380	37734	90088	106756
Uba6	1366	975	1170	1104
Uba7	1217	579	730	757
Ubac1	1449	1035	1433	2148
Ubac2	2194	2004	2301	2703
Ubald1	3037	3019	3589	5130
Ubald2	2	2	6	5
Ubap1	2912	2509	3009	3363
Ubap1l	16	7	21	8
Ubap2	5981	5627	4631	4512
Ubap2l	11505	11775	10206	9664
Ubash3a	0	3	4	2
Ubash3b	65	75	406	758
Ubb	5080	5314	7539	8834
Ubc	18458	21662	18392	19230
Ubd	0	0	0	0
Ube2a	2641	2358	4132	3615
Ube2b	6171	3890	7424	7442
Ube2c	215	372	747	204
Ube2cbp	96	109	159	129
Ube2d1	1031	827	716	666
Ube2d2a	7056	5504	6874	7021
Ube2d2b	18	8	9	17
Ube2d3	21755	17577	29744	28634
Ube2dnl1	0	0	0	0
Ube2dnl2	0	0	0	0
Ube2e1	2011	1340	1941	1871
Ube2e2	3078	2514	2364	2927
Ube2e3	3907	2901	3426	3879
Ube2f	1985	1565	2904	2273
Ube2g1	4667	3501	3972	4268
Ube2g2	3349	2116	3062	3139
Ube2h	7209	4765	4530	4841
Ube2i	13173	10745	14625	16103
Ube2j1	3709	2812	3995	3702
Ube2j2	658	357	665	874
Ube2k	5065	3632	5114	4412
Ube2l3	7287	6162	8472	6739
Ube2l6	649	495	758	715
Ube2m	5949	4905	8132	6936
Ube2n	3832	3162	5700	4777
Ube2o	2125	1795	1779	2049
Ube2q1	7455	4724	5772	6273
Ube2q2	3494	2601	2897	3170
Ube2ql1	1	3	1	9
Ube2r2	6464	5970	5673	6561
Ube2s	3244	2305	4007	3991
Ube2t	62	47	126	91
Ube2u	1	0	4	1
Ube2v1	4766	4823	5067	4670
Ube2v2	1353	858	1486	1145
Ube2w	1945	1311	2441	2127
Ube2z	10030	6635	6952	6940
Ube3a	4307	3343	3844	3788
Ube3b	8209	8164	8436	7028
Ube3c	3867	3566	3812	4265
Ube4a	4679	4369	3991	4010
Ube4b	4543	4362	3038	3688
Ube4bos3	35	10	22	13
Ubfd1	2358	2012	2203	2071
Ubiad1	1164	1185	1346	1314
Ubl3	15247	9822	11299	13955
Ubl4a	1004	783	893	867
Ubl4b	0	0	0	0
Ubl5	6801	5343	10815	9685
Ubl7	2344	2244	2246	2412
Ublcp1	2451	1741	2044	1959
Ubn1	4813	4106	3347	4244
Ubn2	4323	2328	2343	2643
Ubox5	534	552	446	470
Ubp1	4715	3084	2932	3601
Ubqln1	10647	9532	11860	11704
Ubqln2	3333	3388	2145	2653
Ubqln3	0	1	0	0
Ubqln4	4292	3628	3609	3975
Ubqlnl	0	0	0	0
Ubr1	8514	7661	6864	9834
Ubr2	6914	5488	4646	5642
Ubr3	10556	9646	6975	7812
Ubr4	16874	17707	10765	10287
Ubr5	12955	11451	9389	11132
Ubr7	2188	1875	1840	2181
Ubtd1	1105	967	1616	1878
Ubtd2	2140	1725	1609	1340
Ubtf	8425	8263	8268	10883
Ubtfl1	0	0	0	0
Ubxn1	7744	6589	9559	12296
Ubxn10	181	247	135	171
Ubxn11	53	42	51	96
Ubxn2a	4107	2838	3581	3521
Ubxn2b	634	313	535	678
Ubxn4	7337	5127	6515	6835
Ubxn6	5553	5012	8387	10645
Ubxn7	4807	2899	2918	3343
Ubxn8	1938	1440	1944	2380
Uchl1	96	22	33	31
Uchl1os	0	0	1	0
Uchl3	784	521	1331	1103
Uchl4	18	26	45	41
Uchl5	1279	800	1370	1206
Uck1	1917	1662	2047	2428
Uck2	1292	1057	1555	1308
Uckl1	1435	948	1453	2000
Uckl1os	82	17	60	72
Ucma	1	0	4	4
Ucn	0	0	0	0
Ucn2	3	0	1	0
Ucn3	0	0	0	0
Ucp1	2	0	0	0
Ucp2	26459	26962	37244	26221
Ucp3	8	1	9	3
Uevld	1458	868	857	859
Ufc1	4177	2980	7548	8030
Ufd1l	3755	2495	3790	4158
Ufl1	3305	2109	2394	2769
Ufm1	3111	2170	4183	3516
Ufsp1	183	149	287	244
Ufsp2	1337	1122	1743	1553
Ugcg	2062	1888	1545	1622
Ugdh	1714	1373	1881	2602
Uggt1	9192	6136	7721	6946
Uggt2	715	382	448	340
Ugp2	6082	5127	7697	11084
Ugt1a1	40	20	23	27
Ugt1a10	0	0	0	1
Ugt1a2	1	2	5	8
Ugt1a5	11	9	8	11
Ugt1a6a	1721	2824	1570	2331
Ugt1a6b	33	56	68	50
Ugt1a7c	13	11	11	12
Ugt1a9	4	1	0	5
Ugt2a1	0	0	0	0
Ugt2a2	0	0	0	0
Ugt2a3	4	16	13	12
Ugt2b1	3	7	7	5
Ugt2b34	12	21	22	15
Ugt2b35	0	2	3	5
Ugt2b36	10	7	7	8
Ugt2b37	0	0	2	0
Ugt2b38	0	0	0	0
Ugt2b5	7	4	13	7
Ugt3a1	3	3	5	2
Ugt3a2	3	2	9	0
Ugt8a	7	4	3	2
Uhmk1	1382	959	1028	1040
Uhrf1	357	451	823	382
Uhrf1bp1	1198	1114	751	1115
Uhrf1bp1l	13722	15288	14848	15729
Uhrf2	2188	1569	2224	2426
Uimc1	1691	913	1502	1918
Ulbp1	67	91	85	49
Ulk1	4204	4240	2823	2687
Ulk2	2873	1814	1105	1412
Ulk3	1122	654	657	897
Ulk4	111	94	84	93
Umad1	798	451	957	1167
Umod	0	0	0	0
Umodl1	0	0	0	0
Umps	1221	1165	2253	2227
Unc119	2061	2314	3274	4692
Unc119b	2531	2522	2706	3410
Unc13a	31	21	15	24
Unc13b	3983	2836	3068	3582
Unc13c	30	5	14	3
Unc13d	5342	1377	3153	2119
Unc45a	5226	4059	5161	4817
Unc45b	70	59	24	31
Unc50	3450	1983	3098	3693
Unc5a	22	25	23	32
Unc5b	1208	1147	417	448
Unc5c	67	163	51	122
Unc5cl	53	65	110	69
Unc5d	79	75	67	102
Unc79	6	12	4	4
Unc80	5	8	11	24
Unc93a	6	0	0	0
Unc93b1	1914	1989	1391	1572
Uncx	0	2	0	0
Ung	291	331	445	419
Unk	3050	2502	1942	2666
Unkl	961	726	498	723
Uox	14	15	28	8
Upb1	9	17	8	15
Upf1	6900	5950	5003	5414
Upf2	3340	2066	2076	2262
Upf3a	4410	3251	4058	4367
Upf3b	2100	979	1238	1294
Upk1a	34	33	25	18
Upk1b	258	90	147	108
Upk2	0	0	3	3
Upk3a	10	4	7	1
Upk3b	33	68	24	26
Upk3bl	4	2	6	4
Upp1	20	31	119	46
Upp2	58	40	102	179
Uprt	311	177	181	198
Uqcc1	1816	1504	1892	2286
Uqcc2	2118	1533	4596	4907
Uqcc3	1797	1168	1567	2150
Uqcr10	4529	3202	8249	7919
Uqcr11	6054	4440	14354	13612
Uqcrb	4622	3024	7758	6313
Uqcrc1	10706	11577	20536	18224
Uqcrc2	8710	6950	13844	12730
Uqcrfs1	5932	4360	9688	9012
Uqcrh	6384	4616	14525	13806
Uqcrq	5666	4102	15080	13611
Urad	1	1	0	1
Urah	349	421	1044	1242
Urb1	991	1016	1059	1024
Urb2	921	746	716	676
Urgcp	2109	2066	2175	2436
Uri1	6238	5292	4937	6144
Urm1	2350	1836	2660	2903
Uroc1	12	11	12	13
Urod	3389	2938	4768	5257
Uros	404	274	763	676
Usb1	1734	1767	1757	2195
Use1	5693	5215	9029	17812
Usf1	2698	1793	2191	2868
Usf2	7804	6768	7546	9135
Ush1c	0	0	0	0
Ush1g	0	0	0	0
Ush2a	3	6	0	9
Ushbp1	212	157	84	103
Usmg5	3378	2071	7133	6187
Uso1	5796	4484	5695	5067
Usp1	2390	2375	2052	2592
Usp10	4867	5499	5126	5899
Usp11	366	291	264	311
Usp12	3982	3037	3577	3923
Usp13	503	240	308	327
Usp14	2799	2004	3356	2330
Usp15	5598	3852	5060	5044
Usp16	3514	1886	3570	3440
Usp17la	0	0	1	0
Usp17lb	0	0	0	0
Usp17lc	0	0	0	0
Usp17ld	0	0	1	0
Usp17le	0	0	0	0
Usp18	735	204	365	230
Usp19	9855	8261	8123	8959
Usp2	51	63	175	192
Usp20	2059	2030	2037	2340
Usp21	1571	1596	1504	1723
Usp22	5936	5417	3843	4592
Usp24	6293	5193	4526	4830
Usp25	4862	3580	2861	3510
Usp26	0	0	0	0
Usp27x	178	159	165	181
Usp28	1291	910	992	1124
Usp29	8	2	4	3
Usp3	4165	4355	4416	5852
Usp30	2254	2000	1835	2277
Usp31	1556	1091	989	945
Usp32	4635	3134	3066	3247
Usp33	11629	9281	12788	9210
Usp34	9697	7179	7660	6791
Usp35	300	149	281	242
Usp36	3129	2683	1986	2582
Usp37	1558	1373	1160	1284
Usp38	2155	1735	1583	1900
Usp39	4683	3488	5534	5035
Usp4	7291	6477	7649	8256
Usp40	2769	2238	1739	2280
Usp42	1387	1321	866	1040
Usp43	1015	951	905	628
Usp44	2	2	2	1
Usp45	1192	671	1062	1019
Usp46	5716	3844	3939	4265
Usp47	12373	10946	12013	11741
Usp48	4877	2867	3563	4353
Usp49	1137	943	743	1143
Usp5	5618	5280	6664	6912
Usp50	4	3	11	23
Usp51	10	12	12	11
Usp53	1615	909	941	995
Usp54	2573	1593	1231	1213
Usp6nl	4262	4018	2776	3312
Usp7	8353	7280	5448	5632
Usp8	9894	8684	12305	13080
Usp9x	12876	10498	9475	9465
Usp9y	0	0	0	0
Uspl1	1840	1437	1703	1824
Ust	965	221	152	228
Utf1	0	0	0	0
