PROV_ID,CONTACT_DATE,EFF_TO_DATE,PROV_TYPE
3700,2010-01-01,2099-12-31,FELLOW
4906,2010-01-01,2099-12-31,Resident
2190,2010-01-01,2099-12-31,Physician
781,2010-01-01,2099-12-31,Nurse Practitioner
4869,2010-01-01,2099-12-31,Nurse Practitioner
3266,2010-01-01,2099-12-31,Resident
2790,2010-01-01,2099-12-31,Nurse Practitioner
1233,2010-01-01,2099-12-31,Nurse Practitioner
2543,2010-01-01,2099-12-31,Physician
4442,2010-01-01,2099-12-31,Physician
2893,2010-01-01,2099-12-31,Nurse Practitioner
4510,2010-01-01,2099-12-31,Physician
738,2010-01-01,2099-12-31,Resident
2735,2010-01-01,2099-12-31,Physician
1853,2010-01-01,2099-12-31,Physician
4191,2010-01-01,2099-12-31,Physician
1203,2010-01-01,2099-12-31,Resident
762,2010-01-01,2099-12-31,Physician
3760,2010-01-01,2099-12-31,Physician
2942,2010-01-01,2099-12-31,Resident
1061,2010-01-01,2099-12-31,Nurse Practitioner
1015,2010-01-01,2099-12-31,Physician
3210,2010-01-01,2099-12-31,Resident
4251,2010-01-01,2099-12-31,Physician
4373,2010-01-01,2099-12-31,Physician
3855,2010-01-01,2099-12-31,Resident
4963,2010-01-01,2099-12-31,Physician
2231,2010-01-01,2099-12-31,Physician
1456,2010-01-01,2099-12-31,Resident
4026,2010-01-01,2099-12-31,Physician
201,2010-01-01,2099-12-31,Resident
684,2010-01-01,2099-12-31,Nurse Practitioner
417,2010-01-01,2099-12-31,Resident
1089,2010-01-01,2099-12-31,Nurse Practitioner
449,2010-01-01,2099-12-31,Physician
42,2010-01-01,2099-12-31,Resident
4815,2010-01-01,2099-12-31,Physician
556,2010-01-01,2099-12-31,Nurse Practitioner
1387,2010-01-01,2099-12-31,Resident
3784,2010-01-01,2099-12-31,Physician
3047,2010-01-01,2099-12-31,Physician
2858,2010-01-01,2099-12-31,Physician
2354,2010-01-01,2099-12-31,Physician
4326,2010-01-01,2099-12-31,Nurse Practitioner
4640,2010-01-01,2099-12-31,Physician
2524,2010-01-01,2099-12-31,Resident
4821,2010-01-01,2099-12-31,Resident
3191,2010-01-01,2099-12-31,Resident
3389,2010-01-01,2099-12-31,Physician
158,2010-01-01,2099-12-31,Resident
3030,2010-01-01,2099-12-31,Nurse Practitioner
2578,2010-01-01,2099-12-31,Physician
3771,2010-01-01,2099-12-31,Physician with Sedation
2681,2010-01-01,2099-12-31,Nurse Practitioner
2806,2010-01-01,2099-12-31,Physician
1205,2010-01-01,2099-12-31,Resident
4800,2010-01-01,2099-12-31,Physician with Sedation
2188,2010-01-01,2099-12-31,Resident
2789,2010-01-01,2099-12-31,Physician
1050,2010-01-01,2099-12-31,Physician
4487,2010-01-01,2099-12-31,Physician
1516,2010-01-01,2099-12-31,Physician
3607,2010-01-01,2099-12-31,Physician
4707,2010-01-01,2099-12-31,Physician
3632,2010-01-01,2099-12-31,Physician
676,2010-01-01,2099-12-31,Resident
2339,2010-01-01,2099-12-31,Physician
4415,2010-01-01,2099-12-31,Resident
1005,2010-01-01,2099-12-31,Physician
2783,2010-01-01,2099-12-31,Physician
2251,2010-01-01,2099-12-31,Resident
3898,2010-01-01,2099-12-31,Physician
832,2010-01-01,2099-12-31,Nurse Practitioner
2048,2010-01-01,2099-12-31,Nurse Practitioner
4569,2010-01-01,2099-12-31,Nurse Practitioner
1713,2010-01-01,2099-12-31,Physician
1439,2010-01-01,2099-12-31,FELLOW
1861,2010-01-01,2099-12-31,Nurse Practitioner
4441,2010-01-01,2099-12-31,Resident
1450,2010-01-01,2099-12-31,Resident
3913,2010-01-01,2099-12-31,Physician
3801,2010-01-01,2099-12-31,Nurse Practitioner
563,2010-01-01,2099-12-31,FELLOW
4145,2010-01-01,2099-12-31,Physician
604,2010-01-01,2099-12-31,Physician
1757,2010-01-01,2099-12-31,Physician
2562,2010-01-01,2099-12-31,Physician
3819,2010-01-01,2099-12-31,Resident
4980,2010-01-01,2099-12-31,Resident
2847,2010-01-01,2099-12-31,Physician
1949,2010-01-01,2099-12-31,Physician
2169,2010-01-01,2099-12-31,Nurse Practitioner
986,2010-01-01,2099-12-31,Nurse Practitioner
4855,2010-01-01,2099-12-31,Physician
1133,2010-01-01,2099-12-31,Resident
2804,2010-01-01,2099-12-31,Nurse Practitioner
4572,2010-01-01,2099-12-31,Nurse Practitioner
3258,2010-01-01,2099-12-31,Physician
976,2010-01-01,2099-12-31,Physician with Sedation
905,2010-01-01,2099-12-31,Physician
965,2010-01-01,2099-12-31,Resident
1651,2010-01-01,2099-12-31,Physician
3764,2010-01-01,2099-12-31,Resident
660,2010-01-01,2099-12-31,Resident
3231,2010-01-01,2099-12-31,Physician
687,2010-01-01,2099-12-31,Resident
1871,2010-01-01,2099-12-31,FELLOW
403,2010-01-01,2099-12-31,Physician
4349,2010-01-01,2099-12-31,Physician
1640,2010-01-01,2099-12-31,Physician
4920,2010-01-01,2099-12-31,Physician
4079,2010-01-01,2099-12-31,Physician
1983,2010-01-01,2099-12-31,Physician
713,2010-01-01,2099-12-31,Physician
995,2010-01-01,2099-12-31,Resident
1086,2010-01-01,2099-12-31,Physician
3686,2010-01-01,2099-12-31,Nurse Practitioner
1124,2010-01-01,2099-12-31,Physician
880,2010-01-01,2099-12-31,FELLOW
1960,2010-01-01,2099-12-31,Resident
294,2010-01-01,2099-12-31,Physician
2410,2010-01-01,2099-12-31,Nurse Practitioner
1367,2010-01-01,2099-12-31,Nurse Practitioner
4724,2010-01-01,2099-12-31,Physician
2680,2010-01-01,2099-12-31,Physician
181,2010-01-01,2099-12-31,Resident
2187,2010-01-01,2099-12-31,Physician
4247,2010-01-01,2099-12-31,Physician
700,2010-01-01,2099-12-31,Physician
1647,2010-01-01,2099-12-31,Resident
1125,2010-01-01,2099-12-31,Physician
1798,2010-01-01,2099-12-31,Nurse Practitioner
1327,2010-01-01,2099-12-31,Physician
1030,2010-01-01,2099-12-31,Physician
4156,2010-01-01,2099-12-31,Physician
1253,2010-01-01,2099-12-31,Physician
4637,2010-01-01,2099-12-31,Resident
1412,2010-01-01,2099-12-31,Resident
4448,2010-01-01,2099-12-31,Resident
3412,2010-01-01,2099-12-31,Physician
1956,2010-01-01,2099-12-31,Nurse Practitioner
2088,2010-01-01,2099-12-31,FELLOW
1039,2010-01-01,2099-12-31,Resident
4714,2010-01-01,2099-12-31,Resident
3626,2010-01-01,2099-12-31,Physician
3378,2010-01-01,2099-12-31,Nurse Practitioner
264,2010-01-01,2099-12-31,Physician
1639,2010-01-01,2099-12-31,Physician
3190,2010-01-01,2099-12-31,Nurse Practitioner
4010,2010-01-01,2099-12-31,Nurse Practitioner
2363,2010-01-01,2099-12-31,Physician
890,2010-01-01,2099-12-31,Physician
4976,2010-01-01,2099-12-31,Resident
557,2010-01-01,2099-12-31,Physician
2514,2010-01-01,2099-12-31,Physician
69,2010-01-01,2099-12-31,Nurse Practitioner
4504,2010-01-01,2099-12-31,Physician
770,2010-01-01,2099-12-31,Physician
2460,2010-01-01,2099-12-31,Resident
626,2010-01-01,2099-12-31,Physician
1300,2010-01-01,2099-12-31,Physician
4295,2010-01-01,2099-12-31,Physician
3431,2010-01-01,2099-12-31,Physician
2523,2010-01-01,2099-12-31,FELLOW
3372,2010-01-01,2099-12-31,Resident
2051,2010-01-01,2099-12-31,Physician
3850,2010-01-01,2099-12-31,Nurse Practitioner
1506,2010-01-01,2099-12-31,Physician
241,2010-01-01,2099-12-31,Physician
1320,2010-01-01,2099-12-31,Physician
4067,2010-01-01,2099-12-31,Resident
2853,2010-01-01,2099-12-31,Physician
4638,2010-01-01,2099-12-31,Nurse Practitioner
4902,2010-01-01,2099-12-31,Physician
1326,2010-01-01,2099-12-31,Physician
3812,2010-01-01,2099-12-31,Resident
3948,2010-01-01,2099-12-31,Nurse Practitioner
1876,2010-01-01,2099-12-31,Resident
4711,2010-01-01,2099-12-31,Nurse Practitioner
4086,2010-01-01,2099-12-31,Physician
4927,2010-01-01,2099-12-31,Nurse Practitioner
3743,2010-01-01,2099-12-31,Physician
4731,2010-01-01,2099-12-31,Nurse Practitioner
3478,2010-01-01,2099-12-31,Nurse Practitioner
1060,2010-01-01,2099-12-31,Physician
3518,2010-01-01,2099-12-31,Physician
4879,2010-01-01,2099-12-31,Physician
3605,2010-01-01,2099-12-31,Physician
4228,2010-01-01,2099-12-31,FELLOW
4474,2010-01-01,2099-12-31,FELLOW
4749,2010-01-01,2099-12-31,Nurse Practitioner
3023,2010-01-01,2099-12-31,Physician
3240,2010-01-01,2099-12-31,Nurse Practitioner
3073,2010-01-01,2099-12-31,Physician
1267,2010-01-01,2099-12-31,Resident
2558,2010-01-01,2099-12-31,Physician
672,2010-01-01,2099-12-31,Nurse Practitioner
4281,2010-01-01,2099-12-31,Physician
3950,2010-01-01,2099-12-31,Physician
2807,2010-01-01,2099-12-31,Physician
1123,2010-01-01,2099-12-31,Resident
3101,2010-01-01,2099-12-31,Physician
3621,2010-01-01,2099-12-31,Resident
4514,2010-01-01,2099-12-31,Physician
27,2010-01-01,2099-12-31,Physician
527,2010-01-01,2099-12-31,Physician
4007,2010-01-01,2099-12-31,Physician
64,2010-01-01,2099-12-31,Physician
3429,2010-01-01,2099-12-31,Nurse Practitioner
2989,2010-01-01,2099-12-31,Resident
2059,2010-01-01,2099-12-31,Physician with Sedation
4535,2010-01-01,2099-12-31,Physician
323,2010-01-01,2099-12-31,Nurse Practitioner
1477,2010-01-01,2099-12-31,Physician
2787,2010-01-01,2099-12-31,Physician
3858,2010-01-01,2099-12-31,Physician
4874,2010-01-01,2099-12-31,Resident
4499,2010-01-01,2099-12-31,Nurse Practitioner
1202,2010-01-01,2099-12-31,Physician
614,2010-01-01,2099-12-31,Nurse Practitioner
1841,2010-01-01,2099-12-31,Physician
2155,2010-01-01,2099-12-31,Resident
281,2010-01-01,2099-12-31,Resident
717,2010-01-01,2099-12-31,Resident
901,2010-01-01,2099-12-31,Physician
4360,2010-01-01,2099-12-31,Physician
1070,2010-01-01,2099-12-31,Physician
894,2010-01-01,2099-12-31,Physician
3249,2010-01-01,2099-12-31,FELLOW
699,2010-01-01,2099-12-31,Resident
1928,2010-01-01,2099-12-31,Physician
3272,2010-01-01,2099-12-31,Physician
4405,2010-01-01,2099-12-31,Physician
1417,2010-01-01,2099-12-31,Physician
1810,2010-01-01,2099-12-31,Physician
2328,2010-01-01,2099-12-31,Resident
4338,2010-01-01,2099-12-31,Nurse Practitioner
4302,2010-01-01,2099-12-31,Resident
3364,2010-01-01,2099-12-31,Nurse Practitioner
3158,2010-01-01,2099-12-31,Resident
2344,2010-01-01,2099-12-31,Resident
3208,2010-01-01,2099-12-31,Resident
4142,2010-01-01,2099-12-31,Physician
1916,2010-01-01,2099-12-31,Nurse Practitioner
4098,2010-01-01,2099-12-31,Nurse Practitioner
195,2010-01-01,2099-12-31,Resident
2209,2010-01-01,2099-12-31,Resident
3087,2010-01-01,2099-12-31,Physician
4162,2010-01-01,2099-12-31,Physician
1860,2010-01-01,2099-12-31,Resident
2380,2010-01-01,2099-12-31,Physician
3848,2010-01-01,2099-12-31,Resident
2890,2010-01-01,2099-12-31,Physician
2373,2010-01-01,2099-12-31,Physician
4604,2010-01-01,2099-12-31,Physician
1134,2010-01-01,2099-12-31,Physician
724,2010-01-01,2099-12-31,Resident
1924,2010-01-01,2099-12-31,Physician
500,2010-01-01,2099-12-31,Nurse Practitioner
4309,2010-01-01,2099-12-31,Resident
382,2010-01-01,2099-12-31,Physician
2409,2010-01-01,2099-12-31,Physician
538,2010-01-01,2099-12-31,Physician
4649,2010-01-01,2099-12-31,Resident
2504,2010-01-01,2099-12-31,Physician
716,2010-01-01,2099-12-31,Resident
2365,2010-01-01,2099-12-31,Resident
142,2010-01-01,2099-12-31,Nurse Practitioner
2687,2010-01-01,2099-12-31,Physician
4762,2010-01-01,2099-12-31,Physician
3566,2010-01-01,2099-12-31,Physician
2963,2010-01-01,2099-12-31,Resident
1307,2010-01-01,2099-12-31,Nurse Practitioner
819,2010-01-01,2099-12-31,Physician
4421,2010-01-01,2099-12-31,Resident
873,2010-01-01,2099-12-31,Physician
4810,2010-01-01,2099-12-31,Physician
2594,2010-01-01,2099-12-31,Physician
638,2010-01-01,2099-12-31,Physician
4439,2010-01-01,2099-12-31,Physician
1435,2010-01-01,2099-12-31,Physician
1549,2010-01-01,2099-12-31,Resident
94,2010-01-01,2099-12-31,Nurse Practitioner
658,2010-01-01,2099-12-31,Physician
4100,2010-01-01,2099-12-31,Physician
3138,2010-01-01,2099-12-31,Nurse Practitioner
3271,2010-01-01,2099-12-31,Physician
3989,2010-01-01,2099-12-31,Resident
446,2010-01-01,2099-12-31,FELLOW
4734,2010-01-01,2099-12-31,Nurse Practitioner
301,2010-01-01,2099-12-31,Resident
397,2010-01-01,2099-12-31,Resident
2960,2010-01-01,2099-12-31,Physician
2058,2010-01-01,2099-12-31,Resident
1238,2010-01-01,2099-12-31,Nurse Practitioner
129,2010-01-01,2099-12-31,Physician
925,2010-01-01,2099-12-31,Nurse Practitioner
3773,2010-01-01,2099-12-31,Physician
525,2010-01-01,2099-12-31,Physician
1888,2010-01-01,2099-12-31,Resident
3018,2010-01-01,2099-12-31,Physician
31,2010-01-01,2099-12-31,Nurse Practitioner
4715,2010-01-01,2099-12-31,Physician
2565,2010-01-01,2099-12-31,Resident
3246,2010-01-01,2099-12-31,Physician
3369,2010-01-01,2099-12-31,Physician
3212,2010-01-01,2099-12-31,Physician
3889,2010-01-01,2099-12-31,Resident
922,2010-01-01,2099-12-31,Resident
3257,2010-01-01,2099-12-31,Nurse Practitioner
3957,2010-01-01,2099-12-31,FELLOW
4677,2010-01-01,2099-12-31,Nurse Practitioner
3559,2010-01-01,2099-12-31,Resident
471,2010-01-01,2099-12-31,Physician
1212,2010-01-01,2099-12-31,Resident
4105,2010-01-01,2099-12-31,Physician
2999,2010-01-01,2099-12-31,Physician
2990,2010-01-01,2099-12-31,Resident
4408,2010-01-01,2099-12-31,Physician
190,2010-01-01,2099-12-31,Physician
3914,2010-01-01,2099-12-31,Physician
2526,2010-01-01,2099-12-31,Physician
2256,2010-01-01,2099-12-31,Physician
3044,2010-01-01,2099-12-31,Physician
1066,2010-01-01,2099-12-31,Physician
1249,2010-01-01,2099-12-31,Physician
1858,2010-01-01,2099-12-31,Physician
3524,2010-01-01,2099-12-31,Resident
12,2010-01-01,2099-12-31,Physician
691,2010-01-01,2099-12-31,Resident
4074,2010-01-01,2099-12-31,Physician
4690,2010-01-01,2099-12-31,Resident
3061,2010-01-01,2099-12-31,Physician
3437,2010-01-01,2099-12-31,Nurse Practitioner
232,2010-01-01,2099-12-31,Physician
168,2010-01-01,2099-12-31,Physician
2360,2010-01-01,2099-12-31,Nurse Practitioner
3323,2010-01-01,2099-12-31,Physician
1232,2010-01-01,2099-12-31,Nurse Practitioner
2938,2010-01-01,2099-12-31,Physician
1127,2010-01-01,2099-12-31,Physician
4639,2010-01-01,2099-12-31,Physician
411,2010-01-01,2099-12-31,Physician
1191,2010-01-01,2099-12-31,Nurse Practitioner
3229,2010-01-01,2099-12-31,Physician
1852,2010-01-01,2099-12-31,Physician
2888,2010-01-01,2099-12-31,Nurse Practitioner
746,2010-01-01,2099-12-31,Physician
4359,2010-01-01,2099-12-31,Resident
1093,2010-01-01,2099-12-31,Resident
2707,2010-01-01,2099-12-31,Resident
1236,2010-01-01,2099-12-31,Nurse Practitioner
2341,2010-01-01,2099-12-31,Nurse Practitioner
704,2010-01-01,2099-12-31,FELLOW
3390,2010-01-01,2099-12-31,Physician
3636,2010-01-01,2099-12-31,Resident
483,2010-01-01,2099-12-31,Physician
2489,2010-01-01,2099-12-31,Resident
2343,2010-01-01,2099-12-31,Physician
1156,2010-01-01,2099-12-31,Physician
2901,2010-01-01,2099-12-31,Physician
203,2010-01-01,2099-12-31,Resident
2291,2010-01-01,2099-12-31,Physician
3943,2010-01-01,2099-12-31,Physician
2878,2010-01-01,2099-12-31,Nurse Practitioner
4746,2010-01-01,2099-12-31,Nurse Practitioner
4303,2010-01-01,2099-12-31,Physician with Sedation
270,2010-01-01,2099-12-31,Physician
526,2010-01-01,2099-12-31,Resident
2274,2010-01-01,2099-12-31,Physician
2125,2010-01-01,2099-12-31,Physician
720,2010-01-01,2099-12-31,Physician
3326,2010-01-01,2099-12-31,Physician
4904,2010-01-01,2099-12-31,Physician
1228,2010-01-01,2099-12-31,Physician
2693,2010-01-01,2099-12-31,Resident
2073,2010-01-01,2099-12-31,Resident
3025,2010-01-01,2099-12-31,Resident
1262,2010-01-01,2099-12-31,Physician
4938,2010-01-01,2099-12-31,Physician
4838,2010-01-01,2099-12-31,Physician
1019,2010-01-01,2099-12-31,Physician
4954,2010-01-01,2099-12-31,Resident
3570,2010-01-01,2099-12-31,Physician
1151,2010-01-01,2099-12-31,Resident
2988,2010-01-01,2099-12-31,Physician
4358,2010-01-01,2099-12-31,Resident
3319,2010-01-01,2099-12-31,Resident
2640,2010-01-01,2099-12-31,Physician
3740,2010-01-01,2099-12-31,Physician
3034,2010-01-01,2099-12-31,Physician
1458,2010-01-01,2099-12-31,Physician
3670,2010-01-01,2099-12-31,Physician
319,2010-01-01,2099-12-31,Nurse Practitioner
933,2010-01-01,2099-12-31,Physician
3564,2010-01-01,2099-12-31,Physician
2958,2010-01-01,2099-12-31,Physician
3592,2010-01-01,2099-12-31,Resident
4260,2010-01-01,2099-12-31,Physician
4861,2010-01-01,2099-12-31,Nurse Practitioner
1592,2010-01-01,2099-12-31,Physician
1351,2010-01-01,2099-12-31,Nurse Practitioner
288,2010-01-01,2099-12-31,Physician
1833,2010-01-01,2099-12-31,Nurse Practitioner
1053,2010-01-01,2099-12-31,Physician
4523,2010-01-01,2099-12-31,Nurse Practitioner
1736,2010-01-01,2099-12-31,Physician
2036,2010-01-01,2099-12-31,Physician
1678,2010-01-01,2099-12-31,Nurse Practitioner
1085,2010-01-01,2099-12-31,Nurse Practitioner
235,2010-01-01,2099-12-31,Physician
4781,2010-01-01,2099-12-31,Physician
2555,2010-01-01,2099-12-31,Physician
2866,2010-01-01,2099-12-31,Resident
1239,2010-01-01,2099-12-31,Physician
2542,2010-01-01,2099-12-31,Physician
4371,2010-01-01,2099-12-31,Physician
1635,2010-01-01,2099-12-31,Physician
19,2010-01-01,2099-12-31,Physician
612,2010-01-01,2099-12-31,Physician
3458,2010-01-01,2099-12-31,Physician
1543,2010-01-01,2099-12-31,Physician
943,2010-01-01,2099-12-31,Nurse Practitioner
4264,2010-01-01,2099-12-31,FELLOW
1318,2010-01-01,2099-12-31,Nurse Practitioner
3453,2010-01-01,2099-12-31,Physician
3262,2010-01-01,2099-12-31,Physician
678,2010-01-01,2099-12-31,Resident
1904,2010-01-01,2099-12-31,Resident
1407,2010-01-01,2099-12-31,Physician
2335,2010-01-01,2099-12-31,Physician
4476,2010-01-01,2099-12-31,Nurse Practitioner
2046,2010-01-01,2099-12-31,Physician
4214,2010-01-01,2099-12-31,Physician
1939,2010-01-01,2099-12-31,Resident
3671,2010-01-01,2099-12-31,Physician with Sedation
3273,2010-01-01,2099-12-31,Resident
1573,2010-01-01,2099-12-31,Resident
4379,2010-01-01,2099-12-31,Resident
4891,2010-01-01,2099-12-31,Resident
2930,2010-01-01,2099-12-31,Nurse Practitioner
3714,2010-01-01,2099-12-31,Nurse Practitioner
4930,2010-01-01,2099-12-31,Physician
971,2010-01-01,2099-12-31,Physician
3408,2010-01-01,2099-12-31,Resident
1849,2010-01-01,2099-12-31,Physician
4602,2010-01-01,2099-12-31,Nurse Practitioner
3096,2010-01-01,2099-12-31,Nurse Practitioner
4423,2010-01-01,2099-12-31,Physician
4020,2010-01-01,2099-12-31,Physician
4593,2010-01-01,2099-12-31,Resident
3170,2010-01-01,2099-12-31,FELLOW
3697,2010-01-01,2099-12-31,Physician
1277,2010-01-01,2099-12-31,Physician
3795,2010-01-01,2099-12-31,Physician
393,2010-01-01,2099-12-31,Resident
156,2010-01-01,2099-12-31,Physician
3827,2010-01-01,2099-12-31,Physician
3741,2010-01-01,2099-12-31,Physician
1193,2010-01-01,2099-12-31,Physician
2468,2010-01-01,2099-12-31,Nurse Practitioner
2627,2010-01-01,2099-12-31,Resident
2914,2010-01-01,2099-12-31,Nurse Practitioner
2469,2010-01-01,2099-12-31,Nurse Practitioner
814,2010-01-01,2099-12-31,Physician
4619,2010-01-01,2099-12-31,Nurse Practitioner
337,2010-01-01,2099-12-31,Resident
374,2010-01-01,2099-12-31,Resident
4911,2010-01-01,2099-12-31,Physician
151,2010-01-01,2099-12-31,FELLOW
2548,2010-01-01,2099-12-31,Physician
1694,2010-01-01,2099-12-31,Physician
2100,2010-01-01,2099-12-31,Physician
2731,2010-01-01,2099-12-31,Resident
4252,2010-01-01,2099-12-31,Nurse Practitioner
1540,2010-01-01,2099-12-31,Nurse Practitioner
4435,2010-01-01,2099-12-31,Nurse Practitioner
1838,2010-01-01,2099-12-31,Physician
3053,2010-01-01,2099-12-31,FELLOW
4837,2010-01-01,2099-12-31,Nurse Practitioner
1864,2010-01-01,2099-12-31,Physician
1630,2010-01-01,2099-12-31,Physician
3261,2010-01-01,2099-12-31,Nurse Practitioner
3537,2010-01-01,2099-12-31,Physician
3739,2010-01-01,2099-12-31,Nurse Practitioner
2831,2010-01-01,2099-12-31,Physician
2879,2010-01-01,2099-12-31,Physician
4660,2010-01-01,2099-12-31,Physician
2189,2010-01-01,2099-12-31,Physician
29,2010-01-01,2099-12-31,Resident
1776,2010-01-01,2099-12-31,Physician
4539,2010-01-01,2099-12-31,Physician
3363,2010-01-01,2099-12-31,Physician
2502,2010-01-01,2099-12-31,Physician
1059,2010-01-01,2099-12-31,FELLOW
1471,2010-01-01,2099-12-31,Physician
4190,2010-01-01,2099-12-31,Resident
3762,2010-01-01,2099-12-31,Physician
4413,2010-01-01,2099-12-31,Resident
1538,2010-01-01,2099-12-31,Resident
1791,2010-01-01,2099-12-31,FELLOW
3638,2010-01-01,2099-12-31,Physician
457,2010-01-01,2099-12-31,Resident
2772,2010-01-01,2099-12-31,Physician
3163,2010-01-01,2099-12-31,Physician
1872,2010-01-01,2099-12-31,Resident
4311,2010-01-01,2099-12-31,Physician
3511,2010-01-01,2099-12-31,Nurse Practitioner
2195,2010-01-01,2099-12-31,Physician
2823,2010-01-01,2099-12-31,FELLOW
587,2010-01-01,2099-12-31,Physician
2589,2010-01-01,2099-12-31,Resident
2576,2010-01-01,2099-12-31,Nurse Practitioner
4518,2010-01-01,2099-12-31,Resident
2094,2010-01-01,2099-12-31,Nurse Practitioner
4447,2010-01-01,2099-12-31,Resident
891,2010-01-01,2099-12-31,Physician
4345,2010-01-01,2099-12-31,Resident
436,2010-01-01,2099-12-31,Physician
4617,2010-01-01,2099-12-31,Physician
2400,2010-01-01,2099-12-31,Resident
886,2010-01-01,2099-12-31,Physician
4305,2010-01-01,2099-12-31,FELLOW
2532,2010-01-01,2099-12-31,Nurse Practitioner
2533,2010-01-01,2099-12-31,Physician
3359,2010-01-01,2099-12-31,Physician
324,2010-01-01,2099-12-31,Physician
794,2010-01-01,2099-12-31,Resident
121,2010-01-01,2099-12-31,Physician
4694,2010-01-01,2099-12-31,Resident
3926,2010-01-01,2099-12-31,FELLOW
405,2010-01-01,2099-12-31,Physician
536,2010-01-01,2099-12-31,Physician
2552,2010-01-01,2099-12-31,Physician with Sedation
839,2010-01-01,2099-12-31,FELLOW
1364,2010-01-01,2099-12-31,Resident
4375,2010-01-01,2099-12-31,Physician
244,2010-01-01,2099-12-31,Physician
2138,2010-01-01,2099-12-31,Physician
3766,2010-01-01,2099-12-31,Physician
4393,2010-01-01,2099-12-31,Physician
3340,2010-01-01,2099-12-31,Physician
4928,2010-01-01,2099-12-31,Resident
1867,2010-01-01,2099-12-31,Resident
931,2010-01-01,2099-12-31,Resident
4278,2010-01-01,2099-12-31,Resident
183,2010-01-01,2099-12-31,Resident
1553,2010-01-01,2099-12-31,Physician
3441,2010-01-01,2099-12-31,Physician
4346,2010-01-01,2099-12-31,Physician
1322,2010-01-01,2099-12-31,Resident
2510,2010-01-01,2099-12-31,Physician
3248,2010-01-01,2099-12-31,Physician
3845,2010-01-01,2099-12-31,Physician
2092,2010-01-01,2099-12-31,Physician
841,2010-01-01,2099-12-31,Physician
1234,2010-01-01,2099-12-31,Physician
4134,2010-01-01,2099-12-31,Resident
432,2010-01-01,2099-12-31,Resident
4916,2010-01-01,2099-12-31,Physician
633,2010-01-01,2099-12-31,Resident
3903,2010-01-01,2099-12-31,Physician
3354,2010-01-01,2099-12-31,Physician
4558,2010-01-01,2099-12-31,Resident
2111,2010-01-01,2099-12-31,Physician
755,2010-01-01,2099-12-31,Nurse Practitioner
1673,2010-01-01,2099-12-31,Nurse Practitioner
4845,2010-01-01,2099-12-31,Physician
3438,2010-01-01,2099-12-31,Resident
2758,2010-01-01,2099-12-31,Resident
4099,2010-01-01,2099-12-31,Physician
3876,2010-01-01,2099-12-31,Physician
1920,2010-01-01,2099-12-31,Physician
2677,2010-01-01,2099-12-31,Physician
619,2010-01-01,2099-12-31,Physician
388,2010-01-01,2099-12-31,Resident
1705,2010-01-01,2099-12-31,Physician
1969,2010-01-01,2099-12-31,Physician
1926,2010-01-01,2099-12-31,Physician
2426,2010-01-01,2099-12-31,Resident
1638,2010-01-01,2099-12-31,Resident
4128,2010-01-01,2099-12-31,Physician
1293,2010-01-01,2099-12-31,Nurse Practitioner
3975,2010-01-01,2099-12-31,Physician
918,2010-01-01,2099-12-31,Physician
566,2010-01-01,2099-12-31,Nurse Practitioner
4479,2010-01-01,2099-12-31,Nurse Practitioner
1818,2010-01-01,2099-12-31,FELLOW
2566,2010-01-01,2099-12-31,Resident
2834,2010-01-01,2099-12-31,Physician
1644,2010-01-01,2099-12-31,Resident
3541,2010-01-01,2099-12-31,Physician
1525,2010-01-01,2099-12-31,Physician
3886,2010-01-01,2099-12-31,Physician with Sedation
848,2010-01-01,2099-12-31,Physician
2498,2010-01-01,2099-12-31,Physician
3083,2010-01-01,2099-12-31,Physician
2200,2010-01-01,2099-12-31,Nurse Practitioner
1775,2010-01-01,2099-12-31,Physician
1485,2010-01-01,2099-12-31,Nurse Practitioner
1805,2010-01-01,2099-12-31,Physician
2854,2010-01-01,2099-12-31,Resident
2057,2010-01-01,2099-12-31,Nurse Practitioner
1075,2010-01-01,2099-12-31,Resident
3685,2010-01-01,2099-12-31,Physician
2690,2010-01-01,2099-12-31,Physician
3301,2010-01-01,2099-12-31,Physician
1967,2010-01-01,2099-12-31,FELLOW
3006,2010-01-01,2099-12-31,Physician
1460,2010-01-01,2099-12-31,Physician
4102,2010-01-01,2099-12-31,Resident
4467,2010-01-01,2099-12-31,Physician
2880,2010-01-01,2099-12-31,Resident
3929,2010-01-01,2099-12-31,Nurse Practitioner
1072,2010-01-01,2099-12-31,Physician
2240,2010-01-01,2099-12-31,Physician
2211,2010-01-01,2099-12-31,Physician
464,2010-01-01,2099-12-31,Physician
1220,2010-01-01,2099-12-31,Physician
4178,2010-01-01,2099-12-31,Resident
4812,2010-01-01,2099-12-31,Physician
915,2010-01-01,2099-12-31,FELLOW
1012,2010-01-01,2099-12-31,Resident
2572,2010-01-01,2099-12-31,Resident
591,2010-01-01,2099-12-31,Physician
1432,2010-01-01,2099-12-31,Physician
2752,2010-01-01,2099-12-31,Resident
4875,2010-01-01,2099-12-31,Nurse Practitioner
3192,2010-01-01,2099-12-31,Physician
313,2010-01-01,2099-12-31,Physician
2966,2010-01-01,2099-12-31,Nurse Practitioner
4922,2010-01-01,2099-12-31,Nurse Practitioner
2126,2010-01-01,2099-12-31,Physician
445,2010-01-01,2099-12-31,Resident
3674,2010-01-01,2099-12-31,Physician
